#chromosome	start	end	gene_name
CP000393.1	2405021	2405527	Tery_1572
CP000393.1	2405638	2406150	Tery_1573
CP000393.1	2420398	2421585	Tery_1583
CP000393.1	2424052	2424396	Tery_1586
CP000393.1	2429001	2430038	Tery_1589
CP000393.1	2430333	2432159	Tery_1590
CP000393.1	2434413	2436308	Tery_1593
CP000393.1	2436827	2439940	Tery_1594
CP000393.1	2442462	2442896	Tery_1596
CP000393.1	2442907	2445636	Tery_1597
CP000393.1	2447092	2447358	Tery_1599
CP000393.1	2447382	2447483	ffs
CP000393.1	2447515	2447886	Tery_1600
CP000393.1	2447955	2448371	Tery_1601
CP000393.1	2448737	2449576	Tery_1602
CP000393.1	2450017	2451279	Tery_1603
CP000393.1	2452863	2453960	Tery_1605
CP000393.1	2453967	2454782	Tery_1606
CP000393.1	2454785	2455579	Tery_1607
CP000393.1	2461565	2463970	Tery_1609
CP000393.1	2465013	2465300	Tery_1610
CP000393.1	2465278	2466384	Tery_1611
CP000393.1	2466637	2468106	Tery_1612
CP000393.1	2468310	2469143	Tery_1613
CP000393.1	2469851	2470195	Tery_1614
CP000393.1	2470555	2472012	Tery_1615
CP000393.1	2471985	2472380	Tery_1616
CP000393.1	2472377	2472628	Tery_1617
CP000393.1	2472625	2472906	Tery_1618
CP000393.1	2473082	2473654	Tery_1619
CP000393.1	2473654	2474316	Tery_1620
CP000393.1	2483205	2484062	Tery_1625
CP000393.1	2490037	2490252	Tery_1629
CP000393.1	2490292	2490723	Tery_1630
CP000393.1	2495998	2496975	Tery_1635
CP000393.1	2499307	2499843	Tery_1638
CP000393.1	2502022	2502573	Tery_1640
CP000393.1	2502921	2502994	Tery_R0011
CP000393.1	2505159	2505914	Tery_1641
CP000393.1	2505939	2506844	Tery_1642
CP000393.1	2507251	2507844	Tery_1643
CP000393.1	2508028	2508810	Tery_1644
CP000393.1	2510404	2511453	Tery_1646
CP000393.1	2512041	2512274	Tery_1647
CP000393.1	2512592	2512951	Tery_1648
CP000393.1	2513325	2513828	Tery_1649
CP000393.1	2513920	2514420	Tery_1650
CP000393.1	2526786	2527910	Tery_1661
CP000393.1	2528196	2528942	Tery_1662
CP000393.1	2537397	2538692	Tery_1668
CP000393.1	2539184	2541211	Tery_1669
CP000393.1	2541678	2542307	Tery_1670
CP000393.1	2546360	2547577	Tery_1672
CP000393.1	2551876	2552943	Tery_1675
CP000393.1	2566422	2567252	Tery_1685
CP000393.1	2569444	2570484	Tery_1687
CP000393.1	2578065	2578424	Tery_1694
CP000393.1	2601980	2603347	Tery_1710
CP000393.1	2603827	2604516	Tery_1711
CP000393.1	2604670	2605401	Tery_1712
CP000393.1	2605416	2605961	Tery_1713
CP000393.1	2607210	2608274	Tery_1714
CP000393.1	2608439	2609413	Tery_1715
CP000393.1	2621232	2622833	Tery_1724
CP000393.1	2623272	2624444	Tery_1725
CP000393.1	2624876	2625889	Tery_1726
CP000393.1	2648914	2649309	Tery_1740
CP000393.1	2650665	2652191	Tery_1741
CP000393.1	2653741	2654655	Tery_1742
CP000393.1	2655837	2657066	Tery_1743
CP000393.1	2664454	2665182	Tery_1749
CP000393.1	2666047	2668119	Tery_1750
CP000393.1	2669092	2670216	Tery_1751
CP000393.1	2670584	2670853	Tery_1752
CP000393.1	2670850	2671974	Tery_1753
CP000393.1	2672948	2674414	Tery_1754
CP000393.1	2675710	2676027	Tery_1756
CP000393.1	2676199	2676519	Tery_1757
CP000393.1	2677085	2678728	Tery_1758
CP000393.1	2679697	2679927	Tery_1759
CP000393.1	2679934	2680065	Tery_1760
CP000393.1	2680177	2680371	Tery_1761
CP000393.1	2682530	2684572	Tery_1762
CP000393.1	2685686	2687011	Tery_1764
CP000393.1	2688586	2689356	Tery_1766
CP000393.1	2689465	2689677	Tery_1767
CP000393.1	2690413	2690485	Tery_R0012
CP000393.1	2690649	2691896	Tery_1768
CP000393.1	2692226	2693236	Tery_1769
CP000393.1	2716582	2717496	Tery_1780
CP000393.1	2718049	2719035	Tery_1781
CP000393.1	2720539	2721768	Tery_1782
CP000393.1	2721858	2724755	Tery_1783
CP000393.1	2724804	2725916	Tery_1784
CP000393.1	2726086	2727363	Tery_1785
CP000393.1	2727396	2728643	Tery_1786
CP000393.1	2728673	2730601	Tery_1787
CP000393.1	2736273	2737244	Tery_1792
CP000393.1	2742065	2743078	Tery_1796
CP000393.1	2748048	2748356	Tery_1800
CP000393.1	2757992	2758780	Tery_1807
CP000393.1	2761257	2762255	Tery_1811
CP000393.1	2763776	2764633	Tery_1812
CP000393.1	2772337	2773359	Tery_1816
CP000393.1	2773777	2774766	Tery_1817
CP000393.1	2775364	2775552	Tery_1818
CP000393.1	2775870	2776505	Tery_1819
CP000393.1	2776526	2776834	Tery_1820
CP000393.1	2778826	2781759	Tery_1822
CP000393.1	2786301	2786687	Tery_1825
CP000393.1	2792815	2794788	Tery_1829
CP000393.1	2794891	2795340	Tery_1830
CP000393.1	2795958	2797253	Tery_1831
CP000393.1	2798463	2799458	Tery_1832
CP000393.1	2802722	2804143	Tery_1834
CP000393.1	2804987	2811175	Tery_1835
CP000393.1	2817492	2818064	Tery_1839
CP000393.1	2819234	2821120	Tery_1840
CP000393.1	2825713	2826447	Tery_1842
CP000393.1	2826622	2827839	Tery_1843
CP000393.1	2827951	2828604	Tery_1844
CP000393.1	2829172	2830107	Tery_1845
CP000393.1	2830241	2830828	Tery_1846
CP000393.1	2830920	2831507	Tery_1847
CP000393.1	2834594	2835112	Tery_1850
CP000393.1	2838325	2839446	Tery_1855
CP000393.1	2841315	2842685	Tery_1857
CP000393.1	2845482	2845925	Tery_1860
CP000393.1	2846024	2847016	Tery_1861
CP000393.1	2852833	2853090	Tery_1866
CP000393.1	2853857	2854648	Tery_1867
CP000393.1	2855133	2856557	Tery_1868
CP000393.1	2856595	2857356	Tery_1869
CP000393.1	2862537	2862935	Tery_1871
CP000393.1	2864018	2865220	Tery_1872
CP000393.1	2865789	2866631	Tery_1873
CP000393.1	2867932	2869743	Tery_1874
CP000393.1	2870485	2870898	Tery_1875
CP000393.1	2870936	2872063	Tery_1876
CP000393.1	2875914	2876111	Tery_1881
CP000393.1	2876141	2876497	Tery_1882
CP000393.1	2877278	2877805	Tery_1883
CP000393.1	2878439	2880205	Tery_1884
CP000393.1	2883011	2883310	Tery_1885
CP000393.1	2883903	2884400	Tery_1886
CP000393.1	2884846	2886438	Tery_1887
CP000393.1	2886804	2887118	Tery_1888
CP000393.1	2888237	2896291	Tery_1889
CP000393.1	2918580	2918786	Tery_1896
CP000393.1	2919566	2921767	Tery_1897
CP000393.1	2921966	2923147	Tery_1898
CP000393.1	2923192	2926284	Tery_1899
CP000393.1	2926396	2927916	Tery_1900
CP000393.1	2932409	2932807	Tery_1902
CP000393.1	2936256	2937893	Tery_1904
CP000393.1	2944187	2950771	Tery_1906
CP000393.1	2954960	2955835	Tery_1907
CP000393.1	2955814	2955895	Tery_R0013
CP000393.1	2959029	2959595	Tery_1911
CP000393.1	2960960	2961700	Tery_1912
CP000393.1	2963591	2964661	Tery_1914
CP000393.1	2966151	2966789	Tery_1916
CP000393.1	2966800	2970414	Tery_1917
CP000393.1	2970430	2970837	Tery_1918
CP000393.1	2972571	2974394	Tery_1920
CP000393.1	2978472	2978999	Tery_1923
CP000393.1	2979022	2980677	Tery_1924
CP000393.1	2981514	2983919	Tery_1925
CP000393.1	2984383	2985750	Tery_1926
CP000393.1	2987968	2989605	Tery_1928
CP000393.1	2998586	3000205	Tery_1933
CP000393.1	3000891	3001781	Tery_1934
CP000393.1	3002740	3003018	Tery_1935
CP000393.1	3003398	3003745	Tery_1936
CP000393.1	3003871	3004176	Tery_1937
CP000393.1	3004467	3004748	Tery_1938
CP000393.1	3008623	3010032	Tery_1942
CP000393.1	3015717	3016298	Tery_1945
CP000393.1	3016554	3017336	Tery_1946
CP000393.1	3025997	3026461	Tery_1951
CP000393.1	3026642	3027607	Tery_1952
CP000393.1	3028348	3028611	Tery_1954
CP000393.1	3028864	3029559	Tery_1955
CP000393.1	3035691	3036203	Tery_1958
CP000393.1	3042694	3043569	Tery_1964
CP000393.1	3043880	3046588	Tery_1965
CP000393.1	3048340	3050928	Tery_1967
CP000393.1	3052338	3052799	Tery_1968
CP000393.1	3055330	3055848	Tery_1969
CP000393.1	3060023	3061867	Tery_1972
CP000393.1	3062275	3063909	Tery_1973
CP000393.1	3108044	3108772	Tery_1993
CP000393.1	3109509	3110204	Tery_1995
CP000393.1	3111592	3111828	Tery_1997
CP000393.1	3112190	3113221	Tery_1998
CP000393.1	3114067	3115233	Tery_1999
CP000393.1	3116621	3117832	Tery_2000
CP000393.1	3118053	3118829	Tery_2001
CP000393.1	3118977	3119423	Tery_2002
CP000393.1	3119527	3120756	Tery_2003
CP000393.1	3121122	3121727	Tery_2004
CP000393.1	3127156	3128292	Tery_2007
CP000393.1	3128345	3128986	Tery_2008
CP000393.1	3131900	3132613	Tery_2010
CP000393.1	3132658	3133047	Tery_2011
CP000393.1	3137164	3138645	Tery_R0014
CP000393.1	3138776	3138852	Tery_R0015
CP000393.1	3138864	3138936	Tery_R0016
CP000393.1	3139115	3141995	Tery_R0017
CP000393.1	3142381	3142728	Tery_2013
CP000393.1	3142781	3143446	Tery_2014
CP000393.1	3148004	3148585	Tery_2019
CP000393.1	3151814	3152590	Tery_2024
CP000393.1	3153509	3154303	Tery_2026
CP000393.1	3155435	3156076	Tery_2028
CP000393.1	3159119	3160816	Tery_2032
CP000393.1	3162986	3165187	Tery_2033
CP000393.1	3170702	3170875	Tery_2035
CP000393.1	3184954	3185778	Tery_2043
CP000393.1	3187425	3189575	Tery_2045
CP000393.1	3191151	3191852	Tery_2046
CP000393.1	3192988	3194634	Tery_2047
CP000393.1	3194858	3195511	Tery_2048
CP000393.1	3195835	3196662	Tery_2049
CP000393.1	3196755	3198029	Tery_2050
CP000393.1	3198350	3199639	Tery_2051
CP000393.1	3202236	3202901	Tery_2053
CP000393.1	3203402	3204736	Tery_2054
CP000393.1	3207590	3209005	Tery_2056
CP000393.1	3209480	3210550	Tery_2057
CP000393.1	3210893	3211867	Tery_2058
CP000393.1	3212172	3213308	Tery_2059
CP000393.1	3213305	3214297	Tery_2060
CP000393.1	3214273	3216798	Tery_2061
CP000393.1	3217926	3219299	Tery_2062
CP000393.1	3224428	3226050	Tery_2064
CP000393.1	3226722	3228179	Tery_2065
CP000393.1	3229985	3230479	Tery_2066
CP000393.1	3246669	3247730	Tery_2078
CP000393.1	3248488	3248709	Tery_2080
CP000393.1	3249986	3251362	Tery_2082
CP000393.1	3251479	3251907	Tery_2083
CP000393.1	3251904	3252446	Tery_2084
CP000393.1	3253560	3253838	Tery_2086
CP000393.1	3258626	3259342	Tery_2089
CP000393.1	3260681	3262474	Tery_2090
CP000393.1	3267818	3268873	Tery_2093
CP000393.1	3271270	3271686	Tery_2096
CP000393.1	3273185	3273610	Tery_2098
CP000393.1	3274392	3275078	Tery_2100
CP000393.1	3279184	3279256	Tery_R0018
CP000393.1	3280098	3280170	Tery_R0019
CP000393.1	3280402	3281733	Tery_2105
CP000393.1	3285647	3287659	Tery_2107
CP000393.1	3287714	3291085	Tery_2108
CP000393.1	3302074	3303507	Tery_2114
CP000393.1	3304421	3304627	Tery_2115
CP000393.1	3305146	3306342	Tery_2116
CP000393.1	3308007	3309710	Tery_2117
CP000393.1	3317630	3318853	Tery_2122
CP000393.1	3319524	3320183	Tery_2123
CP000393.1	3320294	3320944	Tery_2124
CP000393.1	3324038	3324283	Tery_2128
CP000393.1	3326951	3327271	Tery_2130
CP000393.1	3327935	3328837	Tery_2131
CP000393.1	3328892	3330991	Tery_2132
CP000393.1	3331996	3332943	Tery_2133
CP000393.1	3333233	3333715	Tery_2134
CP000393.1	3333958	3334386	Tery_2135
CP000393.1	3334629	3340364	Tery_2136
CP000393.1	3345065	3345178	Tery_2141
CP000393.1	3348503	3349204	Tery_2144
CP000393.1	3349565	3351013	Tery_2145
CP000393.1	3352625	3352966	Tery_2146
CP000393.1	3357736	3358503	Tery_2150
CP000393.1	3363039	3363776	Tery_2153
CP000393.1	3364461	3364958	Tery_2154
CP000393.1	3364965	3365945	Tery_2155
CP000393.1	3366643	3367347	Tery_2156
CP000393.1	3377752	3378537	Tery_2164
CP000393.1	3378982	3380412	Tery_2165
CP000393.1	3381769	3382164	Tery_2166
CP000393.1	3385930	3391242	Tery_2168
CP000393.1	3391278	3392735	Tery_2169
CP000393.1	3401988	3402638	Tery_2178
CP000393.1	3407336	3408871	Tery_2182
CP000393.1	3409177	3410082	Tery_2183
CP000393.1	3414061	3414966	Tery_2187
CP000393.1	3416005	3416469	Tery_2188
CP000393.1	3419070	3420668	Tery_2192
CP000393.1	3421090	3421593	Tery_2193
CP000393.1	3425074	3425418	Tery_2197
CP000393.1	3437683	3438132	Tery_2207
CP000393.1	3438446	3438727	Tery_2208
CP000393.1	3440604	3442712	Tery_2209
CP000393.1	3442819	3445560	Tery_2210
CP000393.1	3446592	3447344	Tery_2211
CP000393.1	3447381	3447902	Tery_2212
CP000393.1	3447874	3449256	Tery_2213
CP000393.1	3449872	3451476	Tery_2214
CP000393.1	3451853	3452887	Tery_2215
CP000393.1	3456683	3456907	Tery_2217
CP000393.1	3457034	3458482	Tery_2218
CP000393.1	3464417	3465613	Tery_2222
CP000393.1	3470115	3470741	Tery_2225
CP000393.1	3487533	3487862	Tery_2241
CP000393.1	3489228	3489707	Tery_2243
CP000393.1	3490104	3490517	Tery_2245
CP000393.1	3493145	3494536	Tery_2246
CP000393.1	3496049	3496810	Tery_2247
CP000393.1	3497028	3497783	Tery_2248
CP000393.1	3498006	3498710	Tery_2249
CP000393.1	3501150	3501677	Tery_2251
CP000393.1	3506525	3507313	Tery_2254
CP000393.1	3507804	3511928	Tery_2255
CP000393.1	3513238	3514542	Tery_2257
CP000393.1	3514663	3515331	Tery_2258
CP000393.1	3517321	3518097	Tery_2260
CP000393.1	3518190	3519542	Tery_2261
CP000393.1	3519633	3520676	Tery_2262
CP000393.1	3520677	3522032	Tery_2263
CP000393.1	3522037	3522942	Tery_2264
CP000393.1	3523142	3524452	Tery_2265
CP000393.1	3542138	3543433	Tery_2275
CP000393.1	3544888	3545535	Tery_2277
CP000393.1	3554368	3554751	Tery_2284
CP000393.1	3556071	3556703	Tery_2286
CP000393.1	3557173	3557646	Tery_2287
CP000393.1	3557804	3559585	Tery_2288
CP000393.1	3560276	3560788	Tery_2289
CP000393.1	3561187	3561351	Tery_2290
CP000393.1	3564500	3565069	Tery_2293
CP000393.1	3565074	3565556	Tery_2294
CP000393.1	3565607	3566053	Tery_2295
CP000393.1	3566076	3566405	Tery_2296
CP000393.1	3566510	3567196	Tery_2297
CP000393.1	3568160	3568531	Tery_2300
CP000393.1	3570546	3570677	Tery_2304
CP000393.1	3572228	3574060	Tery_2306
CP000393.1	3576309	3576746	Tery_2307
CP000393.1	3577180	3578250	Tery_2308
CP000393.1	3579255	3580409	Tery_2310
CP000393.1	3581233	3581475	Tery_2311
CP000393.1	3583508	3583900	Tery_2312
CP000393.1	3584216	3585082	Tery_2313
CP000393.1	3591690	3592478	Tery_2318
CP000393.1	3592521	3593426	Tery_2319
CP000393.1	3597440	3597628	Tery_2322
CP000393.1	3597655	3597819	Tery_2323
CP000393.1	3598479	3598706	Tery_2324
CP000393.1	3599249	3599467	Tery_2325
CP000393.1	3600515	3601087	Tery_2326
CP000393.1	3601653	3603533	Tery_2327
CP000393.1	3603600	3604016	Tery_2328
CP000393.1	3604202	3605137	Tery_2329
CP000393.1	3605134	3605445	Tery_2330
CP000393.1	3605596	3605820	Tery_2331
CP000393.1	3606014	3606475	Tery_2332
CP000393.1	3608132	3609067	Tery_2334
CP000393.1	3609064	3609378	Tery_2335
CP000393.1	3614311	3615111	Tery_2339
CP000393.1	3615412	3616089	Tery_2340
CP000393.1	3616506	3617300	Tery_2341
CP000393.1	3624340	3625269	Tery_2347
CP000393.1	3638104	3639891	Tery_2354
CP000393.1	3644180	3644323	Tery_2358
CP000393.1	3644581	3646008	Tery_2359
CP000393.1	3646145	3646465	Tery_2360
CP000393.1	3646593	3646931	Tery_2361
CP000393.1	3647884	3649884	Tery_2362
CP000393.1	3651037	3653145	Tery_2365
CP000393.1	3660872	3662839	Tery_2371
CP000393.1	3663405	3664739	Tery_2372
CP000393.1	3665247	3666287	Tery_2373
CP000393.1	3666435	3666848	Tery_2374
CP000393.1	3666894	3668879	Tery_2375
CP000393.1	3668880	3669755	Tery_2376
CP000393.1	3670590	3672419	Tery_2377
CP000393.1	3672572	3675706	Tery_2378
CP000393.1	3676131	3676451	Tery_2379
CP000393.1	3676730	3678637	Tery_2380
CP000393.1	3679663	3680367	Tery_2382
CP000393.1	3685282	3686040	Tery_2384
CP000393.1	3694669	3694866	Tery_2391
CP000393.1	3695481	3696530	Tery_2392
CP000393.1	3696966	3698120	Tery_2393
CP000393.1	3700312	3701214	Tery_2395
CP000393.1	3703342	3704421	Tery_2398
CP000393.1	3704477	3704986	Tery_2399
CP000393.1	3709241	3710278	Tery_2402
CP000393.1	3711108	3711713	Tery_2403
CP000393.1	3714164	3715468	Tery_2406
CP000393.1	3718065	3719147	Tery_2411
CP000393.1	3719938	3720738	Tery_2412
CP000393.1	3727114	3727506	Tery_2416
CP000393.1	3728329	3731952	Tery_2417
CP000393.1	3732458	3733939	Tery_2418
CP000393.1	3734100	3734432	Tery_2419
CP000393.1	3734579	3734965	Tery_2420
CP000393.1	3735023	3736231	Tery_2421
CP000393.1	3736248	3739607	Tery_2422
CP000393.1	3744329	3744562	Tery_2426
CP000393.1	3744874	3745344	Tery_2427
CP000393.1	3745829	3745996	Tery_2428
CP000393.1	3746220	3746495	Tery_2429
CP000393.1	3747165	3747437	Tery_2431
CP000393.1	3753129	3753734	Tery_2436
CP000393.1	3755804	3758281	Tery_2437
CP000393.1	3765390	3765740	Tery_2443
CP000393.1	3767797	3769512	Tery_2445
CP000393.1	3771486	3772319	Tery_2447
CP000393.1	3772422	3772862	Tery_2448
CP000393.1	3773152	3774237	Tery_2449
CP000393.1	3774249	3775649	Tery_2450
CP000393.1	3775803	3776918	Tery_2451
CP000393.1	3777196	3777939	Tery_2452
CP000393.1	3778206	3779021	Tery_2453
CP000393.1	3779129	3779332	Tery_2454
CP000393.1	3779360	3779986	Tery_2455
CP000393.1	3782982	3783746	Tery_2458
CP000393.1	3785863	3785935	Tery_R0022
CP000393.1	3788235	3788861	Tery_2462
CP000393.1	3796221	3796706	Tery_2468
CP000393.1	3797171	3798571	Tery_2469
CP000393.1	3816901	3817908	Tery_2479
CP000393.1	3826052	3827158	Tery_2483
CP000393.1	3827539	3828570	Tery_2484
CP000393.1	3828573	3830141	Tery_2485
CP000393.1	3831730	3832440	Tery_2486
CP000393.1	3843547	3844557	Tery_2495
CP000393.1	3844799	3848818	Tery_2496
CP000393.1	3850766	3854815	Tery_2498
CP000393.1	3865117	3866100	Tery_2504
CP000393.1	3866500	3868455	Tery_2505
CP000393.1	3870472	3871158	Tery_2507
CP000393.1	3873909	3874835	Tery_2509
CP000393.1	3876821	3878002	Tery_2511
CP000393.1	3878566	3880275	Tery_2512
CP000393.1	3880533	3880886	Tery_2513
CP000393.1	3881068	3882018	Tery_2514
CP000393.1	3884865	3885038	Tery_2517
CP000393.1	3885105	3885875	Tery_2518
CP000393.1	3891979	3893157	Tery_2524
CP000393.1	3893600	3894544	Tery_2525
CP000393.1	3899425	3900138	Tery_2528
CP000393.1	3901498	3903078	Tery_2529
CP000393.1	3912586	3914037	Tery_2535
CP000393.1	3914490	3914915	Tery_2536
CP000393.1	3914905	3915333	Tery_2537
CP000393.1	3915682	3916635	Tery_2538
CP000393.1	3916659	3917072	Tery_2539
CP000393.1	3917369	3917872	Tery_2540
CP000393.1	3920671	3921306	Tery_2544
CP000393.1	3921754	3922926	Tery_2545
CP000393.1	3923071	3925230	Tery_2546
CP000393.1	3925343	3926998	Tery_2547
CP000393.1	3938984	3943945	Tery_2554
CP000393.1	3944848	3946692	Tery_2555
CP000393.1	3955556	3956104	Tery_2559
CP000393.1	3961845	3962267	Tery_2564
CP000393.1	3962267	3963112	Tery_2565
CP000393.1	3966897	3967622	Tery_2569
CP000393.1	3971608	3972288	Tery_2575
CP000393.1	3974696	3974914	Tery_2577
CP000393.1	3974960	3975346	Tery_2578
CP000393.1	3975715	3976170	Tery_2579
CP000393.1	3982914	3983996	Tery_2583
CP000393.1	3984008	3984250	Tery_2584
CP000393.1	3987412	3987930	Tery_2586
CP000393.1	3988466	3988867	Tery_2587
CP000393.1	3989526	3990599	Tery_2588
CP000393.1	3994920	3995174	Tery_2590
CP000393.1	3996352	4002789	Tery_2591
CP000393.1	4003106	4003387	Tery_2592
CP000393.1	4004575	4008168	Tery_2593
CP000393.1	4009524	4010216	Tery_2595
CP000393.1	4010534	4012861	Tery_2596
CP000393.1	4024835	4025545	Tery_2606
CP000393.1	4029617	4030210	Tery_2610
CP000393.1	4031581	4033479	Tery_2611
CP000393.1	4034054	4034458	Tery_2612
CP000393.1	4035385	4036191	Tery_2614
CP000393.1	4036500	4037714	Tery_2615
CP000393.1	4039935	4040987	Tery_2616
CP000393.1	4041422	4043224	Tery_2617
CP000393.1	4043562	4045433	Tery_2618
CP000393.1	4065176	4065517	Tery_2626
CP000393.1	4067578	4067835	Tery_2628
CP000393.1	4068935	4069144	Tery_2629
CP000393.1	4093142	4093627	Tery_2640
CP000393.1	4093688	4094305	Tery_2641
CP000393.1	4094670	4094882	Tery_2642
CP000393.1	4095672	4096883	Tery_2643
CP000393.1	4099547	4100023	Tery_2646
CP000393.1	4101233	4101694	Tery_2648
CP000393.1	4102592	4103863	Tery_2649
CP000393.1	4105693	4107018	Tery_2650
CP000393.1	4107150	4107743	Tery_2651
CP000393.1	4113226	4113612	Tery_2654
CP000393.1	4113609	4114220	Tery_2655
CP000393.1	4114448	4116106	Tery_2656
CP000393.1	4118496	4119104	Tery_2657
CP000393.1	4122022	4123299	Tery_2660
CP000393.1	4123627	4124745	Tery_2661
CP000393.1	4126186	4127463	Tery_2662
CP000393.1	4127761	4127892	Tery_2663
CP000393.1	4127918	4128370	Tery_2664
CP000393.1	4129512	4130651	Tery_2665
CP000393.1	4130682	4133192	Tery_2666
CP000393.1	4134327	4134872	Tery_2668
CP000393.1	4135837	4136874	Tery_2669
CP000393.1	4145947	4146816	Tery_2677
CP000393.1	4151287	4151547	Tery_2682
CP000393.1	4151936	4152757	Tery_2683
CP000393.1	4153087	4154067	Tery_2684
CP000393.1	4154413	4154598	Tery_2685
CP000393.1	4154773	4155258	Tery_2686
CP000393.1	4155526	4156023	Tery_2687
CP000393.1	4169525	4170607	Tery_2695
CP000393.1	4178362	4179213	Tery_2701
CP000393.1	4182225	4183586	Tery_2704
CP000393.1	4184503	4186056	Tery_2705
CP000393.1	4186226	4186903	Tery_2706
CP000393.1	4198353	4198442	Tery_R0024
CP000393.1	4201888	4202796	Tery_2712
CP000393.1	4203102	4204340	Tery_2713
CP000393.1	4204510	4205010	Tery_2714
CP000393.1	4205399	4205656	Tery_2715
CP000393.1	4205707	4206015	Tery_2716
CP000393.1	4214709	4216178	Tery_2721
CP000393.1	4220709	4221551	Tery_2724
CP000393.1	4222509	4223261	Tery_2725
CP000393.1	4224522	4225331	Tery_2726
CP000393.1	4226413	4227732	Tery_2728
CP000393.1	4236269	4236781	Tery_2732
CP000393.1	4239074	4239337	Tery_2735
CP000393.1	4239511	4239789	Tery_2736
CP000393.1	4239993	4241480	Tery_2737
CP000393.1	4241744	4242589	Tery_2738
CP000393.1	4243094	4243852	Tery_2739
CP000393.1	4245973	4247271	Tery_2741
CP000393.1	4248054	4249226	Tery_2742
CP000393.1	4257314	4258822	Tery_2749
CP000393.1	4259401	4260618	Tery_2750
CP000393.1	4261308	4262180	Tery_2751
CP000393.1	4262970	4263311	Tery_2752
CP000393.1	4263638	4263880	Tery_2753
CP000393.1	4266020	4266961	Tery_2755
CP000393.1	4267522	4268625	Tery_2756
CP000393.1	4268906	4269508	Tery_2757
CP000393.1	4270484	4270948	Tery_2758
CP000393.1	4283570	4284199	Tery_2764
CP000393.1	4301468	4303120	Tery_2773
CP000393.1	4303655	4305139	Tery_2774
CP000393.1	4306258	4306575	Tery_2776
CP000393.1	4313520	4314593	Tery_2779
CP000393.1	4318432	4319469	Tery_2784
CP000393.1	4321194	4321547	Tery_2786
CP000393.1	4322987	4323466	Tery_2787
CP000393.1	4324937	4325995	Tery_2788
CP000393.1	4334286	4334693	Tery_2795
CP000393.1	4344185	4345183	Tery_2801
CP000393.1	4356606	4358057	Tery_2808
CP000393.1	4358134	4361091	Tery_2809
CP000393.1	4361784	4363232	Tery_2810
CP000393.1	4363322	4365670	Tery_2811
CP000393.1	4365954	4366712	Tery_2812
CP000393.1	4366860	4366979	Tery_2813
CP000393.1	4367779	4374783	Tery_2814
CP000393.1	4382111	4382491	Tery_2819
CP000393.1	4392554	4393909	Tery_2827
CP000393.1	4394349	4396478	Tery_2828
CP000393.1	4396697	4398478	Tery_2829
CP000393.1	4399306	4401162	Tery_2831
CP000393.1	4402324	4402839	Tery_2832
CP000393.1	4404604	4405752	Tery_2833
CP000393.1	4406936	4408687	Tery_2836
CP000393.1	4409176	4409979	Tery_2837
CP000393.1	4412470	4413099	Tery_2839
CP000393.1	4420915	4422678	Tery_2843
CP000393.1	4427650	4427907	Tery_2846
CP000393.1	4428760	4429377	Tery_2847
CP000393.1	4429769	4430116	Tery_2848
CP000393.1	4447185	4448186	Tery_2856
CP000393.1	4468062	4468880	Tery_2864
CP000393.1	4471576	4471779	Tery_2868
CP000393.1	4471893	4472156	Tery_2869
CP000393.1	4472264	4472923	Tery_2870
CP000393.1	4473756	4474022	Tery_2871
CP000393.1	4474215	4475930	Tery_2872
CP000393.1	4479979	4483209	Tery_2877
CP000393.1	4488288	4489316	Tery_2881
CP000393.1	4489709	4490083	Tery_2882
CP000393.1	4494784	4495314	Tery_2885
CP000393.1	4495869	4496225	Tery_2886
CP000393.1	4496681	4496827	Tery_2887
CP000393.1	4498810	4500057	Tery_2889
CP000393.1	4500290	4500676	Tery_2890
CP000393.1	4503596	4503877	Tery_2896
CP000393.1	4506529	4507350	Tery_2898
CP000393.1	4511390	4512130	Tery_2902
CP000393.1	4517947	4518867	Tery_2906
CP000393.1	4519092	4519349	Tery_2907
CP000393.1	4519407	4520444	Tery_2908
CP000393.1	4520570	4521883	Tery_2909
CP000393.1	4522120	4523082	Tery_2910
CP000393.1	4523134	4523571	Tery_2911
CP000393.1	4524097	4525353	Tery_2912
CP000393.1	4526570	4526743	Tery_2913
CP000393.1	4529052	4531796	Tery_2915
CP000393.1	4532131	4532328	Tery_2916
CP000393.1	4533422	4533955	Tery_2918
CP000393.1	4534599	4535207	Tery_2919
CP000393.1	4539789	4540826	Tery_2923
CP000393.1	4545212	4546975	Tery_2926
CP000393.1	4548636	4549673	Tery_2928
CP000393.1	4557925	4558137	Tery_2934
CP000393.1	4558180	4558416	Tery_2935
CP000393.1	4558552	4558815	Tery_2936
CP000393.1	4573381	4574745	Tery_2942
CP000393.1	4575288	4575863	Tery_2943
CP000393.1	4581356	4582321	Tery_2947
CP000393.1	4583853	4584539	Tery_2949
CP000393.1	4584744	4585874	Tery_2950
CP000393.1	4587126	4587812	Tery_2952
CP000393.1	4588813	4590948	Tery_2953
CP000393.1	4597745	4598206	Tery_2960
CP000393.1	4609991	4610869	Tery_2965
CP000393.1	4636298	4637155	Tery_2980
CP000393.1	4660869	4661345	Tery_3013
CP000393.1	4661640	4662857	Tery_3014
CP000393.1	4663054	4664826	Tery_3015
CP000393.1	4667958	4668866	Tery_3017
CP000393.1	4672724	4673209	Tery_3022
CP000393.1	4673511	4674395	Tery_3023
