#chromosome	start	end	baseMean_HFe
CP000393.1	1275919	1277823	2170.51733348588
CP000393.1	5597273	5598328	57.414085385197495
CP000393.1	5181207	5183684	3254.14367719284
CP000393.1	1308378	1312364	145.34605548404699
CP000393.1	3797171	3798571	265.817919509967
CP000393.1	6929873	6930574	88.3051254868076
CP000393.1	4925465	4926214	80.581622711538
CP000393.1	7475278	7475700	3703.4424155908705
CP000393.1	4239993	4241480	1312.3310481998199
CP000393.1	3767797	3769512	46.7615292393106
CP000393.1	2978472	2978999	390.507120149963
CP000393.1	2608439	2609413	2183.39399973361
CP000393.1	1036276	1038555	228.255093520166
CP000393.1	2495998	2496975	817.448676417595
CP000393.1	1018348	1020558	45.9257494609614
CP000393.1	2954960	2955835	947.907605268214
CP000393.1	6673177	6673482	234.272636486567
CP000393.1	5488977	5491328	78.3442140068102
CP000393.1	534200	535810	45.2949870645885
CP000393.1	5782720	5783757	15.958652226036401
CP000393.1	2133698	2135026	127.562379967544
CP000393.1	163385	163648	24.451058278092102
CP000393.1	2000615	2001211	179.746045536024
CP000393.1	2465278	2466384	7388.771326251241
CP000393.1	2776526	2776834	139.64162142135598
CP000393.1	3184954	3185778	447.81667486342496
CP000393.1	4529052	4531796	473.68828275504603
CP000393.1	7247433	7248218	82.4659611733712
CP000393.1	3576309	3576746	131.058372964178
CP000393.1	2763776	2764633	257.256928395847
CP000393.1	2131087	2131248	186.883531286461
CP000393.1	7622202	7623740	294.271258826618
CP000393.1	798757	800184	533.566707654214
CP000393.1	838332	839417	54.317035470949
CP000393.1	4127918	4128370	1171.72067754298
CP000393.1	6308307	6308738	219.666612642452
CP000393.1	5610777	5611019	42.602395577963904
CP000393.1	5560800	5561702	965.264937174143
CP000393.1	5784151	5784537	276.993020317456
CP000393.1	6169488	6170168	508.85891514293803
CP000393.1	4503596	4503877	594.171044767071
CP000393.1	2270596	2270847	42.7083823841279
CP000393.1	3506525	3507313	237.22873123259998
CP000393.1	4771165	4774362	14.3192250029389
CP000393.1	3774249	3775649	106.482616137548
CP000393.1	1256445	1257632	177.97432144422902
CP000393.1	7148647	7150752	1257.2267915981402
CP000393.1	3364965	3365945	143.508582358639
CP000393.1	3497028	3497783	828.076287145656
CP000393.1	4266020	4266961	604.9411037877401
CP000393.1	6348239	6348964	905.028366310875
CP000393.1	6524284	6525108	255.517373627616
CP000393.1	7443310	7443462	25.954292624681603
CP000393.1	6477506	6478018	434.84988454077904
CP000393.1	456754	457272	26.433315097101303
CP000393.1	1381500	1382981	89.60894052839791
CP000393.1	3923071	3925230	249.827463616807
CP000393.1	5811234	5812115	92.2235420912447
CP000393.1	719131	720036	867.0341015152941
CP000393.1	4301468	4303120	255.274268930435
CP000393.1	6207070	6208071	274.38904679868097
CP000393.1	4145947	4146816	17.9723318064137
CP000393.1	3377752	3378537	216.42488350698997
CP000393.1	3438446	3438727	19.472140274021303
CP000393.1	6379583	6380458	5384.93198808059
CP000393.1	1035817	1036140	98.2505116600082
CP000393.1	3002740	3003018	10.7043927187959
CP000393.1	3651037	3653145	958.876665704331
CP000393.1	135778	138564	520.58437029029
CP000393.1	307162	308481	1123.23580440717
CP000393.1	778406	778600	389.466159786639
CP000393.1	1133346	1134239	244.300206765372
CP000393.1	2648914	2649309	2382.01946048986
CP000393.1	6843590	6844792	34.005323883156
CP000393.1	7494227	7495207	168.306224778103
CP000393.1	622277	623410	692.935218588906
CP000393.1	1030880	1031239	1234.1047679461801
CP000393.1	2284654	2284980	326.645724563122
CP000393.1	6057969	6059126	74.0883416893485
CP000393.1	1827259	1827642	2714.35418077147
CP000393.1	6751330	6751620	13.1495351122492
CP000393.1	116114	116977	44.1559886223858
CP000393.1	4995185	4996342	151.521563291872
CP000393.1	1117041	1118570	1501.90542314346
CP000393.1	4428760	4429377	38.8557518032661
CP000393.1	4154413	4154598	280.474787430057
CP000393.1	1207636	1208475	38.7277318481336
CP000393.1	3470115	3470741	16.925392460357198
CP000393.1	2827951	2828604	103.20350050729999
CP000393.1	2149880	2150767	61.189942733305394
CP000393.1	240062	241228	848.146350170697
CP000393.1	3153509	3154303	723.1033849648869
CP000393.1	2309270	2309782	3913.81063030594
CP000393.1	2888237	2896291	385.89790115624
CP000393.1	5134666	5136087	79.8374319005068
CP000393.1	870049	871497	73.17100464588891
CP000393.1	2361896	2362381	8.424917959313639
CP000393.1	3989526	3990599	539.467648753047
CP000393.1	4396697	4398478	69.9175722376814
CP000393.1	7728422	7730791	3957.23861722371
CP000393.1	4101233	4101694	39.3811172440056
CP000393.1	1883036	1883473	19.1339532481155
CP000393.1	679909	680187	31.075523950343104
CP000393.1	3226722	3228179	2742.9981918705303
CP000393.1	7657453	7659282	541.121639284636
CP000393.1	2353916	2359255	280.248990580099
CP000393.1	4313520	4314593	99.81718137986441
CP000393.1	2670850	2671974	404.238462855904
CP000393.1	1079303	1082704	125.48121229442499
CP000393.1	2621232	2622833	338.07221395288997
CP000393.1	2728673	2730601	231.93998874145
CP000393.1	5937958	5938557	133.760249590815
CP000393.1	4118496	4119104	1135.7436879010902
CP000393.1	6982398	6983411	225.108520693354
CP000393.1	5272323	5272484	52.6223457959604
CP000393.1	5672396	5674945	1242.72060587078
CP000393.1	6011216	6011569	904.8081915451891
CP000393.1	825705	825887	16.933460909345
CP000393.1	2826622	2827839	184.54169638238602
CP000393.1	3962267	3963112	454.66501761371103
CP000393.1	881101	882081	68.17911443877149
CP000393.1	6910533	6911999	2353.6517464071103
CP000393.1	500956	501675	50.56733147370979
CP000393.1	4029617	4030210	121.254329356283
CP000393.1	1404361	1404582	80.6223306129179
CP000393.1	1930019	1930708	1635.6360283009801
CP000393.1	5093799	5094323	600.0630076517209
CP000393.1	197814	198488	57.1877814164484
CP000393.1	5307429	5308349	131.998333007137
CP000393.1	6815319	6816425	269.97153782607603
CP000393.1	525128	532096	481.283854798256
CP000393.1	3043880	3046588	7560.414505605319
CP000393.1	4545212	4546975	410.914340714012
CP000393.1	5108871	5109995	89.92878146837
CP000393.1	5426489	5426722	325.616332501526
CP000393.1	4153087	4154067	1014.36238981105
CP000393.1	4479979	4483209	292.47897946093104
CP000393.1	4694429	4696336	1175.5807954802801
CP000393.1	6016372	6016554	122.694091339643
CP000393.1	3920671	3921306	42.5135011767468
CP000393.1	3195835	3196662	45.2458450577802
CP000393.1	7211884	7212291	333.922850809698
CP000393.1	1124315	1124830	365.82874366554
CP000393.1	4609991	4610869	104.579341739251
CP000393.1	7630504	7631664	455.90292041869003
CP000393.1	7676243	7680283	2499.2137954515197
CP000393.1	1039586	1040161	331.299538708055
CP000393.1	71367	72836	129.27087763084802
CP000393.1	7492398	7493225	443.42544545472504
CP000393.1	1430592	1431749	351.683568162723
CP000393.1	889556	890587	197.397543905531
CP000393.1	4130682	4133192	311.05687581982005
CP000393.1	7724989	7725564	392.525218106257
CP000393.1	5421774	5422025	25.259833670989103
CP000393.1	6513286	6513720	153.273724606709
CP000393.1	125895	127244	349.076012059468
CP000393.1	3028864	3029559	477.927556797517
CP000393.1	3624340	3625269	69.4062759693102
CP000393.1	4489709	4490083	107.667957548071
CP000393.1	492550	493929	99.25183935062608
CP000393.1	5257225	5257983	160.233317082325
CP000393.1	5148724	5149209	747.875448640865
CP000393.1	6040280	6040519	323.711147089286
CP000393.1	3324038	3324283	42.0771346096121
CP000393.1	3581233	3581475	3449.99083652028
CP000393.1	325107	326174	216.10563241754798
CP000393.1	3577180	3578250	284.279007316992
CP000393.1	3665247	3666287	453.05696967068496
CP000393.1	4584744	4585874	138.591883036811
CP000393.1	606874	607626	111.41069006564399
CP000393.1	5655409	5658126	51.2191345221172
CP000393.1	6669633	6669944	1571.22989170057
CP000393.1	4363322	4365670	47.1215927025198
CP000393.1	1213870	1214370	195.80484055650902
CP000393.1	3260681	3262474	145.339062263732
CP000393.1	3685282	3686040	153.265656157722
CP000393.1	4522120	4523082	135.468418587641
CP000393.1	1833837	1834673	355.681848721084
CP000393.1	810031	810729	96.28840746848721
CP000393.1	930908	931135	84.4133693520305
CP000393.1	5214314	5215996	525.347590629035
CP000393.1	4123627	4124745	257.317930387066
CP000393.1	721508	723409	154.085440500446
CP000393.1	1410906	1411763	395.362467073447
CP000393.1	1676566	1678770	165.203174140474
CP000393.1	1914921	1915883	649.72166038149
CP000393.1	2792815	2794788	960.5044853690899
CP000393.1	6695990	6697543	42.6866104192122
CP000393.1	197382	197672	30.809728771238102
CP000393.1	2405638	2406150	502.924729491868
CP000393.1	4267522	4268625	255.658940387011
CP000393.1	7387430	7387711	15.7994706935888
CP000393.1	5402954	5403967	1611.93502658629
CP000393.1	4224522	4225331	50.3198823805385
CP000393.1	6653983	6655119	310.212452991267
CP000393.1	6304293	6304394	16.8383415906575
CP000393.1	5591170	5591316	111.518640125027
CP000393.1	7537610	7538287	129.58023198909902
CP000393.1	581688	583043	254.452035956348
CP000393.1	788524	789246	297.80957906206004
CP000393.1	127898	128116	21.899302237981402
CP000393.1	7543284	7544237	80.9957319356143
CP000393.1	1441709	1442476	21.2082691632709
CP000393.1	5409861	5410586	358.746661829344
CP000393.1	3522037	3522942	57.1364302216821
CP000393.1	415937	417622	3456.35686590868
CP000393.1	4698377	4698835	65.7492579087106
CP000393.1	5662843	5664108	571.288349520021
CP000393.1	281404	284049	1008.1746781030301
CP000393.1	1838475	1839092	62.5632091208574
CP000393.1	5586330	5587103	841.154960519292
CP000393.1	4321194	4321547	406.92850999675903
CP000393.1	2262896	2263339	248.65496819629502
CP000393.1	494912	495502	56.6701187682561
CP000393.1	3348503	3349204	153.963540990396
CP000393.1	2724804	2725916	46.8507892969683
CP000393.1	6983421	6984437	212.433485205221
CP000393.1	2442907	2445636	203.04944707239497
CP000393.1	1808387	1809424	572.4693922763299
CP000393.1	4713252	4713545	4061.9005914752397
CP000393.1	4883740	4883856	3337.3846688571803
CP000393.1	2452863	2453960	432.71227471470803
CP000393.1	7417678	7418049	74.3084207406271
CP000393.1	4471893	4472156	774.4704003931099
CP000393.1	515297	516334	25.975437749103797
CP000393.1	1688760	1690061	36.430537843211106
CP000393.1	5611032	5611151	31.3006112280682
CP000393.1	993008	994957	214.738382002691
CP000393.1	5269160	5272141	2360.32187792595
CP000393.1	324132	325088	410.40066979420504
CP000393.1	1930923	1931513	2328.4964651423397
CP000393.1	5038438	5039751	1954.32706831903
CP000393.1	5372195	5374717	317.316657199505
CP000393.1	7633432	7634532	51.4722186822285
CP000393.1	975384	975956	16.2185881441115
CP000393.1	2566422	2567252	867.680073534654
CP000393.1	4831666	4832373	1699.55850635647
CP000393.1	4151936	4152757	207.244384881063
CP000393.1	1432961	1434688	208.026238620247
CP000393.1	2775870	2776505	84.11368103954659
CP000393.1	3584216	3585082	448.550714250547
CP000393.1	724335	725195	436.50085833112394
CP000393.1	6752481	6753428	621.488049708991
CP000393.1	7132648	7133148	464.1891903788
CP000393.1	833050	833985	11.4821110067656
CP000393.1	4548636	4549673	440.64748991825303
CP000393.1	3865117	3866100	269.644882118103
CP000393.1	3357736	3358503	54.94437198834001
CP000393.1	5367357	5372069	891.7644015290531
CP000393.1	6574337	6575470	15.9667206750243
CP000393.1	1408255	1408719	140.637089850944
CP000393.1	6390182	6391003	2511.57834908261
CP000393.1	7683000	7683551	736.910523655962
CP000393.1	5641369	5645715	50.2868772717059
CP000393.1	39907	40488	35.3801726181726
CP000393.1	1355187	1355828	22.322330945628902
CP000393.1	6673602	6673958	1021.4060404224199
CP000393.1	927461	929014	198.73389392712602
CP000393.1	1412227	1412706	7431.715857120699
CP000393.1	5118461	5120449	49.596209853436
CP000393.1	5238089	5239618	596.063906557406
CP000393.1	3381769	3382164	81.05320357546341
CP000393.1	6426812	6426883	269.13172057139803
CP000393.1	4575288	4575863	1348.87394797466
CP000393.1	1214728	1215552	501.91522887987503
CP000393.1	3464417	3465613	109.56547715772601
CP000393.1	4474215	4475930	1296.0302279355199
CP000393.1	2507251	2507844	237.49463088409198
CP000393.1	5842271	5844271	119.093328227868
CP000393.1	5415475	5415924	167.409562730237
CP000393.1	284158	284673	121.35715146751801
CP000393.1	4226413	4227732	1818.8082193387802
CP000393.1	1216100	1217077	610.4970888344429
CP000393.1	3579255	3580409	748.357918726748
CP000393.1	4865769	4866434	250.229325459384
CP000393.1	5825984	5826412	15086.8086511407
CP000393.1	4749656	4750912	4237.72401973367
CP000393.1	6125183	6126112	99.7512756345869
CP000393.1	4178362	4179213	573.343864469729
CP000393.1	4917942	4919216	77.4807812618671
CP000393.1	1749582	1749935	64.4516677845907
CP000393.1	6452079	6453833	438.956711500389
CP000393.1	6405667	6407919	110.50580285712499
CP000393.1	1925413	1926099	31.4991794984841
CP000393.1	2420398	2421585	31.3478052309714
CP000393.1	315196	317253	192.669015495471
CP000393.1	1147651	1148427	125.124574710197
CP000393.1	1789134	1789367	11.2884464904085
CP000393.1	677883	678125	18.7466242154014
CP000393.1	2306692	2308485	1067.22415324116
CP000393.1	4679856	4681199	889.357668625948
CP000393.1	1747476	1748141	80.8043963289174
CP000393.1	5154768	5158232	22.4438647992381
CP000393.1	6145073	6145336	410.17002142946603
CP000393.1	4905458	4906150	179.12604615473998
CP000393.1	5764286	5766127	6884.70752828416
CP000393.1	5210555	5213176	4598.24839109187
CP000393.1	3317630	3318853	67.8190509755624
CP000393.1	1096877	1097611	158.948579439549
CP000393.1	3385930	3391242	1158.34008915294
CP000393.1	7420788	7421825	104.991122053667
CP000393.1	1498060	1499565	292.883191953817
CP000393.1	5103723	5104544	60.487049674184505
CP000393.1	5715997	5716530	787.96740766511
CP000393.1	1482519	1483148	209.818659448285
CP000393.1	1584567	1584785	660.086231493805
CP000393.1	7488488	7488775	525.612288838818
CP000393.1	2966151	2966789	23.353133393709804
CP000393.1	5404565	5404699	1405.0267979954801
CP000393.1	3025997	3026461	619.209650178182
CP000393.1	279451	280641	135.344936730127
CP000393.1	5791529	5791933	17.3207899420591
CP000393.1	383619	384155	53.0810741785413
CP000393.1	7338710	7339261	590.970785338331
CP000393.1	1271553	1272392	115.70970366653299
CP000393.1	7626517	7630248	153.787214813724
CP000393.1	1448619	1448921	710.184267531953
CP000393.1	1922203	1922877	191.83752788000197
CP000393.1	3327935	3328837	121.18588575657
CP000393.1	3994920	3995174	11.9055053708536
CP000393.1	647650	648378	64.2989723536664
CP000393.1	7397424	7397681	26.998171748196803
CP000393.1	7031877	7032635	1005.5684606791499
CP000393.1	7547130	7548305	222.425214346742
CP000393.1	4782899	4783945	551.390248795494
CP000393.1	4214709	4216178	220.61316325932202
CP000393.1	238306	239277	788.459626534666
CP000393.1	1728100	1729266	111.183759256401
CP000393.1	4245973	4247271	2931.5321615842304
CP000393.1	3251479	3251907	98.34331731835009
CP000393.1	6318151	6318486	554.2517313416299
CP000393.1	4792607	4793767	400.812160648636
CP000393.1	4367779	4374783	1048.8991625900699
CP000393.1	5352107	5352814	46.929771717680104
CP000393.1	6883492	6885699	515.34690501398
CP000393.1	520009	522129	1352.6064898178802
CP000393.1	1218825	1219193	31.403798995743603
CP000393.1	5568997	5569824	700.6234243356461
CP000393.1	4888424	4888987	100.668978334487
CP000393.1	7062580	7063164	470.029556133946
CP000393.1	3196755	3198029	33.6502686463934
CP000393.1	2936256	2937893	64.5010709754519
CP000393.1	4399306	4401162	132.510867707181
CP000393.1	4787592	4788803	1146.90888321941
CP000393.1	6142870	6143571	4934.14981196615
CP000393.1	6947456	6947698	185.835980349226
CP000393.1	4356606	4358057	27.0652941844982
CP000393.1	696402	696863	91.2959274108393
CP000393.1	3703342	3704421	207.261858191765
CP000393.1	4702432	4703958	31.9559446278453
CP000393.1	7037993	7039072	35.5458402521435
CP000393.1	2551876	2552943	243.046750421614
CP000393.1	6861868	6862968	99.16320613346191
CP000393.1	55816	56544	1585.94573510709
CP000393.1	4114448	4116106	770.975654579961
CP000393.1	5614688	5614786	8.91886063868512
CP000393.1	816445	817824	20127.1397192131
CP000393.1	1184631	1185065	819.2152573119271
CP000393.1	10371	10973	548.5735920921579
CP000393.1	784902	785930	1903.37767949592
CP000393.1	6441892	6443136	858.9300452248689
CP000393.1	4010534	4012861	180.96013039112802
CP000393.1	2960960	2961700	251.526900334189
CP000393.1	3982914	3983996	281.293355081757
CP000393.1	1203288	1204619	101.257935860158
CP000393.1	2856595	2857356	31.7792680440474
CP000393.1	6536914	6539223	122.432938730544
CP000393.1	7607098	7609413	201.321595576908
CP000393.1	700843	702060	528.272345345438
CP000393.1	3212172	3213308	63.334075650863106
CP000393.1	1667703	1670750	363.85800291514903
CP000393.1	6231721	6232740	7063.212580590309
CP000393.1	2071942	2072889	491.27512256892896
CP000393.1	2676199	2676519	77.8215431321715
CP000393.1	5301467	5304766	255.78242224452498
CP000393.1	1655922	1656212	18.1774906507406
CP000393.1	4519407	4520444	58.921962301792895
CP000393.1	373560	375467	1554.9050010603198
CP000393.1	976490	977383	86.33631099967329
CP000393.1	1911568	1913487	8875.58424200801
CP000393.1	2727396	2728643	132.31474806812702
CP000393.1	6412451	6415675	487.390673071629
CP000393.1	934521	935816	394.258369504704
CP000393.1	1511514	1513337	197.70286728495498
CP000393.1	2286427	2286921	166.263331624315
CP000393.1	4366860	4366979	14.2440341176495
CP000393.1	4557925	4558137	56.7448242754026
CP000393.1	7230886	7231026	100.478635224724
CP000393.1	5716569	5716757	1118.49338754987
CP000393.1	5483724	5484596	201.676263416582
CP000393.1	4791695	4792447	1762.0906301280802
CP000393.1	1869679	1870758	543.6990785467871
CP000393.1	5991252	5991998	1041.5655049613001
CP000393.1	6204670	6206682	1432.21465550815
CP000393.1	6247182	6248372	351.005685743373
CP000393.1	7362415	7364067	174.53091158269902
CP000393.1	4494784	4495314	221.19926950722697
CP000393.1	891343	901950	682.923454274953
CP000393.1	702713	703441	552.6021157046599
CP000393.1	6220253	6220510	26.6001994220962
CP000393.1	1602686	1603732	1453.6760958003
CP000393.1	1701534	1703168	664.057956054894
CP000393.1	6037303	6038010	140.810841183218
CP000393.1	5365210	5365992	349.626037726685
CP000393.1	354244	356607	192.669276679524
CP000393.1	401698	402621	944.048083678945
CP000393.1	1034058	1035113	638.5597929611
CP000393.1	3644581	3646008	632.381627577137
CP000393.1	5252486	5253415	687.476239873705
CP000393.1	564791	565687	465.58189982160695
CP000393.1	3320294	3320944	1511.03224394394
CP000393.1	4003106	4003387	122.462763895133
CP000393.1	5001755	5004514	355.725906261041
CP000393.1	5136706	5139645	296.58741050865297
CP000393.1	7072002	7073312	347.534033064718
CP000393.1	5068307	5070214	1503.3014192818803
CP000393.1	6656389	6657726	975.596496673958
CP000393.1	2174746	2175996	69.2990354821594
CP000393.1	6579712	6581169	152.762323865951
CP000393.1	5280817	5281719	52.10162292522679
CP000393.1	1826159	1827190	2568.0517236749697
CP000393.1	1568627	1569361	287.137460139216
CP000393.1	1287239	1289170	311.670770005336
CP000393.1	1435221	1435445	15.2909734637061
CP000393.1	6577622	6579505	94.09881960715599
CP000393.1	6053570	6053881	715.31750679571
CP000393.1	6478320	6479099	326.091010577955
CP000393.1	3572228	3574060	324.75892222061196
CP000393.1	7209995	7211125	397.994772632419
CP000393.1	298526	300574	211.572873239415
CP000393.1	5818499	5819272	620.512792637503
CP000393.1	4035385	4036191	327.456088794817
CP000393.1	6848691	6849113	287.508062423423
CP000393.1	6391780	6392094	11734.805007676101
CP000393.1	6111405	6113033	1080.9105328728099
CP000393.1	7641590	7642537	14.307730674969001
CP000393.1	1723362	1724966	285.06900348509
CP000393.1	3974696	3974914	526.780942751277
CP000393.1	3873909	3874835	148.15871819851802
CP000393.1	3114067	3115233	299.800374458885
CP000393.1	6805225	6808089	120.441031115082
CP000393.1	3614311	3615111	1423.1953146629
CP000393.1	783486	784217	2693.52301101239
CP000393.1	6458807	6460912	208.131291660088
CP000393.1	1069580	1069819	49.1693896103659
CP000393.1	3258626	3259342	312.889340718781
CP000393.1	5045953	5046927	185.628977973382
CP000393.1	6779582	6780403	1421.65049314836
CP000393.1	1955383	1955784	16.9173240113693
CP000393.1	7005578	7005775	1703.97231527721
CP000393.1	652887	654566	1316.0966931267599
CP000393.1	1041012	1041449	122.1294958726
CP000393.1	4788951	4789370	151.89508433627
CP000393.1	5350976	5351644	23.067409781206496
CP000393.1	6009686	6009883	106.29201184373301
CP000393.1	7033113	7036100	158.564780758205
CP000393.1	6583705	6584580	59.3410797523157
CP000393.1	620588	621844	4951.82736347583
CP000393.1	2664454	2665182	2311.2289004190197
CP000393.1	4392554	4393909	22.089175218916
CP000393.1	6435652	6436602	2480.3587185850697
CP000393.1	597558	598646	110.26822875449601
CP000393.1	5474963	5475748	60.5234806619991
CP000393.1	4533422	4533955	913.648241717975
CP000393.1	4830526	4831443	2572.48733280494
CP000393.1	1238060	1239115	802.107483445593
CP000393.1	2578065	2578424	9.870680666054119
CP000393.1	3885105	3885875	143.31968013398998
CP000393.1	443535	444284	70.72928813141759
CP000393.1	2327021	2328724	1052.47924195444
CP000393.1	7344438	7346654	228.03416343430402
CP000393.1	7357523	7359022	168.615563887039
CP000393.1	6008576	6009457	619.455695376203
CP000393.1	6858460	6859245	330.164466772292
CP000393.1	1536955	1538265	16.854844145073802
CP000393.1	834224	838024	73.5904877528523
CP000393.1	1793933	1795171	1089.4825656958599
CP000393.1	5418121	5419038	40.8035256383659
CP000393.1	1126451	1126627	49.530304108158504
CP000393.1	3568160	3568531	25.985349729609105
CP000393.1	1206998	1207636	48.246783156407005
CP000393.1	2923192	2926284	69.511307268503
CP000393.1	497092	497943	33.1206262920885
CP000393.1	5707847	5709430	86.88087356092991
CP000393.1	6931402	6932475	1929.90047885093
CP000393.1	3333958	3334386	11.0798617670997
CP000393.1	1997564	1998322	78.5402074328275
CP000393.1	3447874	3449256	91.4563256343108
CP000393.1	7217034	7218083	280.284951439086
CP000393.1	6874976	6878719	401.48110833510003
CP000393.1	6076051	6078795	271.920184436407
CP000393.1	3988466	3988867	65.5345679896336
CP000393.1	4004575	4008168	446.41742707981695
CP000393.1	222270	224264	1180.65515920904
CP000393.1	7329873	7332980	130.12735414544
CP000393.1	3735023	3736231	120.395053803203
CP000393.1	3253560	3253838	23.272934281974003
CP000393.1	5450918	5451994	1376.3503803960998
CP000393.1	5145169	5145780	804.250021039186
CP000393.1	4517947	4518867	79.140868231244
CP000393.1	7592455	7593471	27.678561529520803
CP000393.1	2133018	2133284	21.764691708938
CP000393.1	6990560	6991048	16.8909094764477
CP000393.1	7550127	7551692	819.163703663719
CP000393.1	459720	460340	196.394492405098
CP000393.1	4873372	4874109	617.866037000407
CP000393.1	5404712	5404837	2744.70278280383
CP000393.1	7135900	7136181	151.23657099225
CP000393.1	6495672	6496643	11.7118408544966
CP000393.1	1261083	1261331	35.0978748846513
CP000393.1	1771236	1772108	19.5017195038719
CP000393.1	6299635	6300399	1076.89129666696
CP000393.1	460361	460780	1629.1309155325303
CP000393.1	3214273	3216798	66.84645148021171
CP000393.1	1055790	1058525	688.014936682598
CP000393.1	5193904	5195148	2278.23897762971
CP000393.1	6141901	6142839	761.774198033739
CP000393.1	7230136	7230768	920.604998171306
CP000393.1	4882297	4883631	1286.0673379591499
CP000393.1	3008623	3010032	90.4970639984474
CP000393.1	2182028	2182204	32.718011395981996
CP000393.1	4704795	4706996	212.55976610122397
CP000393.1	7048898	7049746	75.0666959733413
CP000393.1	5503569	5503916	14.0270152889123
CP000393.1	4102592	4103863	105.041861657254
CP000393.1	5251339	5252268	902.6651033576759
CP000393.1	6661038	6661244	44.348436447718896
CP000393.1	5848354	5849331	517.410845311136
CP000393.1	3442819	3445560	6164.2159026277695
CP000393.1	5617272	5617796	1282.9505010800199
CP000393.1	6625846	6625968	3474.12862268549
CP000393.1	7082009	7082875	363.585073053379
CP000393.1	2624876	2625889	948.2203397636699
CP000393.1	786994	787938	700.2069122281509
CP000393.1	6555370	6556761	220.335612568194
CP000393.1	2434413	2436308	45.696870647813796
CP000393.1	1690505	1691377	163.451049815599
CP000393.1	2970430	2970837	47.7205666810841
CP000393.1	1454098	1454445	1039.35912286904
CP000393.1	5717512	5719536	2102.37604516592
CP000393.1	495589	496197	61.058392426803294
CP000393.1	6046275	6046613	5167.78474054818
CP000393.1	2430333	2432159	113.989084834766
CP000393.1	2773777	2774766	471.66227306142997
CP000393.1	3744874	3745344	704.413202902438
CP000393.1	4920861	4922648	23.3446992882813
CP000393.1	3605134	3605445	1152.0707789651499
CP000393.1	1763965	1764252	1070.31654110524
CP000393.1	3523142	3524452	1350.97709430316
CP000393.1	4239074	4239337	246.42632226347303
CP000393.1	1406490	1407422	494.938006381892
CP000393.1	2448737	2449576	359.684382185716
CP000393.1	5458122	5458682	1821.83048750547
CP000393.1	2830241	2830828	214.474325882716
CP000393.1	4203102	4204340	640.663128748037
CP000393.1	5771232	5771591	87.47984753949422
CP000393.1	3514663	3515331	119.561117556371
CP000393.1	4519092	4519349	17.3913382573425
CP000393.1	2360072	2361457	209.08580625355802
CP000393.1	4122022	4123299	2911.6552689394202
CP000393.1	5595812	5597071	58.6785289381341
CP000393.1	4427650	4427907	36.765298990134895
CP000393.1	7339881	7340444	353.496089385139
CP000393.1	1183022	1183411	2319.5873227887
CP000393.1	7485702	7486523	166.876860153391
CP000393.1	5669363	5670295	29.415317259263897
CP000393.1	5363121	5364986	93.5346942689417
CP000393.1	2461565	2463970	2156.723019038
CP000393.1	2429001	2430038	1055.52446631424
CP000393.1	6307537	6308007	564.766579745969
CP000393.1	1209008	1209706	23.5349379256564
CP000393.1	6581856	6582941	37.2527555679831
CP000393.1	5259071	5260216	347.37394825841005
CP000393.1	2469851	2470195	427.614375960778
CP000393.1	7290402	7300685	1132.6651385116302
CP000393.1	7347148	7349388	292.743453476624
CP000393.1	7574767	7575161	393575.521179669
CP000393.1	1002049	1004481	522.7683078353659
CP000393.1	3788235	3788861	624.25433246518
CP000393.1	6519947	6520402	30.153544336877605
CP000393.1	33065	35353	2587.67656361077
CP000393.1	202233	202853	951.02676880269
CP000393.1	1624555	1625238	1313.24618903182
CP000393.1	1314887	1316677	458.19538263053397
CP000393.1	3419070	3420668	627.815893782634
CP000393.1	4498810	4500057	182.60699922272
CP000393.1	4239511	4239789	497.769798734456
CP000393.1	4126186	4127463	319.007712050736
CP000393.1	3660872	3662839	943.644909430937
CP000393.1	2405021	2405527	535.695861634208
CP000393.1	2721858	2724755	316.407649789086
CP000393.1	3280402	3281733	299.336078491789
CP000393.1	3771486	3772319	104.59547863722601
CP000393.1	3876821	3878002	574.160431878247
CP000393.1	6408063	6409385	297.36097160476004
CP000393.1	3128345	3128986	54.153211368495505
CP000393.1	5752994	5753275	88.3683366659843
CP000393.1	6421393	6422166	181.247294888745
CP000393.1	884921	886705	33.200825403824304
CP000393.1	6275782	6276228	231.67751496893902
CP000393.1	4994117	4994503	97.6443202670395
CP000393.1	984446	985642	292.182769266707
CP000393.1	2870936	2872063	71.8610691592159
CP000393.1	3273185	3273610	252.520675452591
CP000393.1	3345065	3345178	2267.1170150845396
CP000393.1	5555019	5556713	298.586916444275
CP000393.1	2688586	2689356	372.275927654148
CP000393.1	5706775	5707839	21.6707890812744
CP000393.1	4204510	4205010	34.223193746476696
CP000393.1	5628467	5630566	140.989204586868
CP000393.1	2436827	2439940	49.9486902458001
CP000393.1	5484593	5487043	257.954290860416
CP000393.1	4099547	4100023	39.5594958969703
CP000393.1	4524097	4525353	50.660868444932795
CP000393.1	2353054	2353818	62.0904115659081
CP000393.1	4043562	4045433	1440.2054138278102
CP000393.1	1797129	1797368	108.63321990731501
CP000393.1	5099412	5099816	22.779357259043103
CP000393.1	6781672	6783426	318.148802154096
CP000393.1	4691229	4692008	565.585617526497
CP000393.1	877194	878096	597.046119859246
CP000393.1	4361784	4363232	84.9664704911033
CP000393.1	2846024	2847016	233.31812189309798
