#chromosome	start	end	padj
CP000393.1	5732789	5733697	0.252200355118554
CP000393.1	3401988	3402638	0.253691102603991
CP000393.1	4558180	4558416	0.254998777080006
CP000393.1	2450017	2451279	0.25671237505510996
CP000393.1	3974960	3975346	0.25776006986677497
CP000393.1	40836	41411	0.258357790378793
CP000393.1	6271110	6273488	0.25917577594290697
CP000393.1	6286709	6288205	0.25917577594290697
CP000393.1	5805541	5806308	0.259888292035889
CP000393.1	6787978	6788220	0.261198262414059
CP000393.1	1030632	1030886	0.26182404178565194
CP000393.1	3148004	3148585	0.262960106151438
CP000393.1	556288	561606	0.266322884649864
CP000393.1	6332733	6333494	0.26647856064838
CP000393.1	1764326	1765177	0.26719699021496696
CP000393.1	4404604	4405752	0.26719699021496696
CP000393.1	4699161	4699859	0.26719699021496696
CP000393.1	5247102	5249225	0.26719699021496696
CP000393.1	7206543	7207583	0.26802405944101504
CP000393.1	1009357	1010580	0.268358568919842
CP000393.1	6157059	6157784	0.268742894024693
CP000393.1	3132658	3133047	0.26941496337701504
CP000393.1	6811774	6814512	0.269564992345755
CP000393.1	1020821	1027000	0.269607679651224
CP000393.1	5018841	5019143	0.269607679651224
CP000393.1	5463130	5463906	0.26989530619429103
CP000393.1	3328892	3330991	0.27142609910207605
CP000393.1	3507804	3511928	0.27142609910207605
CP000393.1	4394349	4396478	0.271721376435341
CP000393.1	480768	481508	0.271979804507499
CP000393.1	6278855	6279109	0.273192515610135
CP000393.1	1073905	1074138	0.274407733721766
CP000393.1	7542265	7542885	0.274432765395001
CP000393.1	6440262	6440552	0.274821731656914
CP000393.1	3663405	3664739	0.27598881296761896
CP000393.1	4262970	4263311	0.27598881296761896
CP000393.1	3052338	3052799	0.27648126968372305
CP000393.1	6867812	6868915	0.276594160904306
CP000393.1	1275919	1277823	0.277173179695994
CP000393.1	5597273	5598328	0.279467955069658
CP000393.1	5181207	5183684	0.28133664808764897
CP000393.1	1308378	1312364	0.281845297059706
CP000393.1	3797171	3798571	0.281845297059706
CP000393.1	6929873	6930574	0.281845297059706
CP000393.1	4925465	4926214	0.284662464644518
CP000393.1	7475278	7475700	0.285203817611884
CP000393.1	4239993	4241480	0.2857003036823039
CP000393.1	3767797	3769512	0.28586609879643204
CP000393.1	2978472	2978999	0.28727061884173105
CP000393.1	2608439	2609413	0.28741069929998103
CP000393.1	1036276	1038555	0.288464236248963
CP000393.1	2495998	2496975	0.289370154295308
CP000393.1	1018348	1020558	0.289628968689303
CP000393.1	2954960	2955835	0.28991576893087895
CP000393.1	6673177	6673482	0.290735247138795
CP000393.1	5488977	5491328	0.291032211875115
CP000393.1	534200	535810	0.29155516664181297
CP000393.1	5782720	5783757	0.29235641522725103
CP000393.1	2133698	2135026	0.292670131813539
CP000393.1	163385	163648	0.293846437224175
CP000393.1	2000615	2001211	0.294062059839633
CP000393.1	2465278	2466384	0.294062059839633
CP000393.1	2776526	2776834	0.294062059839633
CP000393.1	3184954	3185778	0.294062059839633
CP000393.1	4529052	4531796	0.294062059839633
CP000393.1	7247433	7248218	0.294062059839633
CP000393.1	3576309	3576746	0.29446394017809996
CP000393.1	2763776	2764633	0.29526959296718797
CP000393.1	2131087	2131248	0.295803635364305
CP000393.1	7622202	7623740	0.295803635364305
CP000393.1	798757	800184	0.296531714041662
CP000393.1	838332	839417	0.296556346420633
CP000393.1	4127918	4128370	0.296568191877746
CP000393.1	6308307	6308738	0.296568191877746
CP000393.1	5610777	5611019	0.298435498046245
CP000393.1	5560800	5561702	0.300085470654619
CP000393.1	5784151	5784537	0.30008583990226195
CP000393.1	6169488	6170168	0.300757656466908
CP000393.1	4503596	4503877	0.30103298132942696
CP000393.1	2270596	2270847	0.301428587825174
CP000393.1	3506525	3507313	0.301428587825174
CP000393.1	4771165	4774362	0.301428587825174
CP000393.1	3774249	3775649	0.302088455467818
CP000393.1	1256445	1257632	0.302918245875502
CP000393.1	7148647	7150752	0.302918245875502
CP000393.1	3364965	3365945	0.302991535651543
CP000393.1	3497028	3497783	0.302991535651543
CP000393.1	4266020	4266961	0.302991535651543
CP000393.1	6348239	6348964	0.302991535651543
CP000393.1	6524284	6525108	0.302991535651543
CP000393.1	7443310	7443462	0.30302554797658
CP000393.1	6477506	6478018	0.30319051044390005
CP000393.1	456754	457272	0.30539028044017896
CP000393.1	1381500	1382981	0.30539028044017896
CP000393.1	3923071	3925230	0.30539028044017896
CP000393.1	5811234	5812115	0.30606122290980997
CP000393.1	719131	720036	0.309088438900959
CP000393.1	4301468	4303120	0.309753548587629
CP000393.1	6207070	6208071	0.31037817164490195
CP000393.1	4145947	4146816	0.31103878670979196
CP000393.1	3377752	3378537	0.314443913611049
CP000393.1	3438446	3438727	0.314443913611049
CP000393.1	6379583	6380458	0.315536018521589
CP000393.1	1035817	1036140	0.31570437846203997
CP000393.1	3002740	3003018	0.31570437846203997
CP000393.1	3651037	3653145	0.317020789737289
CP000393.1	135778	138564	0.31779612977912397
CP000393.1	307162	308481	0.318895776049719
CP000393.1	778406	778600	0.318895776049719
CP000393.1	1133346	1134239	0.319171102573692
CP000393.1	2648914	2649309	0.319396840951189
CP000393.1	6843590	6844792	0.319396840951189
CP000393.1	7494227	7495207	0.319396840951189
CP000393.1	622277	623410	0.319782288400877
CP000393.1	1030880	1031239	0.320005323794953
CP000393.1	2284654	2284980	0.320487540923317
CP000393.1	6057969	6059126	0.320991047315316
CP000393.1	1827259	1827642	0.321000978941951
CP000393.1	6751330	6751620	0.322170358131932
CP000393.1	116114	116977	0.322219831807554
CP000393.1	4995185	4996342	0.325043633344753
CP000393.1	1117041	1118570	0.32538182743177896
CP000393.1	4428760	4429377	0.325971248429611
CP000393.1	4154413	4154598	0.327583118379062
CP000393.1	1207636	1208475	0.32776287795340997
CP000393.1	3470115	3470741	0.328724706927967
CP000393.1	2827951	2828604	0.330697173744217
CP000393.1	2149880	2150767	0.331722190755217
CP000393.1	240062	241228	0.33237480063215097
CP000393.1	3153509	3154303	0.333492940175919
CP000393.1	2309270	2309782	0.33527435977789505
CP000393.1	2888237	2896291	0.336014918789657
CP000393.1	5134666	5136087	0.33661825863128997
CP000393.1	870049	871497	0.337600594393944
CP000393.1	2361896	2362381	0.337600594393944
CP000393.1	3989526	3990599	0.337600594393944
CP000393.1	4396697	4398478	0.337600594393944
CP000393.1	7728422	7730791	0.337600594393944
CP000393.1	4101233	4101694	0.33801368070934495
CP000393.1	1883036	1883473	0.33827050285545096
CP000393.1	679909	680187	0.34184833823503896
CP000393.1	3226722	3228179	0.34461713968074703
CP000393.1	7657453	7659282	0.345359145633564
CP000393.1	2353916	2359255	0.346395641887234
CP000393.1	4313520	4314593	0.34668475249778197
CP000393.1	2670850	2671974	0.346704623380586
CP000393.1	1079303	1082704	0.347105220586763
CP000393.1	2621232	2622833	0.347146083854969
CP000393.1	2728673	2730601	0.347146083854969
CP000393.1	5937958	5938557	0.347306260886333
CP000393.1	4118496	4119104	0.347877774601954
CP000393.1	6982398	6983411	0.348922174668008
CP000393.1	5272323	5272484	0.34957919878540905
CP000393.1	5672396	5674945	0.34957919878540905
CP000393.1	6011216	6011569	0.35201795099632105
CP000393.1	825705	825887	0.35203307067770295
CP000393.1	2826622	2827839	0.35286149210785606
CP000393.1	3962267	3963112	0.35369364295959493
CP000393.1	881101	882081	0.354307784570983
CP000393.1	6910533	6911999	0.355570873768127
CP000393.1	500956	501675	0.35774847608691207
CP000393.1	4029617	4030210	0.35901773910454204
CP000393.1	1404361	1404582	0.3602442926144
CP000393.1	1930019	1930708	0.360907849793076
CP000393.1	5093799	5094323	0.363911863758497
CP000393.1	197814	198488	0.364139974119725
CP000393.1	5307429	5308349	0.364139974119725
CP000393.1	6815319	6816425	0.364139974119725
CP000393.1	525128	532096	0.364371486545984
CP000393.1	3043880	3046588	0.364371486545984
CP000393.1	4545212	4546975	0.364371486545984
CP000393.1	5108871	5109995	0.364371486545984
CP000393.1	5426489	5426722	0.364371486545984
CP000393.1	4153087	4154067	0.365140185400206
CP000393.1	4479979	4483209	0.365140185400206
CP000393.1	4694429	4696336	0.365140185400206
CP000393.1	6016372	6016554	0.365329617204317
CP000393.1	3920671	3921306	0.365447652804457
CP000393.1	3195835	3196662	0.36787274468882597
CP000393.1	7211884	7212291	0.36787274468882597
CP000393.1	1124315	1124830	0.368272651972448
CP000393.1	4609991	4610869	0.368272651972448
CP000393.1	7630504	7631664	0.368272651972448
CP000393.1	7676243	7680283	0.368272651972448
CP000393.1	1039586	1040161	0.369510925548276
CP000393.1	71367	72836	0.373177238405841
CP000393.1	7492398	7493225	0.37608449157285795
CP000393.1	1430592	1431749	0.376211317456187
CP000393.1	889556	890587	0.37650116709127396
CP000393.1	4130682	4133192	0.37650116709127396
CP000393.1	7724989	7725564	0.37650116709127396
CP000393.1	5421774	5422025	0.376626431617219
CP000393.1	6513286	6513720	0.376626431617219
CP000393.1	125895	127244	0.37991352538807793
CP000393.1	3028864	3029559	0.37991352538807793
CP000393.1	3624340	3625269	0.379934302584944
CP000393.1	4489709	4490083	0.379934302584944
CP000393.1	492550	493929	0.38113021145788395
CP000393.1	5257225	5257983	0.381420187814442
CP000393.1	5148724	5149209	0.38171694342163703
CP000393.1	6040280	6040519	0.38171694342163703
CP000393.1	3324038	3324283	0.38268594316109394
CP000393.1	3581233	3581475	0.38268594316109394
CP000393.1	325107	326174	0.38357775470997796
CP000393.1	3577180	3578250	0.38357775470997796
CP000393.1	3665247	3666287	0.38357775470997796
CP000393.1	4584744	4585874	0.38448818461787204
CP000393.1	606874	607626	0.385303851638329
CP000393.1	5655409	5658126	0.38532470517805395
CP000393.1	6669633	6669944	0.38532470517805395
CP000393.1	4363322	4365670	0.38569496893201294
CP000393.1	1213870	1214370	0.38940302049810605
CP000393.1	3260681	3262474	0.389426526531477
CP000393.1	3685282	3686040	0.389542801059317
CP000393.1	4522120	4523082	0.389542801059317
CP000393.1	1833837	1834673	0.389858799927205
CP000393.1	810031	810729	0.39383398624226795
CP000393.1	930908	931135	0.39407440450906894
CP000393.1	5214314	5215996	0.394426422682444
CP000393.1	4123627	4124745	0.395627194521373
CP000393.1	721508	723409	0.39619175412811497
CP000393.1	1410906	1411763	0.396633279615964
CP000393.1	1676566	1678770	0.396633279615964
CP000393.1	1914921	1915883	0.396633279615964
CP000393.1	2792815	2794788	0.396633279615964
CP000393.1	6695990	6697543	0.396642364980051
CP000393.1	197382	197672	0.39856209313488794
CP000393.1	2405638	2406150	0.39856209313488794
CP000393.1	4267522	4268625	0.40159033396873794
CP000393.1	7387430	7387711	0.40159033396873794
CP000393.1	5402954	5403967	0.401663283355411
CP000393.1	4224522	4225331	0.40189611418255
CP000393.1	6653983	6655119	0.401961832068743
CP000393.1	6304293	6304394	0.40226185756935107
CP000393.1	5591170	5591316	0.40344399964350297
CP000393.1	7537610	7538287	0.403896847159392
CP000393.1	581688	583043	0.40418052747469
CP000393.1	788524	789246	0.404482815308034
CP000393.1	127898	128116	0.405017853084676
CP000393.1	7543284	7544237	0.40590388435921004
CP000393.1	1441709	1442476	0.406731617596924
CP000393.1	5409861	5410586	0.407498346028667
CP000393.1	3522037	3522942	0.40961851803246796
CP000393.1	415937	417622	0.411781107636654
CP000393.1	4698377	4698835	0.411781107636654
CP000393.1	5662843	5664108	0.411781107636654
CP000393.1	281404	284049	0.412478878237155
CP000393.1	1838475	1839092	0.41374183937453396
CP000393.1	5586330	5587103	0.41374183937453396
CP000393.1	4321194	4321547	0.41542356245729
CP000393.1	2262896	2263339	0.41642726764895094
CP000393.1	494912	495502	0.416442866082223
CP000393.1	3348503	3349204	0.416539249182034
CP000393.1	2724804	2725916	0.416558896641317
CP000393.1	6983421	6984437	0.4169157026242051
CP000393.1	2442907	2445636	0.417206361281618
CP000393.1	1808387	1809424	0.41740874736746103
CP000393.1	4713252	4713545	0.41741218347731895
CP000393.1	4883740	4883856	0.41741218347731895
CP000393.1	2452863	2453960	0.417431886295633
CP000393.1	7417678	7418049	0.41822941880905
CP000393.1	4471893	4472156	0.41858912052947794
CP000393.1	515297	516334	0.4187355089138641
CP000393.1	1688760	1690061	0.418895803794491
CP000393.1	5611032	5611151	0.418895803794491
CP000393.1	993008	994957	0.419598160072555
CP000393.1	5269160	5272141	0.420473997962431
CP000393.1	324132	325088	0.42175565202482396
CP000393.1	1930923	1931513	0.42175565202482396
CP000393.1	5038438	5039751	0.42175565202482396
CP000393.1	5372195	5374717	0.42175565202482396
CP000393.1	7633432	7634532	0.42175565202482396
CP000393.1	975384	975956	0.42197326608606606
CP000393.1	2566422	2567252	0.42197326608606606
CP000393.1	4831666	4832373	0.42197326608606606
CP000393.1	4151936	4152757	0.42284910846677004
CP000393.1	1432961	1434688	0.423415832302867
CP000393.1	2775870	2776505	0.423415832302867
CP000393.1	3584216	3585082	0.424564387456688
CP000393.1	724335	725195	0.42523064892712503
CP000393.1	6752481	6753428	0.42523064892712503
CP000393.1	7132648	7133148	0.42523064892712503
CP000393.1	833050	833985	0.42679480759017296
CP000393.1	4548636	4549673	0.42698414240587607
CP000393.1	3865117	3866100	0.428578661320942
CP000393.1	3357736	3358503	0.429199988175522
CP000393.1	5367357	5372069	0.429199988175522
CP000393.1	6574337	6575470	0.429199988175522
CP000393.1	1408255	1408719	0.432173892209278
CP000393.1	6390182	6391003	0.432173892209278
CP000393.1	7683000	7683551	0.432708183056709
CP000393.1	5641369	5645715	0.43457047912089103
CP000393.1	39907	40488	0.435571930086409
CP000393.1	1355187	1355828	0.436284819215068
CP000393.1	6673602	6673958	0.436854764655289
CP000393.1	927461	929014	0.437134911628672
CP000393.1	1412227	1412706	0.43791037550398104
CP000393.1	5118461	5120449	0.44148341997465096
CP000393.1	5238089	5239618	0.44148341997465096
CP000393.1	3381769	3382164	0.44190951033364706
CP000393.1	6426812	6426883	0.44230422228679406
CP000393.1	4575288	4575863	0.443092979728814
CP000393.1	1214728	1215552	0.44330140909341903
CP000393.1	3464417	3465613	0.44330140909341903
CP000393.1	4474215	4475930	0.44330140909341903
CP000393.1	2507251	2507844	0.44421861147219605
CP000393.1	5842271	5844271	0.445101586582556
CP000393.1	5415475	5415924	0.445174057753644
CP000393.1	284158	284673	0.449564684707053
CP000393.1	4226413	4227732	0.45182542958811
CP000393.1	1216100	1217077	0.453863333230604
CP000393.1	3579255	3580409	0.453863333230604
CP000393.1	4865769	4866434	0.453863333230604
CP000393.1	5825984	5826412	0.453863333230604
CP000393.1	4749656	4750912	0.45517493278154797
CP000393.1	6125183	6126112	0.45517493278154797
CP000393.1	4178362	4179213	0.45654538553053103
CP000393.1	4917942	4919216	0.45737253631282204
CP000393.1	1749582	1749935	0.45791894089558294
CP000393.1	6452079	6453833	0.458045400071197
CP000393.1	6405667	6407919	0.4582162818020011
CP000393.1	1925413	1926099	0.45925769688522206
CP000393.1	2420398	2421585	0.45925769688522206
CP000393.1	315196	317253	0.460006966010096
CP000393.1	1147651	1148427	0.461470460573071
CP000393.1	1789134	1789367	0.461494472728155
CP000393.1	677883	678125	0.46540832086671
CP000393.1	2306692	2308485	0.466096780248858
CP000393.1	4679856	4681199	0.46644324880000104
CP000393.1	1747476	1748141	0.46647659895490995
CP000393.1	5154768	5158232	0.46647659895490995
CP000393.1	6145073	6145336	0.46647659895490995
CP000393.1	4905458	4906150	0.46765488273163797
CP000393.1	5764286	5766127	0.468086593476637
CP000393.1	5210555	5213176	0.46827255460265005
CP000393.1	3317630	3318853	0.46871942482025897
CP000393.1	1096877	1097611	0.470812553598158
CP000393.1	3385930	3391242	0.4728807190800971
CP000393.1	7420788	7421825	0.4728807190800971
CP000393.1	1498060	1499565	0.47292490143295296
CP000393.1	5103723	5104544	0.47292490143295296
CP000393.1	5715997	5716530	0.47412756895975605
CP000393.1	1482519	1483148	0.475845797948396
CP000393.1	1584567	1584785	0.47638546438301205
CP000393.1	7488488	7488775	0.47862932252943
CP000393.1	2966151	2966789	0.479235305430073
CP000393.1	5404565	5404699	0.479235305430073
CP000393.1	3025997	3026461	0.479687720876647
CP000393.1	279451	280641	0.48376834704858007
CP000393.1	5791529	5791933	0.48376834704858007
CP000393.1	383619	384155	0.48397968521992796
CP000393.1	7338710	7339261	0.48397968521992796
CP000393.1	1271553	1272392	0.48466145483596795
CP000393.1	7626517	7630248	0.48535143929526897
CP000393.1	1448619	1448921	0.485688833981584
CP000393.1	1922203	1922877	0.485688833981584
CP000393.1	3327935	3328837	0.485688833981584
CP000393.1	3994920	3995174	0.485688833981584
CP000393.1	647650	648378	0.48677868891693604
CP000393.1	7397424	7397681	0.48677868891693604
CP000393.1	7031877	7032635	0.487053806587378
CP000393.1	7547130	7548305	0.48914486250913297
CP000393.1	4782899	4783945	0.489492065209351
CP000393.1	4214709	4216178	0.489748503968644
CP000393.1	238306	239277	0.49229344801410296
CP000393.1	1728100	1729266	0.49292533412676603
CP000393.1	4245973	4247271	0.49292533412676603
CP000393.1	3251479	3251907	0.49381409355739003
CP000393.1	6318151	6318486	0.49420542212583796
CP000393.1	4792607	4793767	0.49426952702112703
CP000393.1	4367779	4374783	0.494819846955636
CP000393.1	5352107	5352814	0.494819846955636
CP000393.1	6883492	6885699	0.49524703470022996
CP000393.1	520009	522129	0.495894089980516
CP000393.1	1218825	1219193	0.495894089980516
CP000393.1	5568997	5569824	0.49647705454014396
CP000393.1	4888424	4888987	0.497272283894754
CP000393.1	7062580	7063164	0.498155874553786
CP000393.1	3196755	3198029	0.498551698574675
CP000393.1	2936256	2937893	0.499063332920544
CP000393.1	4399306	4401162	0.499063332920544
CP000393.1	4787592	4788803	0.499063332920544
CP000393.1	6142870	6143571	0.499063332920544
CP000393.1	6947456	6947698	0.499063332920544
CP000393.1	4356606	4358057	0.4991228312989411
CP000393.1	696402	696863	0.499895369298875
CP000393.1	3703342	3704421	0.499895369298875
CP000393.1	4702432	4703958	0.499895369298875
CP000393.1	7037993	7039072	0.499895369298875
CP000393.1	2551876	2552943	0.500097512867541
CP000393.1	6861868	6862968	0.500097512867541
CP000393.1	55816	56544	0.500327559779813
CP000393.1	4114448	4116106	0.500647561840485
CP000393.1	5614688	5614786	0.500647561840485
CP000393.1	816445	817824	0.50092661529536
CP000393.1	1184631	1185065	0.50092661529536
CP000393.1	10371	10973	0.50257141348526
CP000393.1	784902	785930	0.502598214869916
CP000393.1	6441892	6443136	0.503998833898594
CP000393.1	4010534	4012861	0.5058789963404791
CP000393.1	2960960	2961700	0.506373143038842
CP000393.1	3982914	3983996	0.5072377952505421
CP000393.1	1203288	1204619	0.5090931326660739
CP000393.1	2856595	2857356	0.511031624291159
CP000393.1	6536914	6539223	0.511031624291159
CP000393.1	7607098	7609413	0.5114888664675661
CP000393.1	700843	702060	0.51321300361501
CP000393.1	3212172	3213308	0.51321300361501
CP000393.1	1667703	1670750	0.513611651427737
CP000393.1	6231721	6232740	0.515093246030245
CP000393.1	2071942	2072889	0.515789232020447
CP000393.1	2676199	2676519	0.516313792016556
CP000393.1	5301467	5304766	0.516313792016556
CP000393.1	1655922	1656212	0.517032169202014
CP000393.1	4519407	4520444	0.5188361336388879
CP000393.1	373560	375467	0.520041824746146
CP000393.1	976490	977383	0.520041824746146
CP000393.1	1911568	1913487	0.520041824746146
CP000393.1	2727396	2728643	0.520041824746146
CP000393.1	6412451	6415675	0.5203185610165441
CP000393.1	934521	935816	0.520670059776869
CP000393.1	1511514	1513337	0.520670059776869
CP000393.1	2286427	2286921	0.520670059776869
CP000393.1	4366860	4366979	0.520670059776869
CP000393.1	4557925	4558137	0.520670059776869
CP000393.1	7230886	7231026	0.520670059776869
CP000393.1	5716569	5716757	0.521531253029589
CP000393.1	5483724	5484596	0.521818557759645
CP000393.1	4791695	4792447	0.522298989967485
CP000393.1	1869679	1870758	0.522587417725216
CP000393.1	5991252	5991998	0.522587417725216
CP000393.1	6204670	6206682	0.522587417725216
CP000393.1	6247182	6248372	0.522587417725216
CP000393.1	7362415	7364067	0.522587417725216
CP000393.1	4494784	4495314	0.523168038713642
CP000393.1	891343	901950	0.523682952457218
CP000393.1	702713	703441	0.523720529798024
CP000393.1	6220253	6220510	0.523720529798024
CP000393.1	1602686	1603732	0.523891122543311
CP000393.1	1701534	1703168	0.524605994560469
CP000393.1	6037303	6038010	0.524967917964504
CP000393.1	5365210	5365992	0.525424609811321
CP000393.1	354244	356607	0.52851623605036
CP000393.1	401698	402621	0.528618778296735
CP000393.1	1034058	1035113	0.528930251156535
CP000393.1	3644581	3646008	0.52984908825292
CP000393.1	5252486	5253415	0.5313096381474329
CP000393.1	564791	565687	0.531318023338901
CP000393.1	3320294	3320944	0.531318023338901
CP000393.1	4003106	4003387	0.531318023338901
CP000393.1	5001755	5004514	0.531318023338901
CP000393.1	5136706	5139645	0.531318023338901
CP000393.1	7072002	7073312	0.531318023338901
CP000393.1	5068307	5070214	0.531561184036436
CP000393.1	6656389	6657726	0.5330076054186029
CP000393.1	2174746	2175996	0.5332518853899499
CP000393.1	6579712	6581169	0.536202965761053
CP000393.1	5280817	5281719	0.5371085868578259
CP000393.1	1826159	1827190	0.537584768216139
CP000393.1	1568627	1569361	0.539246605346243
CP000393.1	1287239	1289170	0.541525569305041
CP000393.1	1435221	1435445	0.542524398584627
CP000393.1	6577622	6579505	0.545987224558132
CP000393.1	6053570	6053881	0.546600036227464
CP000393.1	6478320	6479099	0.548432037569469
CP000393.1	3572228	3574060	0.548936199501182
CP000393.1	7209995	7211125	0.5498756169341171
CP000393.1	298526	300574	0.55023538113563
CP000393.1	5818499	5819272	0.5506314898102429
CP000393.1	4035385	4036191	0.550679806828254
CP000393.1	6848691	6849113	0.550679806828254
CP000393.1	6391780	6392094	0.552902138943428
CP000393.1	6111405	6113033	0.553302025211345
CP000393.1	7641590	7642537	0.5536454450859739
CP000393.1	1723362	1724966	0.55371567282386
CP000393.1	3974696	3974914	0.554214547356235
CP000393.1	3873909	3874835	0.555287087888906
CP000393.1	3114067	3115233	0.5563158835970121
CP000393.1	6805225	6808089	0.5563158835970121
CP000393.1	3614311	3615111	0.559389889189604
CP000393.1	783486	784217	0.56031916644297
CP000393.1	6458807	6460912	0.56128222709524
CP000393.1	1069580	1069819	0.561363970353335
CP000393.1	3258626	3259342	0.562488771689734
CP000393.1	5045953	5046927	0.562488771689734
CP000393.1	6779582	6780403	0.5624905056067
CP000393.1	1955383	1955784	0.5626309534630529
CP000393.1	7005578	7005775	0.562952842718997
CP000393.1	652887	654566	0.5630923627676601
CP000393.1	1041012	1041449	0.5630923627676601
CP000393.1	4788951	4789370	0.5630923627676601
CP000393.1	5350976	5351644	0.5630923627676601
CP000393.1	6009686	6009883	0.5630923627676601
CP000393.1	7033113	7036100	0.5634292836500389
CP000393.1	6583705	6584580	0.5656504325612
CP000393.1	620588	621844	0.567005068011562
CP000393.1	2664454	2665182	0.567005068011562
CP000393.1	4392554	4393909	0.567005068011562
CP000393.1	6435652	6436602	0.567005068011562
CP000393.1	597558	598646	0.567184019075235
CP000393.1	5474963	5475748	0.567933128617766
CP000393.1	4533422	4533955	0.5694076066709239
CP000393.1	4830526	4831443	0.570727817309323
CP000393.1	1238060	1239115	0.571322909071853
CP000393.1	2578065	2578424	0.571322909071853
CP000393.1	3885105	3885875	0.571322909071853
CP000393.1	443535	444284	0.5729236561392261
CP000393.1	2327021	2328724	0.573722878639072
CP000393.1	7344438	7346654	0.57622866080399
CP000393.1	7357523	7359022	0.577599720482368
CP000393.1	6008576	6009457	0.57816588559091
CP000393.1	6858460	6859245	0.5790336067231729
CP000393.1	1536955	1538265	0.5791280041695771
CP000393.1	834224	838024	0.580004493758119
CP000393.1	1793933	1795171	0.580004493758119
CP000393.1	5418121	5419038	0.580004493758119
CP000393.1	1126451	1126627	0.5800362113488089
CP000393.1	3568160	3568531	0.5809186425049641
CP000393.1	1206998	1207636	0.583264032676536
CP000393.1	2923192	2926284	0.583351223448701
CP000393.1	497092	497943	0.585454952722005
CP000393.1	5707847	5709430	0.5860640956357621
CP000393.1	6931402	6932475	0.5873967782731421
CP000393.1	3333958	3334386	0.588015425807463
CP000393.1	1997564	1998322	0.589733012587019
CP000393.1	3447874	3449256	0.589743155462003
CP000393.1	7217034	7218083	0.589743155462003
CP000393.1	6874976	6878719	0.5898773954120721
CP000393.1	6076051	6078795	0.590006634168171
CP000393.1	3988466	3988867	0.5901317713236259
CP000393.1	4004575	4008168	0.5901317713236259
CP000393.1	222270	224264	0.591146417759408
CP000393.1	7329873	7332980	0.5929840501631429
CP000393.1	3735023	3736231	0.593310301039165
CP000393.1	3253560	3253838	0.59399380035385
CP000393.1	5450918	5451994	0.5957262302520749
CP000393.1	5145169	5145780	0.598866317231009
CP000393.1	4517947	4518867	0.600699705098615
CP000393.1	7592455	7593471	0.600699705098615
CP000393.1	2133018	2133284	0.601649938782261
CP000393.1	6990560	6991048	0.6025622905431229
CP000393.1	7550127	7551692	0.6025622905431229
CP000393.1	459720	460340	0.603597487621969
CP000393.1	4873372	4874109	0.604170595056926
CP000393.1	5404712	5404837	0.604170595056926
CP000393.1	7135900	7136181	0.604170595056926
CP000393.1	6495672	6496643	0.605471460030397
CP000393.1	1261083	1261331	0.606584702798976
CP000393.1	1771236	1772108	0.6078393275971021
CP000393.1	6299635	6300399	0.6078393275971021
CP000393.1	460361	460780	0.6121026611069351
CP000393.1	3214273	3216798	0.6136309140075219
CP000393.1	1055790	1058525	0.613788558973158
CP000393.1	5193904	5195148	0.613788558973158
CP000393.1	6141901	6142839	0.6138109434416379
CP000393.1	7230136	7230768	0.6144258235493649
CP000393.1	4882297	4883631	0.6145704561681271
CP000393.1	3008623	3010032	0.6163891283940091
CP000393.1	2182028	2182204	0.617109902444563
CP000393.1	4704795	4706996	0.617303855382338
CP000393.1	7048898	7049746	0.617303855382338
CP000393.1	5503569	5503916	0.6174469081552321
CP000393.1	4102592	4103863	0.619390834680115
CP000393.1	5251339	5252268	0.619390834680115
CP000393.1	6661038	6661244	0.621470907633155
CP000393.1	5848354	5849331	0.622926043824673
CP000393.1	3442819	3445560	0.6259698799712929
CP000393.1	5617272	5617796	0.6259698799712929
CP000393.1	6625846	6625968	0.6264446740823921
CP000393.1	7082009	7082875	0.627041783158303
CP000393.1	2624876	2625889	0.628151780952061
CP000393.1	786994	787938	0.628159621623519
CP000393.1	6555370	6556761	0.630403398167625
CP000393.1	2434413	2436308	0.6305868252242789
CP000393.1	1690505	1691377	0.630658102898636
CP000393.1	2970430	2970837	0.630658102898636
CP000393.1	1454098	1454445	0.631440697046987
CP000393.1	5717512	5719536	0.631440697046987
CP000393.1	495589	496197	0.631562365653669
CP000393.1	6046275	6046613	0.633575624776614
CP000393.1	2430333	2432159	0.634739353215254
CP000393.1	2773777	2774766	0.634739353215254
CP000393.1	3744874	3745344	0.634739353215254
CP000393.1	4920861	4922648	0.634739353215254
CP000393.1	3605134	3605445	0.6349692575592989
CP000393.1	1763965	1764252	0.63668947827874
CP000393.1	3523142	3524452	0.638388276348606
CP000393.1	4239074	4239337	0.639712964203599
CP000393.1	1406490	1407422	0.639844431594273
CP000393.1	2448737	2449576	0.6408585176247901
CP000393.1	5458122	5458682	0.6408585176247901
CP000393.1	2830241	2830828	0.641191267760869
CP000393.1	4203102	4204340	0.641191267760869
CP000393.1	5771232	5771591	0.641191267760869
CP000393.1	3514663	3515331	0.6415872543210931
CP000393.1	4519092	4519349	0.6415872543210931
CP000393.1	2360072	2361457	0.6437570132413879
CP000393.1	4122022	4123299	0.6437570132413879
CP000393.1	5595812	5597071	0.6437570132413879
CP000393.1	4427650	4427907	0.645140388194155
CP000393.1	7339881	7340444	0.6466450546377299
CP000393.1	1183022	1183411	0.647771409386729
CP000393.1	7485702	7486523	0.647909852721222
CP000393.1	5669363	5670295	0.648158272931754
CP000393.1	5363121	5364986	0.649229872707473
