#chromosome	start	end	gene_name
CP000393.1	2369008	2369859	Tery_1552
CP000393.1	2369918	2370784	Tery_1553
CP000393.1	2374239	2375345	Tery_1555
CP000393.1	2375504	2376163	Tery_1556
CP000393.1	2376195	2376899	Tery_1557
CP000393.1	2381858	2383471	Tery_1560
CP000393.1	2389285	2389629	Tery_1563
CP000393.1	2391936	2392385	Tery_1566
CP000393.1	2392917	2393282	Tery_1567
CP000393.1	2397804	2398958	Tery_1569
CP000393.1	2399103	2400650	Tery_1570
CP000393.1	2402846	2404927	Tery_1571
CP000393.1	2407801	2409072	Tery_1574
CP000393.1	2409951	2410151	Tery_1575
CP000393.1	2411299	2411625	Tery_1576
CP000393.1	2411651	2412274	Tery_1577
CP000393.1	2412394	2413023	Tery_1578
CP000393.1	2415284	2416402	Tery_1579
CP000393.1	2416673	2417824	Tery_1580
CP000393.1	2417922	2418422	Tery_1581
CP000393.1	2419308	2419811	Tery_1582
CP000393.1	2422567	2423040	Tery_1584
CP000393.1	2424735	2427869	Tery_1587
CP000393.1	2427881	2428261	Tery_1588
CP000393.1	2432525	2433232	Tery_1591
CP000393.1	2433568	2434164	Tery_1592
CP000393.1	2440188	2441573	Tery_1595
CP000393.1	2446514	2447074	Tery_1598
CP000393.1	2451467	2452744	Tery_1604
CP000393.1	2456320	2457357	Tery_1608
CP000393.1	2475534	2476157	Tery_1621
CP000393.1	2478251	2480092	Tery_1623
CP000393.1	2481037	2482254	Tery_1624
CP000393.1	2486145	2488037	Tery_1627
CP000393.1	2491379	2492803	Tery_1631
CP000393.1	2493403	2494218	Tery_1632
CP000393.1	2494722	2494847	Tery_1633
CP000393.1	2495162	2495653	Tery_1634
CP000393.1	2501223	2501948	Tery_1639
CP000393.1	2508813	2509298	Tery_1645
CP000393.1	2515729	2516394	Tery_1652
CP000393.1	2516387	2517961	Tery_1653
CP000393.1	2517954	2520014	Tery_1654
CP000393.1	2520035	2520571	Tery_1655
CP000393.1	2520590	2521852	Tery_1656
CP000393.1	2521887	2523671	Tery_1657
CP000393.1	2525896	2526141	Tery_1660
CP000393.1	2529480	2530019	Tery_1663
CP000393.1	2530383	2530733	Tery_1664
CP000393.1	2531396	2532139	Tery_1665
CP000393.1	2532407	2532922	Tery_1666
CP000393.1	2534182	2535216	Tery_1667
CP000393.1	2542658	2546200	Tery_1671
CP000393.1	2547916	2548536	Tery_1673
CP000393.1	2549833	2551644	Tery_1674
CP000393.1	2552960	2554372	Tery_1676
CP000393.1	2555069	2556322	Tery_1677
CP000393.1	2556828	2558183	Tery_1678
CP000393.1	2558466	2559689	Tery_1679
CP000393.1	2560492	2561721	Tery_1680
CP000393.1	2561721	2562938	Tery_1681
CP000393.1	2563253	2564455	Tery_1682
CP000393.1	2565356	2565520	Tery_1683
CP000393.1	2565521	2565934	Tery_1684
CP000393.1	2568704	2569144	Tery_1686
CP000393.1	2572077	2572478	Tery_1689
CP000393.1	2574511	2575359	Tery_1692
CP000393.1	2579163	2579600	Tery_1696
CP000393.1	2579708	2580022	Tery_1697
CP000393.1	2580918	2581874	Tery_1699
CP000393.1	2582888	2583367	Tery_1700
CP000393.1	2583999	2586362	Tery_1701
CP000393.1	2586415	2586891	Tery_1702
CP000393.1	2587137	2589089	Tery_1703
CP000393.1	2589969	2592758	Tery_1704
CP000393.1	2593406	2594197	Tery_1705
CP000393.1	2594470	2596161	Tery_1706
CP000393.1	2596502	2599774	Tery_1707
CP000393.1	2600090	2601229	Tery_1709
CP000393.1	2609544	2610032	Tery_1716
CP000393.1	2610290	2611039	Tery_1717
CP000393.1	2611093	2613492	Tery_1718
CP000393.1	2613761	2614414	Tery_1719
CP000393.1	2614511	2614873	Tery_1720
CP000393.1	2617044	2618561	Tery_1722
CP000393.1	2618665	2620149	Tery_1723
CP000393.1	2631605	2632522	Tery_1727
CP000393.1	2633828	2633944	Tery_1729
CP000393.1	2633969	2634310	Tery_1730
CP000393.1	2634407	2637040	Tery_1731
CP000393.1	2637044	2638096	Tery_1732
CP000393.1	2638093	2640024	Tery_1733
CP000393.1	2640087	2640503	Tery_1734
CP000393.1	2640871	2641221	Tery_1735
CP000393.1	2643845	2645032	Tery_1737
CP000393.1	2646951	2647217	Tery_1738
CP000393.1	2657404	2657994	Tery_1744
CP000393.1	2658181	2659314	Tery_1745
CP000393.1	2659406	2659651	Tery_1746
CP000393.1	2659750	2660862	Tery_1747
CP000393.1	2661209	2663380	Tery_1748
CP000393.1	2674587	2675630	Tery_1755
CP000393.1	2684670	2684987	Tery_1763
CP000393.1	2687863	2688063	Tery_1765
CP000393.1	2693722	2694651	Tery_1770
CP000393.1	2695073	2697295	Tery_1771
CP000393.1	2697763	2701785	Tery_1772
CP000393.1	2702305	2704974	Tery_1773
CP000393.1	2706719	2707417	Tery_1774
CP000393.1	2708761	2709930	Tery_1776
CP000393.1	2710958	2711593	Tery_1777
CP000393.1	2711932	2713704	Tery_1778
CP000393.1	2713791	2714810	Tery_1779
CP000393.1	2730734	2732224	Tery_1788
CP000393.1	2733181	2733381	Tery_1789
CP000393.1	2733588	2734250	Tery_1790
CP000393.1	2735038	2735787	Tery_1791
CP000393.1	2738086	2739255	Tery_1793
CP000393.1	2740494	2740937	Tery_1794
CP000393.1	2741028	2741822	Tery_1795
CP000393.1	2743335	2744183	Tery_1797
CP000393.1	2745892	2746869	Tery_1798
CP000393.1	2747218	2747757	Tery_1799
CP000393.1	2749975	2751051	Tery_1802
CP000393.1	2751304	2752452	Tery_1803
CP000393.1	2753595	2754209	Tery_1805
CP000393.1	2754328	2755920	Tery_1806
CP000393.1	2758812	2759264	Tery_1808
CP000393.1	2759279	2760169	Tery_1809
CP000393.1	2760356	2760865	Tery_1810
CP000393.1	2765564	2766694	Tery_1813
CP000393.1	2767705	2769240	Tery_1814
CP000393.1	2770453	2771763	Tery_1815
CP000393.1	2776831	2777406	Tery_1821
CP000393.1	2783783	2785003	Tery_1823
CP000393.1	2785682	2786209	Tery_1824
CP000393.1	2788062	2788973	Tery_1827
CP000393.1	2789325	2790863	Tery_1828
CP000393.1	2800934	2801641	Tery_1833
CP000393.1	2811499	2812203	Tery_1836
CP000393.1	2812502	2814832	Tery_1837
CP000393.1	2815610	2815726	Tery_1838
CP000393.1	2821588	2825619	Tery_1841
CP000393.1	2831603	2831749	Tery_1848
CP000393.1	2832018	2832968	Tery_1849
CP000393.1	2835156	2835689	Tery_1851
CP000393.1	2835774	2836193	Tery_1852
CP000393.1	2836932	2837180	Tery_1853
CP000393.1	2837742	2838011	Tery_1854
CP000393.1	2840104	2841153	Tery_1856
CP000393.1	2843174	2843704	Tery_1858
CP000393.1	2844745	2845167	Tery_1859
CP000393.1	2847592	2848500	Tery_1862
CP000393.1	2848949	2849218	Tery_1863
CP000393.1	2850070	2851176	Tery_1864
CP000393.1	2851266	2852183	Tery_1865
CP000393.1	2857816	2859453	Tery_1870
CP000393.1	2872171	2872839	Tery_1877
CP000393.1	2872909	2873547	Tery_1878
CP000393.1	2873960	2874526	Tery_1879
CP000393.1	2874785	2875306	Tery_1880
CP000393.1	2897004	2898995	Tery_1890
CP000393.1	2899102	2902572	Tery_1891
CP000393.1	2902686	2905277	Tery_1892
CP000393.1	2905931	2913829	Tery_1893
CP000393.1	2916260	2918377	Tery_1895
CP000393.1	2928042	2930663	Tery_1901
CP000393.1	2933588	2935822	Tery_1903
CP000393.1	2939721	2941274	Tery_1905
CP000393.1	2956694	2956987	Tery_1908
CP000393.1	2957064	2957879	Tery_1909
CP000393.1	2958689	2958859	Tery_1910
CP000393.1	2961697	2962806	Tery_1913
CP000393.1	2965671	2966024	Tery_1915
CP000393.1	2971599	2972078	Tery_1919
CP000393.1	2975622	2976527	Tery_1921
CP000393.1	2977812	2978084	Tery_1922
CP000393.1	2985899	2986225	Tery_1927
CP000393.1	2990347	2990781	Tery_1929
CP000393.1	2990943	2991206	Tery_1930
CP000393.1	2992006	2993988	Tery_1931
CP000393.1	2996534	2998090	Tery_1932
CP000393.1	3005400	3006068	Tery_1939
CP000393.1	3006413	3007297	Tery_1940
CP000393.1	3010874	3013549	Tery_1943
CP000393.1	3014153	3014392	Tery_1944
CP000393.1	3018030	3019724	Tery_1947
CP000393.1	3023056	3023277	Tery_1949
CP000393.1	3023400	3025337	Tery_1950
CP000393.1	3027869	3028264	Tery_1953
CP000393.1	3031977	3033209	Tery_1956
CP000393.1	3033921	3034799	Tery_1957
CP000393.1	3036360	3037823	Tery_1959
CP000393.1	3038599	3038775	Tery_1960
CP000393.1	3040869	3041552	Tery_1962
CP000393.1	3041953	3042102	Tery_1963
CP000393.1	3047084	3047227	Tery_1966
CP000393.1	3056728	3057204	Tery_1970
CP000393.1	3064492	3069276	Tery_1974
CP000393.1	3070203	3080102	Tery_1975
CP000393.1	3080946	3082325	Tery_1976
CP000393.1	3082333	3083421	Tery_1977
CP000393.1	3083476	3086151	Tery_1978
CP000393.1	3086414	3089044	Tery_1979
CP000393.1	3089050	3089946	Tery_1980
CP000393.1	3089939	3090757	Tery_1981
CP000393.1	3090771	3091517	Tery_1982
CP000393.1	3092206	3092802	Tery_1983
CP000393.1	3093311	3095065	Tery_1984
CP000393.1	3097023	3097568	Tery_1985
CP000393.1	3097987	3099918	Tery_1986
CP000393.1	3100472	3100912	Tery_1987
CP000393.1	3101583	3102569	Tery_1988
CP000393.1	3103111	3103572	Tery_1989
CP000393.1	3103857	3104108	Tery_1990
CP000393.1	3104481	3105716	Tery_1991
CP000393.1	3106781	3107587	Tery_1992
CP000393.1	3124502	3126070	Tery_2006
CP000393.1	3130221	3131225	Tery_2009
CP000393.1	3134655	3135641	Tery_2012
CP000393.1	3143842	3144279	Tery_2015
CP000393.1	3144387	3144701	Tery_2016
CP000393.1	3145925	3146173	Tery_2017
CP000393.1	3146743	3147933	Tery_2018
CP000393.1	3149201	3149602	Tery_2021
CP000393.1	3149682	3150275	Tery_2022
CP000393.1	3150496	3151161	Tery_2023
CP000393.1	3152928	3153203	Tery_2025
CP000393.1	3156705	3157208	Tery_2030
CP000393.1	3165641	3169732	Tery_2034
CP000393.1	3171686	3175804	Tery_2037
CP000393.1	3176638	3178710	Tery_2038
CP000393.1	3179580	3180479	Tery_2039
CP000393.1	3180845	3181291	Tery_2040
CP000393.1	3181525	3182670	Tery_2041
CP000393.1	3199942	3201834	Tery_2052
CP000393.1	3204998	3206956	Tery_2055
CP000393.1	3220215	3222668	Tery_2063
CP000393.1	3230557	3231741	Tery_2067
CP000393.1	3231810	3232271	Tery_2068
CP000393.1	3232566	3233411	Tery_2069
CP000393.1	3233677	3233826	Tery_2070
CP000393.1	3233969	3236647	Tery_2071
CP000393.1	3236804	3237550	Tery_2072
CP000393.1	3237753	3238223	Tery_2073
CP000393.1	3238692	3239666	Tery_2074
CP000393.1	3239753	3241135	Tery_2075
CP000393.1	3241214	3243199	Tery_2076
CP000393.1	3243857	3245767	Tery_2077
CP000393.1	3247778	3248368	Tery_2079
CP000393.1	3248776	3249054	Tery_2081
CP000393.1	3253980	3255833	Tery_2087
CP000393.1	3257286	3257822	Tery_2088
CP000393.1	3263487	3265649	Tery_2092
CP000393.1	3269949	3270473	Tery_2094
CP000393.1	3270461	3270847	Tery_2095
CP000393.1	3272360	3272947	Tery_2097
CP000393.1	3276390	3277850	Tery_2102
CP000393.1	3278344	3278970	Tery_2104
CP000393.1	3281950	3285126	Tery_2106
CP000393.1	3291907	3294882	Tery_2109
CP000393.1	3295678	3296571	Tery_2110
CP000393.1	3296981	3298258	Tery_2111
CP000393.1	3298305	3299189	Tery_2112
CP000393.1	3310069	3310506	Tery_2118
CP000393.1	3310984	3311595	Tery_2119
CP000393.1	3312612	3313478	Tery_2120
CP000393.1	3314390	3315124	Tery_2121
CP000393.1	3321810	3322571	Tery_2125
CP000393.1	3323299	3323946	Tery_2127
CP000393.1	3325010	3325507	Tery_2129
CP000393.1	3340972	3341622	Tery_2137
CP000393.1	3341786	3342769	Tery_2138
CP000393.1	3343071	3343733	Tery_2139
CP000393.1	3343975	3344047	Tery_R0020
CP000393.1	3344106	3344369	Tery_2140
CP000393.1	3345601	3346149	Tery_2142
CP000393.1	3346524	3347168	Tery_2143
CP000393.1	3353978	3355360	Tery_2147
CP000393.1	3355872	3356336	Tery_2148
CP000393.1	3356865	3357215	Tery_2149
CP000393.1	3359060	3361132	Tery_2151
CP000393.1	3361129	3361419	Tery_2152
CP000393.1	3367934	3368431	Tery_2157
CP000393.1	3368523	3370517	Tery_2158
CP000393.1	3370639	3371970	Tery_2159
CP000393.1	3372238	3374190	Tery_2160
CP000393.1	3375683	3376036	Tery_2162
CP000393.1	3376185	3377561	Tery_2163
CP000393.1	3382538	3385582	Tery_2167
CP000393.1	3393612	3393905	Tery_2171
CP000393.1	3394949	3396190	Tery_2172
CP000393.1	3396279	3397265	Tery_2173
CP000393.1	3397309	3398085	Tery_2174
CP000393.1	3399033	3399167	Tery_2175
CP000393.1	3400076	3401407	Tery_2177
CP000393.1	3402944	3404242	Tery_2179
CP000393.1	3404593	3404985	Tery_2180
CP000393.1	3405254	3406612	Tery_2181
CP000393.1	3411283	3411393	Tery_2184
CP000393.1	3411560	3411961	Tery_2185
CP000393.1	3416553	3416843	Tery_2189
CP000393.1	3417555	3417857	Tery_2190
CP000393.1	3417970	3418620	Tery_2191
CP000393.1	3422701	3422922	Tery_2195
CP000393.1	3422919	3424724	Tery_2196
CP000393.1	3427838	3428782	Tery_2198
CP000393.1	3430009	3431526	Tery_2199
CP000393.1	3431712	3432260	Tery_2200
CP000393.1	3432257	3432790	Tery_2201
CP000393.1	3432882	3433367	Tery_2202
CP000393.1	3433474	3433719	Tery_2203
CP000393.1	3433933	3434682	Tery_2204
CP000393.1	3434742	3435182	Tery_2205
CP000393.1	3436077	3437288	Tery_2206
CP000393.1	3453420	3455543	Tery_2216
CP000393.1	3459206	3461368	Tery_2219
CP000393.1	3462170	3462343	Tery_2220
CP000393.1	3462429	3463268	Tery_2221
CP000393.1	3463816	3464174	rnpB
CP000393.1	3465879	3466922	Tery_2223
CP000393.1	3468868	3469581	Tery_2224
CP000393.1	3471091	3472485	Tery_2226
CP000393.1	3472646	3473185	Tery_2227
CP000393.1	3473878	3477468	Tery_2228
CP000393.1	3477613	3478758	Tery_2229
CP000393.1	3478796	3480319	Tery_2230
CP000393.1	3480355	3480612	Tery_2231
CP000393.1	3480642	3480899	Tery_2232
CP000393.1	3480929	3481186	Tery_2233
CP000393.1	3481216	3481473	Tery_2234
CP000393.1	3481503	3481760	Tery_2235
CP000393.1	3481790	3483193	Tery_2236
CP000393.1	3483225	3484160	Tery_2237
CP000393.1	3484318	3484539	Tery_2238
CP000393.1	3485910	3486572	Tery_2239
CP000393.1	3486880	3487341	Tery_2240
CP000393.1	3487893	3488798	Tery_2242
CP000393.1	3489738	3490052	Tery_2244
CP000393.1	3498817	3499671	Tery_2250
CP000393.1	3502164	3502964	Tery_2252
CP000393.1	3503654	3505279	Tery_2253
CP000393.1	3516223	3516486	Tery_2259
CP000393.1	3524520	3528161	Tery_2266
CP000393.1	3528353	3529612	Tery_2267
CP000393.1	3529656	3534458	Tery_2268
CP000393.1	3535618	3535845	Tery_2269
CP000393.1	3535928	3536137	Tery_2270
CP000393.1	3536404	3536574	Tery_2271
CP000393.1	3537007	3537735	Tery_2272
CP000393.1	3538187	3538705	Tery_2273
CP000393.1	3539552	3541312	Tery_2274
CP000393.1	3546569	3547588	Tery_2279
CP000393.1	3548049	3548804	Tery_2280
CP000393.1	3549171	3551342	Tery_2281
CP000393.1	3553177	3554112	Tery_2283
CP000393.1	3555159	3555497	Tery_2285
CP000393.1	3562883	3564298	Tery_2292
CP000393.1	3567237	3567647	Tery_2298
CP000393.1	3567724	3568083	Tery_2299
CP000393.1	3568686	3568985	Tery_2301
CP000393.1	3569291	3569746	Tery_2302
CP000393.1	3569986	3570354	Tery_2303
CP000393.1	3571184	3571870	Tery_2305
CP000393.1	3578315	3578947	Tery_2309
CP000393.1	3585331	3586143	Tery_2314
CP000393.1	3587593	3589917	Tery_2316
CP000393.1	3590161	3591117	Tery_2317
CP000393.1	3594845	3595114	Tery_2320
CP000393.1	3610554	3612473	Tery_2337
CP000393.1	3613722	3613979	Tery_2338
CP000393.1	3617964	3618434	Tery_2342
CP000393.1	3618887	3619681	Tery_2343
CP000393.1	3619958	3620287	Tery_2344
CP000393.1	3620967	3622208	Tery_2345
CP000393.1	3622433	3622984	Tery_2346
CP000393.1	3626091	3627389	Tery_2348
CP000393.1	3628413	3630362	Tery_2349
CP000393.1	3631292	3631852	Tery_2350
CP000393.1	3632059	3632676	Tery_2351
CP000393.1	3633780	3635186	Tery_2352
CP000393.1	3635609	3637234	Tery_2353
CP000393.1	3640631	3642940	Tery_2355
CP000393.1	3643250	3643588	Tery_2356
CP000393.1	3643590	3643964	Tery_2357
CP000393.1	3650114	3650326	Tery_2363
CP000393.1	3650672	3650887	Tery_2364
CP000393.1	3654024	3655592	Tery_2366
CP000393.1	3656450	3657214	Tery_2367
CP000393.1	3657638	3658300	Tery_2368
CP000393.1	3659573	3659785	Tery_2369
CP000393.1	3659861	3660556	Tery_2370
CP000393.1	3679358	3679600	Tery_2381
CP000393.1	3680800	3685065	Tery_2383
CP000393.1	3689328	3691565	Tery_2387
CP000393.1	3692064	3692606	Tery_2388
CP000393.1	3692790	3692966	Tery_2389
CP000393.1	3693193	3694512	Tery_2390
CP000393.1	3698168	3699247	Tery_2394
CP000393.1	3701662	3702078	Tery_2396
CP000393.1	3702494	3702724	Tery_2397
CP000393.1	3705454	3707106	Tery_2400
CP000393.1	3707845	3708957	Tery_2401
CP000393.1	3711695	3712375	Tery_2404
CP000393.1	3712586	3713398	Tery_2405
CP000393.1	3715522	3716031	Tery_2407
CP000393.1	3716210	3716572	Tery_2408
CP000393.1	3716666	3717073	Tery_2409
CP000393.1	3721862	3722185	Tery_2413
CP000393.1	3723296	3723547	Tery_2414
CP000393.1	3724002	3725813	Tery_2415
CP000393.1	3739793	3740176	Tery_2423
CP000393.1	3740326	3740901	Tery_2424
CP000393.1	3741511	3743316	Tery_2425
CP000393.1	3747453	3748199	Tery_2432
CP000393.1	3748196	3749110	Tery_2433
CP000393.1	3751594	3753021	Tery_2435
CP000393.1	3758497	3759513	Tery_2438
CP000393.1	3759539	3760330	Tery_2439
CP000393.1	3761094	3761813	Tery_2440
CP000393.1	3769757	3770728	Tery_2446
CP000393.1	3780471	3781574	Tery_2456
CP000393.1	3781847	3782293	Tery_2457
CP000393.1	3784198	3785514	Tery_2459
CP000393.1	3786683	3787084	Tery_2460
CP000393.1	3789405	3789626	Tery_2463
CP000393.1	3791090	3792550	Tery_2464
CP000393.1	3792558	3792654	Tery_R0023
CP000393.1	3793760	3794422	Tery_2465
CP000393.1	3794910	3795137	Tery_2466
CP000393.1	3798910	3799155	Tery_2470
CP000393.1	3799246	3803691	Tery_2471
CP000393.1	3803725	3804468	Tery_2472
CP000393.1	3805467	3807194	Tery_2474
CP000393.1	3808269	3808577	Tery_2475
CP000393.1	3808790	3810340	Tery_2476
CP000393.1	3810957	3812372	Tery_2477
CP000393.1	3812518	3815760	Tery_2478
CP000393.1	3819627	3823592	Tery_2481
CP000393.1	3825145	3825366	Tery_2482
CP000393.1	3834377	3835534	Tery_2488
CP000393.1	3835659	3835883	Tery_2489
CP000393.1	3836241	3836726	Tery_2490
CP000393.1	3837039	3837518	Tery_2491
CP000393.1	3837647	3841321	Tery_2492
CP000393.1	3842056	3842433	Tery_2493
CP000393.1	3842471	3843289	Tery_2494
CP000393.1	3849056	3849985	Tery_2497
CP000393.1	3855819	3857666	Tery_2499
CP000393.1	3859190	3859936	Tery_2500
CP000393.1	3860392	3861360	Tery_2501
CP000393.1	3861798	3862712	Tery_2502
CP000393.1	3863541	3864278	Tery_2503
CP000393.1	3872668	3873606	Tery_2508
CP000393.1	3875500	3876276	Tery_2510
CP000393.1	3882122	3883555	Tery_2515
CP000393.1	3883631	3883963	Tery_2516
CP000393.1	3886603	3887382	Tery_2519
CP000393.1	3887494	3888420	Tery_2520
CP000393.1	3888432	3889430	Tery_2521
CP000393.1	3889733	3890632	Tery_2522
CP000393.1	3895366	3898830	Tery_2526
CP000393.1	3903538	3903972	Tery_2530
CP000393.1	3907419	3909845	Tery_2533
CP000393.1	3909899	3911002	Tery_2534
CP000393.1	3918665	3919102	Tery_2542
CP000393.1	3919312	3920388	Tery_2543
CP000393.1	3927722	3928495	Tery_2548
CP000393.1	3929540	3932383	Tery_2549
CP000393.1	3933098	3933889	Tery_2550
CP000393.1	3933902	3935035	Tery_2551
CP000393.1	3935162	3935752	Tery_2552
CP000393.1	3936845	3938164	Tery_2553
CP000393.1	3947029	3952464	Tery_2556
CP000393.1	3953889	3954944	Tery_2558
CP000393.1	3956896	3957825	Tery_2560
CP000393.1	3958010	3958405	Tery_2561
CP000393.1	3961300	3961701	Tery_2563
CP000393.1	3963239	3963814	Tery_2566
CP000393.1	3964672	3965787	Tery_2567
CP000393.1	3966099	3966605	Tery_2568
CP000393.1	3969436	3969624	Tery_2572
CP000393.1	3969769	3970050	Tery_2573
CP000393.1	3971035	3971289	Tery_2574
CP000393.1	3973029	3974042	Tery_2576
CP000393.1	3976704	3978320	Tery_2580
CP000393.1	3979106	3979711	Tery_2581
CP000393.1	3980136	3982016	Tery_2582
CP000393.1	3984975	3987053	Tery_2585
CP000393.1	3990853	3992991	Tery_2589
CP000393.1	4008444	4008809	Tery_2594
CP000393.1	4013957	4014658	Tery_2597
CP000393.1	4015798	4017270	Tery_2599
CP000393.1	4018528	4019160	Tery_2601
CP000393.1	4019274	4019906	Tery_2602
CP000393.1	4020221	4020817	Tery_2603
CP000393.1	4022248	4023663	Tery_2604
CP000393.1	4023775	4024149	Tery_2605
CP000393.1	4025710	4026459	Tery_2607
CP000393.1	4026713	4028083	Tery_2608
CP000393.1	4028145	4029392	Tery_2609
CP000393.1	4034600	4035040	Tery_2613
CP000393.1	4045489	4045770	Tery_2619
CP000393.1	4045757	4046521	Tery_2620
CP000393.1	4054788	4055312	Tery_2621
CP000393.1	4056388	4057014	Tery_2622
CP000393.1	4057414	4058691	Tery_2623
CP000393.1	4059509	4061926	Tery_2624
CP000393.1	4062549	4063715	Tery_2625
CP000393.1	4065862	4066671	Tery_2627
CP000393.1	4069855	4070823	Tery_2630
CP000393.1	4072395	4074116	Tery_2631
CP000393.1	4074308	4079536	Tery_2632
CP000393.1	4080432	4082018	Tery_2633
CP000393.1	4082424	4084022	Tery_2634
CP000393.1	4084112	4085647	Tery_2635
CP000393.1	4085844	4087607	Tery_2636
CP000393.1	4087746	4089296	Tery_2637
CP000393.1	4089736	4090710	Tery_2638
CP000393.1	4091507	4092475	Tery_2639
CP000393.1	4097167	4098015	Tery_2644
CP000393.1	4098615	4099007	Tery_2645
CP000393.1	4108473	4109852	Tery_2652
CP000393.1	4110199	4112451	Tery_2653
CP000393.1	4121540	4121779	Tery_2659
CP000393.1	4133385	4134116	Tery_2667
CP000393.1	4138435	4140921	Tery_2671
CP000393.1	4141097	4141306	Tery_2672
CP000393.1	4142265	4143515	Tery_2674
CP000393.1	4143820	4144854	Tery_2675
CP000393.1	4144888	4145262	Tery_2676
CP000393.1	4147239	4149272	Tery_2678
CP000393.1	4149868	4150152	Tery_2680
CP000393.1	4156349	4158544	Tery_2688
CP000393.1	4159429	4161774	Tery_2689
CP000393.1	4161767	4162180	Tery_2690
CP000393.1	4162778	4164304	Tery_2691
CP000393.1	4164431	4165150	Tery_2692
CP000393.1	4165263	4166156	Tery_2693
CP000393.1	4166810	4167943	Tery_2694
CP000393.1	4170843	4171718	Tery_2696
CP000393.1	4172628	4172993	Tery_2697
CP000393.1	4173786	4173998	Tery_2698
CP000393.1	4174532	4176070	Tery_2699
CP000393.1	4176775	4178328	Tery_2700
CP000393.1	4180082	4181143	Tery_2702
CP000393.1	4181555	4182106	Tery_2703
CP000393.1	4187462	4191922	Tery_2707
CP000393.1	4192357	4195296	Tery_2708
CP000393.1	4196545	4197528	Tery_2710
CP000393.1	4199215	4200150	Tery_2711
CP000393.1	4204343	4204415	Tery_R0025
CP000393.1	4209106	4210269	Tery_2717
CP000393.1	4213178	4214185	Tery_2720
CP000393.1	4218705	4220324	Tery_2723
CP000393.1	4228935	4232294	Tery_2729
CP000393.1	4233590	4234627	Tery_2730
CP000393.1	4235756	4236223	Tery_2731
CP000393.1	4236854	4237354	Tery_2733
CP000393.1	4237849	4238832	Tery_2734
CP000393.1	4245029	4245688	Tery_2740
CP000393.1	4249660	4250151	Tery_2743
CP000393.1	4250199	4250621	Tery_2744
CP000393.1	4250639	4251142	Tery_2745
CP000393.1	4252779	4253852	Tery_2747
CP000393.1	4256448	4256819	Tery_2748
CP000393.1	4264767	4265138	Tery_2754
CP000393.1	4271969	4273429	Tery_2759
CP000393.1	4273670	4274851	Tery_2760
CP000393.1	4275187	4275582	Tery_2761
CP000393.1	4275778	4277280	Tery_2762
CP000393.1	4277465	4282600	Tery_2763
CP000393.1	4284496	4287747	Tery_2765
CP000393.1	4287744	4288979	Tery_2766
CP000393.1	4288976	4289911	Tery_2767
CP000393.1	4289908	4291026	Tery_2768
CP000393.1	4291521	4294466	Tery_2769
CP000393.1	4294717	4296081	Tery_2770
CP000393.1	4296676	4298742	Tery_2771
CP000393.1	4299819	4301165	Tery_2772
CP000393.1	4307061	4311179	Tery_2777
CP000393.1	4314812	4315546	Tery_2780
CP000393.1	4315773	4316561	Tery_2781
CP000393.1	4316788	4317432	Tery_2782
CP000393.1	4317526	4318032	Tery_2783
CP000393.1	4319925	4320788	Tery_2785
CP000393.1	4330341	4331627	Tery_2793
CP000393.1	4335620	4335760	Tery_2796
CP000393.1	4336625	4337872	Tery_2797
CP000393.1	4339110	4340075	Tery_2798
CP000393.1	4340289	4341875	Tery_2799
CP000393.1	4342197	4343225	Tery_2800
CP000393.1	4345708	4346562	Tery_2802
CP000393.1	4347060	4347971	Tery_2803
CP000393.1	4348305	4349366	Tery_2804
CP000393.1	4349528	4350673	Tery_2805
CP000393.1	4351535	4352224	Tery_2806
CP000393.1	4352351	4354093	Tery_2807
CP000393.1	4375465	4376610	Tery_2815
CP000393.1	4377026	4378090	Tery_2816
CP000393.1	4378464	4379327	Tery_2817
CP000393.1	4380083	4380964	Tery_2818
CP000393.1	4384041	4384712	Tery_2820
CP000393.1	4385468	4386232	Tery_2821
CP000393.1	4387208	4388773	Tery_2822
CP000393.1	4388852	4389517	Tery_2823
CP000393.1	4391624	4391959	Tery_2826
CP000393.1	4398690	4398956	Tery_2830
CP000393.1	4405803	4406363	Tery_2834
CP000393.1	4406496	4406747	Tery_2835
CP000393.1	4410979	4411827	Tery_2838
CP000393.1	4413483	4414592	Tery_2840
CP000393.1	4415949	4417862	Tery_2841
CP000393.1	4420293	4420631	Tery_2842
CP000393.1	4423741	4424187	Tery_2844
CP000393.1	4425850	4427274	Tery_2845
CP000393.1	4430305	4432779	Tery_2849
CP000393.1	4432949	4433884	Tery_2850
CP000393.1	4433940	4434800	Tery_2851
CP000393.1	4434855	4435520	Tery_2852
CP000393.1	4435624	4445142	Tery_2853
CP000393.1	4445965	4446375	Tery_2854
CP000393.1	4446452	4446811	Tery_2855
CP000393.1	4448673	4454090	Tery_2857
CP000393.1	4455348	4455596	Tery_2858
CP000393.1	4455685	4458183	Tery_2859
CP000393.1	4460035	4462080	Tery_2861
CP000393.1	4462676	4464022	Tery_2862
CP000393.1	4464598	4466469	Tery_2863
CP000393.1	4468895	4469809	Tery_2865
CP000393.1	4469793	4470905	Tery_2866
CP000393.1	4471357	4471443	Tery_2867
CP000393.1	4477044	4477370	Tery_2873
CP000393.1	4477417	4477854	Tery_2874
CP000393.1	4478487	4479398	Tery_2875
