#chromosome	start	end	baseMean_LFe
CP000393.1	7566802	7567707	19.286555146871397
CP000393.1	228600	228776	93.8546884640783
CP000393.1	24984	25247	1822.14235684591
CP000393.1	1337189	1337797	110.282845597495
CP000393.1	6791096	6791482	3782.5874573606898
CP000393.1	4622978	4624078	17.3059045602932
CP000393.1	2127771	2128040	212.232388414422
CP000393.1	2255847	2257025	539.1253089311
CP000393.1	1792916	1793584	4301.03290108549
CP000393.1	5946139	5946573	435.914155918367
CP000393.1	2684670	2684987	56.5242199633236
CP000393.1	5619744	5620940	261.018338233531
CP000393.1	194505	195692	76.1529398208953
CP000393.1	1969872	1970255	98.6050276209126
CP000393.1	2047790	2047996	110.343346004449
CP000393.1	4296676	4298742	120.387646605598
CP000393.1	5353427	5354902	150.015175696958
CP000393.1	5633961	5635901	99.6292601672275
CP000393.1	3233677	3233826	14.711768181211697
CP000393.1	5314909	5344512	2679.85377908871
CP000393.1	4606542	4607075	31.7396782256186
CP000393.1	6464576	6468439	378.292882023609
CP000393.1	1605057	1606238	88.61988657439329
CP000393.1	6820627	6821148	345.198089398162
CP000393.1	2251946	2253229	755.154433308365
CP000393.1	2062784	2064964	1052.62815355164
CP000393.1	110607	111539	75.2631043766053
CP000393.1	4688863	4689375	281.708514375365
CP000393.1	164262	164930	66.2127416926898
CP000393.1	4245029	4245688	542.93537187686
CP000393.1	4387208	4388773	454.205464750473
CP000393.1	4932298	4936287	4404.80559044099
CP000393.1	4651572	4651973	487.324685340867
CP000393.1	2146092	2148653	152.48145303242399
CP000393.1	5534737	5535423	10.3550606418754
CP000393.1	1858962	1860110	38.5393934153252
CP000393.1	7669368	7671188	1232.57207883429
CP000393.1	3411283	3411393	126.619769735791
CP000393.1	1157941	1161882	1497.91292559332
CP000393.1	7372662	7373090	3061.1610179896
CP000393.1	5384892	5385815	714.0455274806011
CP000393.1	1798046	1798495	1677.9126754371398
CP000393.1	2985899	2986225	9.85174677926539
CP000393.1	7087590	7087889	122.76906322557
CP000393.1	1661572	1662207	191.788856438972
CP000393.1	389480	390406	62.2521636763309
CP000393.1	6763550	6764887	475.38945486778505
CP000393.1	7739867	7740070	216.44259194617803
CP000393.1	1450074	1451684	182.416022236604
CP000393.1	4665302	4667113	922.778439023002
CP000393.1	6001967	6002401	28.4057055637711
CP000393.1	6610445	6611059	239.566091436525
CP000393.1	7063624	7064181	384.016247639263
CP000393.1	2065274	2068273	1702.81614725457
CP000393.1	3990853	3992991	862.8757485161141
CP000393.1	5621371	5621856	33.4002019776512
CP000393.1	1266310	1267314	135.61179330206002
CP000393.1	7326380	7329043	275.775187220408
CP000393.1	4034600	4035040	3559.02926184084
CP000393.1	6265398	6265739	737.9359238656219
CP000393.1	3181525	3182670	253.09528087789397
CP000393.1	3619958	3620287	124.94525719139799
CP000393.1	3165641	3169732	461.077361553898
CP000393.1	3594845	3595114	112.211893716301
CP000393.1	4335620	4335760	7086.136566918
CP000393.1	105879	106097	231.07507121715
CP000393.1	7378708	7380708	1999.5598575888898
CP000393.1	4847767	4848852	573.439130604076
CP000393.1	2250045	2251889	522.0546122924881
CP000393.1	6018552	6019571	726.7117850436
CP000393.1	4484081	4485901	319.107558395311
CP000393.1	936923	938272	4039.31358218865
CP000393.1	5904039	5905364	285.734055048314
CP000393.1	1074302	1075885	866.159957390862
CP000393.1	5026980	5027939	115.40592298316601
CP000393.1	7173887	7175413	18861.524753538
CP000393.1	1178080	1179156	12676.8559776335
CP000393.1	3837039	3837518	43.834366647123495
CP000393.1	4377026	4378090	203.54466307392502
CP000393.1	6431811	6433106	1002.52241056247
CP000393.1	7663161	7663586	436.344098137009
CP000393.1	3033921	3034799	1673.99569385365
CP000393.1	536956	538086	720.225397141367
CP000393.1	4156349	4158544	379.04444824492106
CP000393.1	5201657	5202055	451.354127229213
CP000393.1	6552902	6553891	245.48703429065498
CP000393.1	1758177	1758362	16.3931153176334
CP000393.1	6366665	6368674	1118.3462385840198
CP000393.1	3980136	3982016	677.976999428824
CP000393.1	344301	345062	14.4362951551955
CP000393.1	1553319	1553792	133.955516643956
CP000393.1	1707587	1709560	183.199891100159
CP000393.1	6170467	6174096	379.29347412257897
CP000393.1	7086641	7087372	66.6214546811964
CP000393.1	2702305	2704974	578.900781846731
CP000393.1	748560	749348	630.72996732537
CP000393.1	2560492	2561721	430.806291501288
CP000393.1	1503514	1504245	1513.46659771251
CP000393.1	5140081	5142144	338.963323894578
CP000393.1	1320189	1322276	352.40871137544997
CP000393.1	2939721	2941274	90.3149956838043
CP000393.1	4598528	4601408	792.087103820351
CP000393.1	7681269	7681541	347.1461979333
CP000393.1	3805467	3807194	612.186786416895
CP000393.1	3640631	3642940	217.844006424515
CP000393.1	4204343	4204415	7114.351822167991
CP000393.1	6070522	6071931	428.667516384936
CP000393.1	551450	551788	68.82134731960289
CP000393.1	733867	735744	53.88367114830461
CP000393.1	4614966	4618961	308.879207768484
CP000393.1	6290967	6291212	110.269706288227
CP000393.1	3618887	3619681	290.151675350542
CP000393.1	4953926	4954645	113.589161314852
CP000393.1	5424986	5425170	301.013687192818
CP000393.1	3569986	3570354	127.13444772563999
CP000393.1	404593	405453	924.270430658324
CP000393.1	4213178	4214185	75.5164524697407
CP000393.1	5980539	5985200	340.18736350308995
CP000393.1	5508138	5508824	18.827331707531396
CP000393.1	5934688	5934846	32.7851950744458
CP000393.1	2060638	2061978	243.65514795689603
CP000393.1	940019	941476	1135.6789447663198
CP000393.1	7201522	7201686	10.6009548088592
CP000393.1	6499151	6499837	27.676018395705103
CP000393.1	2770453	2771763	382.608096883835
CP000393.1	3089050	3089946	32.6843429997639
CP000393.1	6218249	6218560	158.358515054328
CP000393.1	3883631	3883963	121.98991388498999
CP000393.1	3355872	3356336	90.91713844904899
CP000393.1	4352351	4354093	508.964001100132
CP000393.1	6707507	6710155	83.9268367108834
CP000393.1	7740363	7740761	391.362765191555
CP000393.1	3230557	3231741	142.79587986128598
CP000393.1	6425695	6425904	32.6280588222007
CP000393.1	109771	110394	555.908112519639
CP000393.1	774747	775223	1488.99778642677
CP000393.1	2042045	2043895	153.234026307372
CP000393.1	3701662	3702078	250.688555703505
CP000393.1	4981509	4981874	304.3468585073
CP000393.1	2412394	2413023	1875.88996872261
CP000393.1	488541	489149	259.671249178092
CP000393.1	2851266	2852183	1326.9887684841901
CP000393.1	5236560	5237315	159.576567285006
CP000393.1	6489249	6490973	634.597138444896
CP000393.1	4824904	4825479	119.845590428354
CP000393.1	1029386	1030117	566.548385648097
CP000393.1	1220571	1221530	284.429675517707
CP000393.1	1813694	1814017	1155.31450584505
CP000393.1	5357567	5358226	937.529178853629
CP000393.1	6759682	6760485	844.996735113127
CP000393.1	3220215	3222668	375.67292633493696
CP000393.1	6370825	6371025	214.964441010443
CP000393.1	4250199	4250621	1035.9249791913
CP000393.1	3953889	3954944	55.8304607209275
CP000393.1	21246	22433	894.639518454138
CP000393.1	364533	365132	873.7859676897141
CP000393.1	345347	347230	13.357641064783301
CP000393.1	3394949	3396190	723.281242149072
CP000393.1	4998864	5000168	548.121835171249
CP000393.1	4726584	4726895	734.6999438517099
CP000393.1	6646719	6648005	343.007838253331
CP000393.1	2164055	2165092	102.084991127776
CP000393.1	2661209	2663380	440.790615741321
CP000393.1	3961300	3961701	18353.3354719926
CP000393.1	6311621	6312472	371.457092442079
CP000393.1	7141761	7143971	507.68785317251997
CP000393.1	3909899	3911002	112.821080593193
CP000393.1	6998234	6998722	2515.6792297693696
CP000393.1	6797474	6799246	232.56182925702598
CP000393.1	3027869	3028264	226.08555144189302
CP000393.1	1566751	1567509	397.558932019574
CP000393.1	2710958	2711593	497.909292174087
CP000393.1	1604765	1605049	74.19169972914841
CP000393.1	5305872	5306795	64.6803194450945
CP000393.1	2740494	2740937	819.3586622156371
CP000393.1	1863951	1864163	145.863132647742
CP000393.1	4537568	4538155	438.99754088630203
CP000393.1	6818479	6819270	400.58806187209603
CP000393.1	3431712	3432260	1969.8422094217603
CP000393.1	1860117	1862237	669.864579414334
CP000393.1	711457	713475	5185.73523372032
CP000393.1	328879	329292	1393.77648050771
CP000393.1	1253934	1254506	420.543250941021
CP000393.1	3171686	3175804	30.178125912413602
CP000393.1	1575770	1576003	342.39312028392504
CP000393.1	4991854	4992558	387.858730140678
CP000393.1	1168841	1169767	579.737035105431
CP000393.1	6201951	6202928	783.284119289328
CP000393.1	5714303	5715343	343.295396181136
CP000393.1	4316788	4317432	643.965522493585
CP000393.1	6054014	6055195	137.987295654942
CP000393.1	1146046	1147389	83.644428824309
CP000393.1	2160500	2162746	129.063761886235
CP000393.1	2162739	2163899	50.0346433590009
CP000393.1	3716666	3717073	162.532072279505
CP000393.1	4028145	4029392	245.514880738409
CP000393.1	1282672	1283964	752.317337699865
CP000393.1	5861826	5863352	707.551619186409
CP000393.1	4646533	4646757	884.21931074655
CP000393.1	1814647	1814958	615.9516570961409
CP000393.1	2475534	2476157	61.3189078118088
CP000393.1	2916260	2918377	90.7743401728985
CP000393.1	5692467	5692793	177.827337699947
CP000393.1	4507368	4507715	1089.5301473743
CP000393.1	4781715	4782821	1651.3363302962198
CP000393.1	7465647	7465841	3315.21820889896
CP000393.1	4142265	4143515	60.82265853439589
CP000393.1	5816905	5817705	532.2140957962021
CP000393.1	7402563	7403309	185.27417692933102
CP000393.1	7598976	7600523	110.72676874054
CP000393.1	1466317	1466853	2235.51902999905
CP000393.1	3739793	3740176	479.227779883052
CP000393.1	7136339	7136569	40.0172383941564
CP000393.1	2745892	2746869	8047.709013809351
CP000393.1	4678501	4678791	51.3048476615274
CP000393.1	7673708	7674646	617.166378731333
CP000393.1	874239	875069	278.807563490823
CP000393.1	1819038	1820042	584.350877544352
CP000393.1	3918665	3919102	135.201190062587
CP000393.1	5658430	5658603	38.4415677381267
CP000393.1	6891114	6893210	3818.74589057721
CP000393.1	1766406	1766873	53.7245451435541
CP000393.1	7406254	7407438	851.7709832656681
CP000393.1	5274681	5275751	2757.7472116386302
CP000393.1	705273	706340	272.433721983868
CP000393.1	578538	580040	145.94226869122298
CP000393.1	6211260	6211958	444.844793575315
CP000393.1	3150496	3151161	3621.28316267086
CP000393.1	5064988	5066241	1102.29799626631
CP000393.1	6131500	6132777	42.261248804057495
CP000393.1	2831603	2831749	261.044767461765
CP000393.1	5569827	5570786	874.679939948674
CP000393.1	5022189	5023211	220.639181905512
CP000393.1	3781847	3782293	517.325312198487
CP000393.1	1900405	1900476	7629.93910094835
CP000393.1	5917266	5918024	73.6570011003661
CP000393.1	3199942	3201834	92.27139397040051
CP000393.1	842842	843702	370.323531351064
CP000393.1	4646985	4647560	1601.5158893985401
CP000393.1	6360766	6361701	49.355745284710295
CP000393.1	1175074	1175319	141.11693651852
CP000393.1	2079608	2080351	57.4816958971564
CP000393.1	3089939	3090757	27.553390005089604
CP000393.1	5665392	5666594	140.348284719978
CP000393.1	3571184	3571870	223.801064460005
CP000393.1	1647640	1648356	75.86684264381341
CP000393.1	812932	814077	822.9542904675909
CP000393.1	6781139	6781432	106.367982832384
CP000393.1	3936845	3938164	254.70087005319198
CP000393.1	3372238	3374190	41.1166701627841
CP000393.1	2049484	2050365	330.43771508108995
CP000393.1	1823465	1824130	665.6562615630539
CP000393.1	2933588	2935822	259.196999101624
CP000393.1	6266294	6267253	763.9755133287081
CP000393.1	399270	400796	75.0076752800315
CP000393.1	2733181	2733381	17.6607457052789
CP000393.1	4866532	4867038	289.152102015649
CP000393.1	7037039	7037899	176.593377280932
CP000393.1	4907277	4908824	390.858470105197
CP000393.1	7251442	7251807	20.2419627983061
CP000393.1	2287727	2288308	452.392344809645
CP000393.1	3295678	3296571	251.616581347821
CP000393.1	5606666	5606869	1722.4932844775199
CP000393.1	4425850	4427274	61.7154312515125
CP000393.1	2092708	2093247	360.206454725502
CP000393.1	4927313	4927558	14.335137698283999
CP000393.1	852585	853763	280.72318130663604
CP000393.1	4406496	4406747	223.214686178093
CP000393.1	7352883	7355186	20.170905575579603
CP000393.1	489261	490346	133.114724029505
CP000393.1	6965009	6965869	209.443539222312
CP000393.1	1509381	1510454	406.075806898928
CP000393.1	4388852	4389517	48.2593088360952
CP000393.1	4601878	4603359	13.667404628639998
CP000393.1	1591706	1593103	138.360762560929
CP000393.1	568161	568865	307.488373113588
CP000393.1	412469	412852	2353.99229198325
CP000393.1	2873960	2874526	42.1535909140573
CP000393.1	1829938	1830477	732.4562297691749
CP000393.1	1063223	1063879	499.08535674907995
CP000393.1	7711631	7712365	8405.1863735013
CP000393.1	775464	778196	4837.8446322777
CP000393.1	1833562	1833774	65.9553369505323
CP000393.1	3459206	3461368	749.992185657052
CP000393.1	4958128	4960995	906.502990919209
CP000393.1	6769455	6772010	298.229981401709
CP000393.1	4572252	4572590	2679.8802126319197
CP000393.1	4410979	4411827	89.5224860716048
CP000393.1	3232566	3233411	349.326899088688
CP000393.1	3569291	3569746	186.551091811654
CP000393.1	5645835	5647304	206.33519633221002
CP000393.1	7222153	7223097	149.71441241372
CP000393.1	3747453	3748199	218.02079756900199
CP000393.1	5445853	5446965	1469.6265375208402
CP000393.1	6666903	6667550	348.35829659138494
CP000393.1	6361841	6362395	109.449565331129
CP000393.1	3794910	3795137	55.8307881418334
CP000393.1	735970	737883	92.49874419108428
CP000393.1	1219601	1220023	439.490356124394
CP000393.1	3535928	3536137	18.144561473567702
CP000393.1	3780471	3781574	610.970834754254
CP000393.1	7726052	7726225	47.146586052124995
CP000393.1	4317526	4318032	867.657600544776
CP000393.1	4342197	4343225	860.102608156933
CP000393.1	292667	292939	320.589709318082
CP000393.1	4807381	4808442	53.9890307140514
CP000393.1	3233969	3236647	260.831506117455
CP000393.1	6461220	6464168	179.307539567378
CP000393.1	3238692	3239666	41.446154496198204
CP000393.1	2227399	2227725	96.7900261464809
CP000393.1	6290196	6290903	91.9366917006908
CP000393.1	5754717	5762189	1648.9282061886802
CP000393.1	204811	205926	1121.74496078563
CP000393.1	2747218	2747757	2444.85081889453
CP000393.1	6994503	6995267	473.903377837384
CP000393.1	7528183	7528671	184.733526327078
CP000393.1	5121072	5121512	67.354716144536
CP000393.1	6746543	6746992	336.227817039357
CP000393.1	6180637	6185721	470.336958838497
CP000393.1	4110199	4112451	865.6471014586259
CP000393.1	1552440	1553297	288.312143298951
CP000393.1	2614511	2614873	49.7591201345051
CP000393.1	3643250	3643588	43.2438454318142
CP000393.1	6261144	6261545	40.4711071524615
CP000393.1	4779572	4780357	477.240185079668
CP000393.1	409830	410546	2517.30833305348
CP000393.1	3396279	3397265	3577.6188868589293
CP000393.1	57894	58106	18.570046345719
CP000393.1	1786867	1788537	130.97935996794502
CP000393.1	1892035	1892247	23.3406462448629
CP000393.1	2565521	2565934	541.034151147678
CP000393.1	3092206	3092802	13.812944868150199
CP000393.1	186490	187761	264.009202075819
CP000393.1	7060053	7061093	953.8267582344699
CP000393.1	2081009	2086984	1527.24045996347
CP000393.1	3886603	3887382	242.918284160532
CP000393.1	3463816	3464174	121363.325751421
CP000393.1	4249660	4250151	1655.7441123204599
CP000393.1	6531525	6532598	277.400687506548
CP000393.1	7050474	7051247	195.41298325187802
CP000393.1	6665759	6666274	120.120326851834
CP000393.1	2552960	2554372	397.548929618284
CP000393.1	4649758	4650291	1117.4677242463301
CP000393.1	22680	23072	65.7761315554348
CP000393.1	1123316	1123678	1154.55801775941
CP000393.1	738642	739301	158.94067937309902
CP000393.1	3528353	3529612	33.1977469464708
CP000393.1	5198881	5199489	272.970236184272
CP000393.1	1881454	1881882	27.6173417467731
CP000393.1	6158506	6158751	44.050391767460496
CP000393.1	4209106	4210269	57.944051316598504
CP000393.1	5774037	5774372	143.833882926582
CP000393.1	7159519	7160247	316.621981772732
CP000393.1	540346	541866	835.549551719935
CP000393.1	709826	710833	149.358344699269
CP000393.1	4435624	4445142	197.53129809923698
CP000393.1	3789405	3789626	2338.5576842982396
CP000393.1	3231810	3232271	54.4172134873206
CP000393.1	6024293	6025342	482.110849846112
CP000393.1	592556	594907	137.634226172522
CP000393.1	6749103	6750278	1208.95977855905
CP000393.1	3741511	3743316	1040.48109320354
CP000393.1	2556828	2558183	249.943963338999
CP000393.1	2776831	2777406	98.85043857500429
CP000393.1	6154179	6154697	528.712980400045
CP000393.1	2077704	2078402	179.435412792555
CP000393.1	7064571	7065665	4348.0510888995
CP000393.1	6056265	6056957	105.314476499173
CP000393.1	758513	759103	1049.24736830392
CP000393.1	1488276	1489448	214.506377435915
CP000393.1	4804738	4806717	118.37783445932699
CP000393.1	5808254	5808802	1046.29684693542
CP000393.1	6504895	6505806	106.36447998962099
CP000393.1	4924188	4925303	71.0306982342344
CP000393.1	3610554	3612473	1850.6538627642199
CP000393.1	5073506	5075638	1158.72549020206
CP000393.1	5250054	5250512	544.996064747901
CP000393.1	6985955	6986332	14.987768545178099
CP000393.1	7663626	7665005	1185.25555203851
CP000393.1	4065862	4066671	332.11913719046004
CP000393.1	3080946	3082325	60.7368269831577
CP000393.1	2339841	2341994	1574.89950138625
CP000393.1	955170	955334	32.2782046333998
CP000393.1	7440394	7440654	7370.71576909241
CP000393.1	6697857	6698822	1816.9588507840301
CP000393.1	3716210	3716572	7114.25913908631
CP000393.1	484911	486182	450.304094173098
CP000393.1	1183943	1184485	360.473840433109
CP000393.1	2760356	2760865	818.766254380461
CP000393.1	1457516	1457776	152.440209533809
CP000393.1	2411299	2411625	1669.29290259771
CP000393.1	4275187	4275582	41.31034325556529
CP000393.1	7673102	7673665	734.559677848955
CP000393.1	6906691	6907881	70.6962129425509
CP000393.1	3882122	3883555	523.623669236911
CP000393.1	793660	795066	449.758163094779
CP000393.1	1970256	1970465	122.17393745488899
CP000393.1	4795204	4796496	152.952474605053
CP000393.1	244314	244883	3785.15029366188
CP000393.1	2177667	2179061	72.1457442344859
CP000393.1	2961697	2962806	293.379308137505
CP000393.1	3632059	3632676	38.8828684691024
CP000393.1	4619069	4620061	77.7732154148667
CP000393.1	4988286	4988864	500.132046074427
CP000393.1	6991144	6991365	484.876085856206
CP000393.1	5088134	5089090	94.86119985832659
CP000393.1	7212651	7213541	995.237309190287
CP000393.1	372181	372642	225.73428370264702
CP000393.1	6725215	6726819	129.410817260712
CP000393.1	2228505	2230655	1538.94376810311
CP000393.1	4455348	4455596	74.29923104313029
CP000393.1	3929540	3932383	32.8346957955928
CP000393.1	1420682	1420915	30.885675827000103
CP000393.1	2068829	2069584	1299.3894982049
CP000393.1	5832272	5832598	48.8515513725877
CP000393.1	5949119	5949421	566.576333138648
CP000393.1	2749975	2751051	244.12943682567402
CP000393.1	2965671	2966024	212.797294666354
CP000393.1	6273647	6273985	389.095364744758
CP000393.1	5041433	5042443	3062.79392174207
CP000393.1	850299	852104	181.65646744897302
CP000393.1	1631177	1631728	1069.96280781127
CP000393.1	1796113	1796532	1389.46334921057
CP000393.1	5050838	5052073	480.57656469520106
CP000393.1	6050404	6051168	829.84075907063
CP000393.1	5478716	5479318	1051.86100540803
CP000393.1	7559014	7563648	81.01143414382891
CP000393.1	4173786	4173998	342.420417656863
CP000393.1	858851	860560	711.793552071799
CP000393.1	1987176	1987925	93.9432612341778
CP000393.1	6747162	6748454	769.874317863367
CP000393.1	347561	350287	15.7539560050586
CP000393.1	132007	133308	28.966633768877397
CP000393.1	855613	855783	100.84515128510799
CP000393.1	3723296	3723547	106.692272776411
CP000393.1	7309945	7310391	284.23710057112703
CP000393.1	2202612	2202809	300.111054098382
CP000393.1	1792376	1792858	14136.850896613201
CP000393.1	6948444	6948929	232.47820824619998
CP000393.1	159122	163132	8438.65102586007
CP000393.1	1152360	1152722	166.94783390639
CP000393.1	4351535	4352224	103.17449806764799
CP000393.1	3411560	3411961	149.361707854964
CP000393.1	6650853	6652016	1715.2827240188299
CP000393.1	327191	327484	45.599865484100505
CP000393.1	3432257	3432790	2198.5123156957698
CP000393.1	7401163	7402356	138.08895877838998
CP000393.1	2992006	2993988	320.193879458575
CP000393.1	1044189	1045154	577.250453452932
CP000393.1	2225569	2226135	114.39598996858999
CP000393.1	5232414	5233184	72.8782160228707
CP000393.1	1854403	1855686	41.280910422006706
CP000393.1	1680863	1681228	67.771044419737
CP000393.1	5806790	5807896	261.832261992014
CP000393.1	1489	1689	34.259789716584
CP000393.1	2369008	2369859	181.754419496857
CP000393.1	4553375	4554217	455.17901627169095
CP000393.1	6611458	6612774	104.712467221525
CP000393.1	4023775	4024149	100.008351898146
CP000393.1	4256448	4256819	405.778909999163
CP000393.1	4709746	4710918	580.321288574904
CP000393.1	25441	27636	1631.397159007
CP000393.1	3889733	3890632	267.503607133173
CP000393.1	4013957	4014658	128.421774755717
CP000393.1	4551680	4551967	35.6071580328384
CP000393.1	6852048	6857684	469.802073373035
CP000393.1	4577714	4578703	304.615979850918
CP000393.1	7475785	7477173	324.435104360708
CP000393.1	4138435	4140921	123.315005099288
CP000393.1	3546569	3547588	1346.7676112085699
CP000393.1	2310598	2310861	352.725807899552
CP000393.1	3082333	3083421	58.427544265101794
CP000393.1	7098413	7098913	130.061964197101
CP000393.1	2432525	2433232	28.137112809058898
CP000393.1	4869558	4872089	691.857516103595
CP000393.1	189570	193661	422.183307518384
CP000393.1	806353	808116	351.508550481775
CP000393.1	875083	875631	57.1134877549196
CP000393.1	2151480	2154209	387.356117584237
CP000393.1	3478796	3480319	98.74201469996359
CP000393.1	6281793	6282737	36.2652943929645
CP000393.1	7186213	7187502	596.552879790989
CP000393.1	182421	183602	95.014572564451
CP000393.1	319663	320403	1483.9910624054598
CP000393.1	595539	596810	84.23089551255642
CP000393.1	2073515	2075386	3637.4469167597704
CP000393.1	5432786	5433997	328.575292302966
CP000393.1	3248776	3249054	28.396649386902
CP000393.1	6991777	6992673	1917.12753513816
CP000393.1	7461541	7461945	16.0572791816619
CP000393.1	6138841	6139959	281.09186987492996
CP000393.1	2243655	2249795	2062.13341812293
CP000393.1	2587137	2589089	417.279573975745
CP000393.1	4385468	4386232	119.849144285047
CP000393.1	1162704	1163051	373.82175874810304
CP000393.1	3453420	3455543	977.98360092536
CP000393.1	5943650	5944426	925.374136289756
CP000393.1	3549171	3551342	4549.704058246451
CP000393.1	4864218	4864865	5111.61528682414
CP000393.1	6226077	6227024	660.1061578560231
CP000393.1	6351649	6352359	345.826734730268
CP000393.1	6819987	6820193	291.58907172430804
CP000393.1	7124147	7124767	76.803960632053
CP000393.1	7155056	7158055	1413.0230492724302
CP000393.1	2381858	2383471	315.880040429329
CP000393.1	4516986	4517459	218.08258280183398
CP000393.1	4685893	4686351	149.123152509039
CP000393.1	3432882	3433367	3742.10118694425
CP000393.1	2040749	2041705	273.436573119395
CP000393.1	2260811	2262151	436.948943716843
CP000393.1	3462429	3463268	696.709184399441
CP000393.1	1286186	1287082	271.01432815075697
CP000393.1	3310069	3310506	112.051949807338
CP000393.1	4997785	4998891	121.578703500819
CP000393.1	363849	364400	390.513507577967
CP000393.1	4069855	4070823	172.108644799932
CP000393.1	242603	243415	462.706005097489
CP000393.1	6726973	6727329	18.9300022337843
CP000393.1	6995363	6996010	396.23222867626504
CP000393.1	6530078	6530878	442.49805658371804
CP000393.1	2730734	2732224	83.23400889765571
CP000393.1	23799	24329	104.64118640346399
CP000393.1	1784286	1785884	133.263821895605
CP000393.1	1862476	1863948	154.697685996014
CP000393.1	2233115	2234302	70.0873388567156
CP000393.1	6800825	6801370	20.2652587183235
CP000393.1	6048597	6049130	436.65107160232805
CP000393.1	650769	652265	323.39961806889704
CP000393.1	1853302	1854318	12.662792306351
CP000393.1	2302943	2304043	284.284334546531
CP000393.1	6923709	6924449	470.584085010238
CP000393.1	688950	690572	519.002336946462
CP000393.1	5192204	5192824	862.6797700872
CP000393.1	6237948	6239858	228.792546636646
CP000393.1	1162180	1162662	361.14697360434303
CP000393.1	6325134	6326900	901.642346372817
CP000393.1	5670688	5672076	137.19590078465902
CP000393.1	2501223	2501948	435.829889709048
CP000393.1	634051	636180	69.36936770916991
CP000393.1	5161453	5161782	357.01431676441103
CP000393.1	7188802	7189095	60.856647622977
CP000393.1	2226624	2227235	1011.9183976830001
CP000393.1	4596040	4596972	280.978705011294
CP000393.1	4708723	4709409	913.0963877838409
CP000393.1	5128019	5128288	512.503578221536
CP000393.1	1587407	1591402	443.147394480539
CP000393.1	3964672	3965787	754.7191247332471
CP000393.1	4187462	4191922	2029.6947775871802
CP000393.1	5999123	6001252	899.017649486168
CP000393.1	4460035	4462080	57.252018817330004
CP000393.1	3040869	3041552	703.4778638663589
CP000393.1	5678844	5680253	261.55063827034303
CP000393.1	3872668	3873606	616.752890082877
CP000393.1	2310958	2312223	2246.60487556446
CP000393.1	4471357	4471443	1305.2443528371302
CP000393.1	2402846	2404927	114.36358753691401
CP000393.1	6986412	6989426	108.7043547614
CP000393.1	871952	873634	360.61625696222296
CP000393.1	2008631	2009329	498.19946387416803
CP000393.1	5685988	5686614	101.41931593549
CP000393.1	6743091	6743648	655.5662254406569
CP000393.1	7743761	7744084	41.1656632422916
CP000393.1	1805346	1805720	992.119368646757
CP000393.1	2397804	2398958	66.4281012455737
CP000393.1	1181432	1182541	1166.968764431
CP000393.1	113289	115082	395.87843606737397
CP000393.1	2957064	2957879	1410.14646804008
CP000393.1	4420293	4420631	1641.2297911186902
CP000393.1	845869	846687	1880.0784979822301
CP000393.1	3145925	3146173	12.837847734094401
CP000393.1	4512422	4513705	248.029839527527
CP000393.1	5564312	5564803	22.0155297141856
CP000393.1	6261961	6262860	19.656721480636
CP000393.1	6777731	6778714	541.6064329507669
CP000393.1	522487	523410	250.649056471888
CP000393.1	2733588	2734250	132.618235522917
CP000393.1	3433933	3434682	6088.24378016981
CP000393.1	3397309	3398085	2614.52691409713
CP000393.1	6232970	6233995	514.73848699035
CP000393.1	4434855	4435520	29.5932189051467
CP000393.1	6860457	6860780	2591.9162127438603
CP000393.1	2589969	2592758	556.341889082273
CP000393.1	4504076	4504615	357.885867853485
CP000393.1	2478251	2480092	95.2505320450482
CP000393.1	6438869	6439591	783.9746739829151
CP000393.1	1900636	1901181	1890.83547448568
CP000393.1	5174320	5174730	378.67388589688403
CP000393.1	4826057	4826836	282.546325810976
CP000393.1	6026445	6026660	160.329397657224
CP000393.1	7716299	7716715	158.482918936119
CP000393.1	3281950	3285126	27.390489392723197
CP000393.1	1534516	1535817	63.5485924795048
CP000393.1	3654024	3655592	242.874580934847
CP000393.1	314229	314588	84.7116644666411
CP000393.1	4812963	4813033	372.692029835779
CP000393.1	2283508	2284245	187.84953536762902
CP000393.1	4592699	4593613	689.414464202243
CP000393.1	2206086	2207102	1220.75675877406
CP000393.1	4945576	4946556	25.1332631148242
CP000393.1	1851088	1852776	23.113200083313103
CP000393.1	1576068	1577666	1043.61108565676
CP000393.1	141415	142320	377.991498578944
CP000393.1	1801211	1802377	507.12089559261597
CP000393.1	2440188	2441573	27.101001660039202
CP000393.1	3538187	3538705	185.273334548788
CP000393.1	4347060	4347971	396.720333859665
CP000393.1	5146012	5147667	78.05421871492821
CP000393.1	5305023	5305634	57.6145179040381
CP000393.1	7360770	7361261	10123.373825791701
CP000393.1	7553468	7558333	80.42745358788571
CP000393.1	4724659	4726017	967.3740621006269
CP000393.1	7632295	7633098	21.3534100341154
CP000393.1	5626403	5627158	42.542819300232
CP000393.1	1619340	1621193	310.422500107
CP000393.1	92566	92754	28.150341205962402
CP000393.1	4977493	4980810	1353.69154908009
CP000393.1	7030421	7031815	123.959711477535
CP000393.1	3724002	3725813	413.06418546133597
CP000393.1	7137998	7140499	380.370705160261
CP000393.1	3590161	3591117	953.0675198621519
CP000393.1	4235756	4236223	180.526096948092
CP000393.1	4810705	4811034	160.435445486839
CP000393.1	5050039	5050533	76.83968829256821
CP000393.1	4159429	4161774	75.4594269226319
CP000393.1	3903538	3903972	6037.010886689301
