#chromosome	start	end	padj
CP000393.1	4508879	4509457	0.22312972084016
CP000393.1	3343071	3343733	0.22423810280230802
CP000393.1	804736	805560	0.22467078130953502
CP000393.1	2708761	2709930	0.226005575853595
CP000393.1	7369774	7370706	0.227131892435737
CP000393.1	165274	166119	0.227998877260946
CP000393.1	4650808	4651347	0.229543208847215
CP000393.1	2165108	2166181	0.229713186550918
CP000393.1	2555069	2556322	0.229713186550918
CP000393.1	4405803	4406363	0.229713186550918
CP000393.1	6189732	6190838	0.229713186550918
CP000393.1	1502663	1503307	0.230544650324908
CP000393.1	4778563	4779531	0.23064157388707102
CP000393.1	4839782	4841212	0.23365969548320997
CP000393.1	5205556	5206647	0.23406291804652402
CP000393.1	3404593	3404985	0.23417290409195698
CP000393.1	3979106	3979711	0.23417290409195698
CP000393.1	3656450	3657214	0.234693092267352
CP000393.1	2583999	2586362	0.235049300849281
CP000393.1	6475318	6476901	0.23606707846662198
CP000393.1	90562	90864	0.23645630903899598
CP000393.1	6823866	6824747	0.23645630903899598
CP000393.1	1960720	1960962	0.236476630173827
CP000393.1	2029603	2030283	0.236476630173827
CP000393.1	2800934	2801641	0.237127367336162
CP000393.1	7713511	7714113	0.237127367336162
CP000393.1	2640871	2641221	0.23895916915153897
CP000393.1	569567	570250	0.23896236349763897
CP000393.1	6285411	6286307	0.240068842240172
CP000393.1	6438494	6438841	0.240068842240172
CP000393.1	1730081	1730512	0.240086141913227
CP000393.1	3705454	3707106	0.240086141913227
CP000393.1	4348305	4349366	0.240086141913227
CP000393.1	5844586	5847951	0.240086141913227
CP000393.1	7040951	7041754	0.240511742272257
CP000393.1	2542658	2546200	0.24141035325758498
CP000393.1	4423741	4424187	0.24141035325758498
CP000393.1	4469793	4470905	0.242218368055009
CP000393.1	7566802	7567707	0.242218368055009
CP000393.1	228600	228776	0.24348468462609898
CP000393.1	24984	25247	0.24407629796327301
CP000393.1	1337189	1337797	0.24407629796327301
CP000393.1	6791096	6791482	0.24700925547128197
CP000393.1	4622978	4624078	0.247976976372078
CP000393.1	2127771	2128040	0.248987452683029
CP000393.1	2255847	2257025	0.249144338508686
CP000393.1	1792916	1793584	0.24955627064398103
CP000393.1	5946139	5946573	0.250118573662222
CP000393.1	2684670	2684987	0.25125407770089303
CP000393.1	5619744	5620940	0.251376370190038
CP000393.1	194505	195692	0.251811525711881
CP000393.1	1969872	1970255	0.251811525711881
CP000393.1	2047790	2047996	0.251811525711881
CP000393.1	4296676	4298742	0.252490171523114
CP000393.1	5353427	5354902	0.253079204513382
CP000393.1	5633961	5635901	0.253104414564858
CP000393.1	3233677	3233826	0.255852098731123
CP000393.1	5314909	5344512	0.255852098731123
CP000393.1	4606542	4607075	0.25776006986677497
CP000393.1	6464576	6468439	0.25776006986677497
CP000393.1	1605057	1606238	0.25917577594290697
CP000393.1	6820627	6821148	0.25917577594290697
CP000393.1	2251946	2253229	0.261073670330043
CP000393.1	2062784	2064964	0.26115320914455
CP000393.1	110607	111539	0.26315110943770004
CP000393.1	4688863	4689375	0.26620311406071695
CP000393.1	164262	164930	0.26719699021496696
CP000393.1	4245029	4245688	0.268358568919842
CP000393.1	4387208	4388773	0.268742894024693
CP000393.1	4932298	4936287	0.26874330994690804
CP000393.1	4651572	4651973	0.26910601209438606
CP000393.1	2146092	2148653	0.269564992345755
CP000393.1	5534737	5535423	0.269564992345755
CP000393.1	1858962	1860110	0.269573564972809
CP000393.1	7669368	7671188	0.269607679651224
CP000393.1	3411283	3411393	0.27028732619114804
CP000393.1	1157941	1161882	0.270399054019088
CP000393.1	7372662	7373090	0.270399054019088
CP000393.1	5384892	5385815	0.27118345582720604
CP000393.1	1798046	1798495	0.27151940990052104
CP000393.1	2985899	2986225	0.271753461208691
CP000393.1	7087590	7087889	0.271979804507499
CP000393.1	1661572	1662207	0.273386496266724
CP000393.1	389480	390406	0.273392160323988
CP000393.1	6763550	6764887	0.273620493225424
CP000393.1	7739867	7740070	0.273871473989654
CP000393.1	1450074	1451684	0.27409123041557
CP000393.1	4665302	4667113	0.274733040831318
CP000393.1	6001967	6002401	0.275912430458844
CP000393.1	6610445	6611059	0.27598881296761896
CP000393.1	7063624	7064181	0.27598881296761896
CP000393.1	2065274	2068273	0.27648126968372305
CP000393.1	3990853	3992991	0.276678005965805
CP000393.1	5621371	5621856	0.277968695505382
CP000393.1	1266310	1267314	0.279633238611295
CP000393.1	7326380	7329043	0.27977033973070303
CP000393.1	4034600	4035040	0.281216192404559
CP000393.1	6265398	6265739	0.281619209813415
CP000393.1	3181525	3182670	0.281845297059706
CP000393.1	3619958	3620287	0.28240282361124897
CP000393.1	3165641	3169732	0.2857003036823039
CP000393.1	3594845	3595114	0.285862148397258
CP000393.1	4335620	4335760	0.285862148397258
CP000393.1	105879	106097	0.28727061884173105
CP000393.1	7378708	7380708	0.289628968689303
CP000393.1	4847767	4848852	0.290351631393008
CP000393.1	2250045	2251889	0.290590766657766
CP000393.1	6018552	6019571	0.290620545501757
CP000393.1	4484081	4485901	0.29096847889354
CP000393.1	936923	938272	0.291675084405413
CP000393.1	5904039	5905364	0.291675084405413
CP000393.1	1074302	1075885	0.291983194114184
CP000393.1	5026980	5027939	0.29391337287795
CP000393.1	7173887	7175413	0.29391337287795
CP000393.1	1178080	1179156	0.294062059839633
CP000393.1	3837039	3837518	0.294062059839633
CP000393.1	4377026	4378090	0.294062059839633
CP000393.1	6431811	6433106	0.294062059839633
CP000393.1	7663161	7663586	0.294062059839633
CP000393.1	3033921	3034799	0.295803635364305
CP000393.1	536956	538086	0.298435498046245
CP000393.1	4156349	4158544	0.298444219342087
CP000393.1	5201657	5202055	0.29985113345234804
CP000393.1	6552902	6553891	0.300851153155557
CP000393.1	1758177	1758362	0.301428587825174
CP000393.1	6366665	6368674	0.301428587825174
CP000393.1	3980136	3982016	0.302088455467818
CP000393.1	344301	345062	0.302991535651543
CP000393.1	1553319	1553792	0.302991535651543
CP000393.1	1707587	1709560	0.302991535651543
CP000393.1	6170467	6174096	0.302991535651543
CP000393.1	7086641	7087372	0.302991535651543
CP000393.1	2702305	2704974	0.305033661185706
CP000393.1	748560	749348	0.30539028044017896
CP000393.1	2560492	2561721	0.30590426873225396
CP000393.1	1503514	1504245	0.30833867384853997
CP000393.1	5140081	5142144	0.308473491984171
CP000393.1	1320189	1322276	0.308970298302319
CP000393.1	2939721	2941274	0.309930938532425
CP000393.1	4598528	4601408	0.31103878670979196
CP000393.1	7681269	7681541	0.31103878670979196
CP000393.1	3805467	3807194	0.31235698769173903
CP000393.1	3640631	3642940	0.312958400112121
CP000393.1	4204343	4204415	0.312958400112121
CP000393.1	6070522	6071931	0.312958400112121
CP000393.1	551450	551788	0.31850092458808504
CP000393.1	733867	735744	0.31850092458808504
CP000393.1	4614966	4618961	0.319357505057977
CP000393.1	6290967	6291212	0.319396840951189
CP000393.1	3618887	3619681	0.320005323794953
CP000393.1	4953926	4954645	0.320005323794953
CP000393.1	5424986	5425170	0.32202606068423306
CP000393.1	3569986	3570354	0.324310592271519
CP000393.1	404593	405453	0.324838188900472
CP000393.1	4213178	4214185	0.324865839228271
CP000393.1	5980539	5985200	0.326193919920963
CP000393.1	5508138	5508824	0.32640848410962797
CP000393.1	5934688	5934846	0.326428569252237
CP000393.1	2060638	2061978	0.326703481301418
CP000393.1	940019	941476	0.327972871784984
CP000393.1	7201522	7201686	0.328144064405056
CP000393.1	6499151	6499837	0.329277120281194
CP000393.1	2770453	2771763	0.32987475117969894
CP000393.1	3089050	3089946	0.331984134440635
CP000393.1	6218249	6218560	0.331984134440635
CP000393.1	3883631	3883963	0.33223188814342497
CP000393.1	3355872	3356336	0.332799413202024
CP000393.1	4352351	4354093	0.333130940745181
CP000393.1	6707507	6710155	0.333130940745181
CP000393.1	7740363	7740761	0.333492940175919
CP000393.1	3230557	3231741	0.333553188196304
CP000393.1	6425695	6425904	0.336039602001412
CP000393.1	109771	110394	0.337600594393944
CP000393.1	774747	775223	0.337600594393944
CP000393.1	2042045	2043895	0.337600594393944
CP000393.1	3701662	3702078	0.337600594393944
CP000393.1	4981509	4981874	0.337600594393944
CP000393.1	2412394	2413023	0.339844125152912
CP000393.1	488541	489149	0.339870143944138
CP000393.1	2851266	2852183	0.339870143944138
CP000393.1	5236560	5237315	0.339870143944138
CP000393.1	6489249	6490973	0.339870143944138
CP000393.1	4824904	4825479	0.34169656408237203
CP000393.1	1029386	1030117	0.34231439836270505
CP000393.1	1220571	1221530	0.343503734388927
CP000393.1	1813694	1814017	0.34461713968074703
CP000393.1	5357567	5358226	0.34461713968074703
CP000393.1	6759682	6760485	0.34545536627067996
CP000393.1	3220215	3222668	0.346704623380586
CP000393.1	6370825	6371025	0.346704623380586
CP000393.1	4250199	4250621	0.349762418706125
CP000393.1	3953889	3954944	0.35201795099632105
CP000393.1	21246	22433	0.35203307067770295
CP000393.1	364533	365132	0.35203307067770295
CP000393.1	345347	347230	0.35286149210785606
CP000393.1	3394949	3396190	0.35286149210785606
CP000393.1	4998864	5000168	0.353152697371627
CP000393.1	4726584	4726895	0.354054416398985
CP000393.1	6646719	6648005	0.354115406394847
CP000393.1	2164055	2165092	0.355570873768127
CP000393.1	2661209	2663380	0.35688174791665295
CP000393.1	3961300	3961701	0.35688174791665295
CP000393.1	6311621	6312472	0.3570375107882561
CP000393.1	7141761	7143971	0.3570375107882561
CP000393.1	3909899	3911002	0.357040520738241
CP000393.1	6998234	6998722	0.35955695480780697
CP000393.1	6797474	6799246	0.36003418409627
CP000393.1	3027869	3028264	0.36134547742719797
CP000393.1	1566751	1567509	0.361382202466175
CP000393.1	2710958	2711593	0.36178172545049
CP000393.1	1604765	1605049	0.363331911080281
CP000393.1	5305872	5306795	0.363911863758497
CP000393.1	2740494	2740937	0.364371486545984
CP000393.1	1863951	1864163	0.365447652804457
CP000393.1	4537568	4538155	0.365447652804457
CP000393.1	6818479	6819270	0.365447652804457
CP000393.1	3431712	3432260	0.365924961451191
CP000393.1	1860117	1862237	0.36721799837240704
CP000393.1	711457	713475	0.36787274468882597
CP000393.1	328879	329292	0.369510925548276
CP000393.1	1253934	1254506	0.37173960750454904
CP000393.1	3171686	3175804	0.372832623509456
CP000393.1	1575770	1576003	0.373179693892528
CP000393.1	4991854	4992558	0.374679416378036
CP000393.1	1168841	1169767	0.376211317456187
CP000393.1	6201951	6202928	0.376211317456187
CP000393.1	5714303	5715343	0.37644815716223606
CP000393.1	4316788	4317432	0.376626431617219
CP000393.1	6054014	6055195	0.376626431617219
CP000393.1	1146046	1147389	0.377996197967951
CP000393.1	2160500	2162746	0.37991352538807793
CP000393.1	2162739	2163899	0.37991352538807793
CP000393.1	3716666	3717073	0.37991352538807793
CP000393.1	4028145	4029392	0.37991352538807793
CP000393.1	1282672	1283964	0.382204919212777
CP000393.1	5861826	5863352	0.382204919212777
CP000393.1	4646533	4646757	0.38268594316109394
CP000393.1	1814647	1814958	0.38357775470997796
CP000393.1	2475534	2476157	0.38357775470997796
CP000393.1	2916260	2918377	0.390125052560938
CP000393.1	5692467	5692793	0.392150359999908
CP000393.1	4507368	4507715	0.392617620292373
CP000393.1	4781715	4782821	0.392617620292373
CP000393.1	7465647	7465841	0.392617620292373
CP000393.1	4142265	4143515	0.39383398624226795
CP000393.1	5816905	5817705	0.39383398624226795
CP000393.1	7402563	7403309	0.394100231340392
CP000393.1	7598976	7600523	0.394426422682444
CP000393.1	1466317	1466853	0.39510401679283097
CP000393.1	3739793	3740176	0.395608668742757
CP000393.1	7136339	7136569	0.395608668742757
CP000393.1	2745892	2746869	0.39580159653943503
CP000393.1	4678501	4678791	0.39619175412811497
CP000393.1	7673708	7674646	0.39619175412811497
CP000393.1	874239	875069	0.396633279615964
CP000393.1	1819038	1820042	0.396633279615964
CP000393.1	3918665	3919102	0.396633279615964
CP000393.1	5658430	5658603	0.396633279615964
CP000393.1	6891114	6893210	0.397270534806037
CP000393.1	1766406	1766873	0.39803818393258295
CP000393.1	7406254	7407438	0.39856209313488794
CP000393.1	5274681	5275751	0.40018272595936105
CP000393.1	705273	706340	0.40128215900890096
CP000393.1	578538	580040	0.40159033396873794
CP000393.1	6211260	6211958	0.401663283355411
CP000393.1	3150496	3151161	0.40257651111837794
CP000393.1	5064988	5066241	0.40344399964350297
CP000393.1	6131500	6132777	0.403654174909916
CP000393.1	2831603	2831749	0.403896847159392
CP000393.1	5569827	5570786	0.403896847159392
CP000393.1	5022189	5023211	0.406913347097793
CP000393.1	3781847	3782293	0.40700028111439795
CP000393.1	1900405	1900476	0.408315494966392
CP000393.1	5917266	5918024	0.408403791912242
CP000393.1	3199942	3201834	0.408728157917164
CP000393.1	842842	843702	0.410110105357178
CP000393.1	4646985	4647560	0.41157973652900504
CP000393.1	6360766	6361701	0.411781107636654
CP000393.1	1175074	1175319	0.414126159065784
CP000393.1	2079608	2080351	0.414642821340226
CP000393.1	3089939	3090757	0.41542356245729
CP000393.1	5665392	5666594	0.41542356245729
CP000393.1	3571184	3571870	0.417044034078713
CP000393.1	1647640	1648356	0.41705476095978794
CP000393.1	812932	814077	0.41740874736746103
CP000393.1	6781139	6781432	0.41741218347731895
CP000393.1	3936845	3938164	0.417431886295633
CP000393.1	3372238	3374190	0.41822941880905
CP000393.1	2049484	2050365	0.418895803794491
CP000393.1	1823465	1824130	0.419598160072555
CP000393.1	2933588	2935822	0.419598160072555
CP000393.1	6266294	6267253	0.419598160072555
CP000393.1	399270	400796	0.42175565202482396
CP000393.1	2733181	2733381	0.42175565202482396
CP000393.1	4866532	4867038	0.42175565202482396
CP000393.1	7037039	7037899	0.42175565202482396
CP000393.1	4907277	4908824	0.42197326608606606
CP000393.1	7251442	7251807	0.42197326608606606
CP000393.1	2287727	2288308	0.42329123089813203
CP000393.1	3295678	3296571	0.42329123089813203
CP000393.1	5606666	5606869	0.424564387456688
CP000393.1	4425850	4427274	0.42487115484335897
CP000393.1	2092708	2093247	0.42523064892712503
CP000393.1	4927313	4927558	0.425505365397299
CP000393.1	852585	853763	0.427976408829043
CP000393.1	4406496	4406747	0.429199988175522
CP000393.1	7352883	7355186	0.429199988175522
CP000393.1	489261	490346	0.42929531251336606
CP000393.1	6965009	6965869	0.42959056797906503
CP000393.1	1509381	1510454	0.43078939245794295
CP000393.1	4388852	4389517	0.43172888618182503
CP000393.1	4601878	4603359	0.432173892209278
CP000393.1	1591706	1593103	0.43333289005574205
CP000393.1	568161	568865	0.43457047912089103
CP000393.1	412469	412852	0.436192699749005
CP000393.1	2873960	2874526	0.436192699749005
CP000393.1	1829938	1830477	0.436284819215068
CP000393.1	1063223	1063879	0.436884110208067
CP000393.1	7711631	7712365	0.438997721012566
CP000393.1	775464	778196	0.440466454127258
CP000393.1	1833562	1833774	0.440466454127258
CP000393.1	3459206	3461368	0.440466454127258
CP000393.1	4958128	4960995	0.44111268186441993
CP000393.1	6769455	6772010	0.44230422228679406
CP000393.1	4572252	4572590	0.4428540574819
CP000393.1	4410979	4411827	0.443092979728814
CP000393.1	3232566	3233411	0.44330140909341903
CP000393.1	3569291	3569746	0.44330140909341903
CP000393.1	5645835	5647304	0.44330140909341903
CP000393.1	7222153	7223097	0.44330140909341903
CP000393.1	3747453	3748199	0.44421861147219605
CP000393.1	5445853	5446965	0.44421861147219605
CP000393.1	6666903	6667550	0.44421861147219605
CP000393.1	6361841	6362395	0.444838467199947
CP000393.1	3794910	3795137	0.445350162841122
CP000393.1	735970	737883	0.45182542958811
CP000393.1	1219601	1220023	0.45182542958811
CP000393.1	3535928	3536137	0.45182542958811
CP000393.1	3780471	3781574	0.45182542958811
CP000393.1	7726052	7726225	0.45351960302421396
CP000393.1	4317526	4318032	0.453863333230604
CP000393.1	4342197	4343225	0.453863333230604
CP000393.1	292667	292939	0.45482521323051794
CP000393.1	4807381	4808442	0.455491013888437
CP000393.1	3233969	3236647	0.456145103586019
CP000393.1	6461220	6464168	0.4562926621216629
CP000393.1	3238692	3239666	0.456495022121416
CP000393.1	2227399	2227725	0.45737253631282204
CP000393.1	6290196	6290903	0.457789557035469
CP000393.1	5754717	5762189	0.45791894089558294
CP000393.1	204811	205926	0.45925769688522206
CP000393.1	2747218	2747757	0.45925769688522206
CP000393.1	6994503	6995267	0.45925769688522206
CP000393.1	7528183	7528671	0.45925769688522206
CP000393.1	5121072	5121512	0.460006966010096
CP000393.1	6746543	6746992	0.460006966010096
CP000393.1	6180637	6185721	0.46013487565557504
CP000393.1	4110199	4112451	0.461494472728155
CP000393.1	1552440	1553297	0.46288406787849606
CP000393.1	2614511	2614873	0.463156915406153
CP000393.1	3643250	3643588	0.46474561877495507
CP000393.1	6261144	6261545	0.465326723972508
CP000393.1	4779572	4780357	0.46579896260274395
CP000393.1	409830	410546	0.46591686546998606
CP000393.1	3396279	3397265	0.466000203447264
CP000393.1	57894	58106	0.46647659895490995
CP000393.1	1786867	1788537	0.46647659895490995
CP000393.1	1892035	1892247	0.46647659895490995
CP000393.1	2565521	2565934	0.46647659895490995
CP000393.1	3092206	3092802	0.46647659895490995
CP000393.1	186490	187761	0.467610787461465
CP000393.1	7060053	7061093	0.467775380451533
CP000393.1	2081009	2086984	0.468256595861848
CP000393.1	3886603	3887382	0.468520058390275
CP000393.1	3463816	3464174	0.46871942482025897
CP000393.1	4249660	4250151	0.46871942482025897
CP000393.1	6531525	6532598	0.46871942482025897
CP000393.1	7050474	7051247	0.46871942482025897
CP000393.1	6665759	6666274	0.47117366268269395
CP000393.1	2552960	2554372	0.4728807190800971
CP000393.1	4649758	4650291	0.47292490143295296
CP000393.1	22680	23072	0.47321266470809104
CP000393.1	1123316	1123678	0.47321266470809104
CP000393.1	738642	739301	0.47543118133610496
CP000393.1	3528353	3529612	0.47543118133610496
CP000393.1	5198881	5199489	0.4807086525905979
CP000393.1	1881454	1881882	0.483235189529979
CP000393.1	6158506	6158751	0.48545281735596596
CP000393.1	4209106	4210269	0.485688833981584
CP000393.1	5774037	5774372	0.485688833981584
CP000393.1	7159519	7160247	0.485688833981584
CP000393.1	540346	541866	0.488626953543728
CP000393.1	709826	710833	0.489492065209351
CP000393.1	4435624	4445142	0.489492065209351
CP000393.1	3789405	3789626	0.489748503968644
CP000393.1	3231810	3232271	0.49078786969472105
CP000393.1	6024293	6025342	0.490794441640486
CP000393.1	592556	594907	0.491042837275721
CP000393.1	6749103	6750278	0.491042837275721
CP000393.1	3741511	3743316	0.49292533412676603
CP000393.1	2556828	2558183	0.49420542212583796
CP000393.1	2776831	2777406	0.494819846955636
CP000393.1	6154179	6154697	0.49524703470022996
CP000393.1	2077704	2078402	0.496024077870365
CP000393.1	7064571	7065665	0.49647705454014396
CP000393.1	6056265	6056957	0.49682310408725894
CP000393.1	758513	759103	0.497272283894754
CP000393.1	1488276	1489448	0.497272283894754
CP000393.1	4804738	4806717	0.498551698574675
CP000393.1	5808254	5808802	0.498551698574675
CP000393.1	6504895	6505806	0.49982314069132894
CP000393.1	4924188	4925303	0.499895369298875
CP000393.1	3610554	3612473	0.500327559779813
CP000393.1	5073506	5075638	0.500327559779813
CP000393.1	5250054	5250512	0.500647561840485
CP000393.1	6985955	6986332	0.502404103514287
CP000393.1	7663626	7665005	0.502404103514287
CP000393.1	4065862	4066671	0.502598214869916
CP000393.1	3080946	3082325	0.502682389763104
CP000393.1	2339841	2341994	0.5035199354003499
CP000393.1	955170	955334	0.503998833898594
CP000393.1	7440394	7440654	0.504047526195713
CP000393.1	6697857	6698822	0.5070741578075829
CP000393.1	3716210	3716572	0.507842250182194
CP000393.1	484911	486182	0.5086282835778111
CP000393.1	1183943	1184485	0.510012395535236
CP000393.1	2760356	2760865	0.511031624291159
CP000393.1	1457516	1457776	0.511513692804048
CP000393.1	2411299	2411625	0.511513692804048
CP000393.1	4275187	4275582	0.511513692804048
CP000393.1	7673102	7673665	0.514689120036129
CP000393.1	6906691	6907881	0.516313792016556
CP000393.1	3882122	3883555	0.51795503649145
CP000393.1	793660	795066	0.520041824746146
CP000393.1	1970256	1970465	0.520041824746146
CP000393.1	4795204	4796496	0.520041824746146
CP000393.1	244314	244883	0.520670059776869
CP000393.1	2177667	2179061	0.520670059776869
CP000393.1	2961697	2962806	0.520670059776869
CP000393.1	3632059	3632676	0.520670059776869
CP000393.1	4619069	4620061	0.520670059776869
CP000393.1	4988286	4988864	0.520670059776869
CP000393.1	6991144	6991365	0.520670059776869
CP000393.1	5088134	5089090	0.523394887813491
CP000393.1	7212651	7213541	0.523720529798024
CP000393.1	372181	372642	0.524605994560469
CP000393.1	6725215	6726819	0.524967917964504
CP000393.1	2228505	2230655	0.5256755830445841
CP000393.1	4455348	4455596	0.526124980558087
CP000393.1	3929540	3932383	0.526197327501142
CP000393.1	1420682	1420915	0.527630902601158
CP000393.1	2068829	2069584	0.527815162288855
CP000393.1	5832272	5832598	0.528618778296735
CP000393.1	5949119	5949421	0.528618778296735
CP000393.1	2749975	2751051	0.52984908825292
CP000393.1	2965671	2966024	0.52984908825292
CP000393.1	6273647	6273985	0.52994162697025
CP000393.1	5041433	5042443	0.531243314765869
CP000393.1	850299	852104	0.531318023338901
CP000393.1	1631177	1631728	0.531318023338901
CP000393.1	1796113	1796532	0.531318023338901
CP000393.1	5050838	5052073	0.531318023338901
CP000393.1	6050404	6051168	0.531318023338901
CP000393.1	5478716	5479318	0.531561184036436
CP000393.1	7559014	7563648	0.531561184036436
CP000393.1	4173786	4173998	0.531564225077948
CP000393.1	858851	860560	0.5332518853899499
CP000393.1	1987176	1987925	0.534947251261159
CP000393.1	6747162	6748454	0.536542794862202
CP000393.1	347561	350287	0.537049037104814
CP000393.1	132007	133308	0.537346701692714
CP000393.1	855613	855783	0.537591243848979
CP000393.1	3723296	3723547	0.537811586632579
CP000393.1	7309945	7310391	0.537811586632579
CP000393.1	2202612	2202809	0.537898274436573
CP000393.1	1792376	1792858	0.539246605346243
CP000393.1	6948444	6948929	0.540754044831968
CP000393.1	159122	163132	0.541298326428371
CP000393.1	1152360	1152722	0.542609818160543
CP000393.1	4351535	4352224	0.542609818160543
CP000393.1	3411560	3411961	0.542907886376992
CP000393.1	6650853	6652016	0.543345955031566
CP000393.1	327191	327484	0.545294653089219
CP000393.1	3432257	3432790	0.5455589209592501
CP000393.1	7401163	7402356	0.546620561201288
CP000393.1	2992006	2993988	0.547828793714722
CP000393.1	1044189	1045154	0.5481072707257609
CP000393.1	2225569	2226135	0.54973304396873
CP000393.1	5232414	5233184	0.54973304396873
CP000393.1	1854403	1855686	0.5498756169341171
CP000393.1	1680863	1681228	0.550679806828254
CP000393.1	5806790	5807896	0.550679806828254
CP000393.1	1489	1689	0.553057943743086
CP000393.1	2369008	2369859	0.553146755270693
CP000393.1	4553375	4554217	0.553146755270693
CP000393.1	6611458	6612774	0.553146755270693
CP000393.1	4023775	4024149	0.5536454450859739
CP000393.1	4256448	4256819	0.5536454450859739
CP000393.1	4709746	4710918	0.554609498477022
CP000393.1	25441	27636	0.5547213733894039
CP000393.1	3889733	3890632	0.5551449459001779
CP000393.1	4013957	4014658	0.555287087888906
CP000393.1	4551680	4551967	0.555287087888906
CP000393.1	6852048	6857684	0.557896507311358
CP000393.1	4577714	4578703	0.558752636506249
CP000393.1	7475785	7477173	0.56031916644297
CP000393.1	4138435	4140921	0.5606581732474339
CP000393.1	3546569	3547588	0.56128222709524
CP000393.1	2310598	2310861	0.561363970353335
CP000393.1	3082333	3083421	0.5619980566249639
CP000393.1	7098413	7098913	0.5619980566249639
CP000393.1	2432525	2433232	0.5622327668276209
CP000393.1	4869558	4872089	0.5622327668276209
CP000393.1	189570	193661	0.562488771689734
CP000393.1	806353	808116	0.562488771689734
CP000393.1	875083	875631	0.562488771689734
CP000393.1	2151480	2154209	0.562488771689734
CP000393.1	3478796	3480319	0.562488771689734
CP000393.1	6281793	6282737	0.562488771689734
CP000393.1	7186213	7187502	0.562488771689734
CP000393.1	182421	183602	0.5630923627676601
CP000393.1	319663	320403	0.5630923627676601
CP000393.1	595539	596810	0.5630923627676601
CP000393.1	2073515	2075386	0.5630923627676601
CP000393.1	5432786	5433997	0.5630923627676601
CP000393.1	3248776	3249054	0.564783789164178
CP000393.1	6991777	6992673	0.565386570590062
CP000393.1	7461541	7461945	0.565386570590062
CP000393.1	6138841	6139959	0.565800897522965
CP000393.1	2243655	2249795	0.567933128617766
CP000393.1	2587137	2589089	0.567933128617766
CP000393.1	4385468	4386232	0.567933128617766
CP000393.1	1162704	1163051	0.5682818638095101
CP000393.1	3453420	3455543	0.570727817309323
CP000393.1	5943650	5944426	0.570727817309323
CP000393.1	3549171	3551342	0.571322909071853
CP000393.1	4864218	4864865	0.571322909071853
CP000393.1	6226077	6227024	0.571322909071853
CP000393.1	6351649	6352359	0.571322909071853
CP000393.1	6819987	6820193	0.571322909071853
CP000393.1	7124147	7124767	0.571322909071853
CP000393.1	7155056	7158055	0.571322909071853
CP000393.1	2381858	2383471	0.5736036917435201
CP000393.1	4516986	4517459	0.574926650869569
CP000393.1	4685893	4686351	0.574926650869569
CP000393.1	3432882	3433367	0.5751108764515971
CP000393.1	2040749	2041705	0.575754560043047
CP000393.1	2260811	2262151	0.575754560043047
CP000393.1	3462429	3463268	0.575754560043047
CP000393.1	1286186	1287082	0.580004493758119
CP000393.1	3310069	3310506	0.580004493758119
CP000393.1	4997785	4998891	0.580004493758119
CP000393.1	363849	364400	0.5809186425049641
CP000393.1	4069855	4070823	0.5809186425049641
CP000393.1	242603	243415	0.5813087691334471
CP000393.1	6726973	6727329	0.583264032676536
CP000393.1	6995363	6996010	0.586017149514284
CP000393.1	6530078	6530878	0.5860640956357621
CP000393.1	2730734	2732224	0.5861872281366529
CP000393.1	23799	24329	0.588757445309887
CP000393.1	1784286	1785884	0.589733012587019
CP000393.1	1862476	1863948	0.589743155462003
CP000393.1	2233115	2234302	0.590833992819481
CP000393.1	6800825	6801370	0.590833992819481
CP000393.1	6048597	6049130	0.5908631126741639
CP000393.1	650769	652265	0.591146417759408
CP000393.1	1853302	1854318	0.591544255469287
CP000393.1	2302943	2304043	0.591544255469287
CP000393.1	6923709	6924449	0.5918326438724599
CP000393.1	688950	690572	0.593310301039165
CP000393.1	5192204	5192824	0.59348909815834
CP000393.1	6237948	6239858	0.59348909815834
CP000393.1	1162180	1162662	0.5936952603575849
CP000393.1	6325134	6326900	0.597058454844048
CP000393.1	5670688	5672076	0.600262993514291
CP000393.1	2501223	2501948	0.601139477728813
CP000393.1	634051	636180	0.6015963072115439
CP000393.1	5161453	5161782	0.603597487621969
CP000393.1	7188802	7189095	0.603888998161992
CP000393.1	2226624	2227235	0.604170595056926
CP000393.1	4596040	4596972	0.604170595056926
CP000393.1	4708723	4709409	0.604273466998173
CP000393.1	5128019	5128288	0.604907726551571
CP000393.1	1587407	1591402	0.6075090054378629
CP000393.1	3964672	3965787	0.6075090054378629
CP000393.1	4187462	4191922	0.6075090054378629
CP000393.1	5999123	6001252	0.6075090054378629
CP000393.1	4460035	4462080	0.6079821085007611
CP000393.1	3040869	3041552	0.60934176136685
CP000393.1	5678844	5680253	0.60998834938767
CP000393.1	3872668	3873606	0.610653617117239
CP000393.1	2310958	2312223	0.6109184371487499
CP000393.1	4471357	4471443	0.6121296517433511
CP000393.1	2402846	2404927	0.612523902399952
CP000393.1	6986412	6989426	0.612523902399952
CP000393.1	871952	873634	0.613200638976907
CP000393.1	2008631	2009329	0.6136309140075219
CP000393.1	5685988	5686614	0.6136309140075219
CP000393.1	6743091	6743648	0.6136309140075219
CP000393.1	7743761	7744084	0.6136309140075219
CP000393.1	1805346	1805720	0.613788558973158
CP000393.1	2397804	2398958	0.613788558973158
CP000393.1	1181432	1182541	0.6140954872232509
CP000393.1	113289	115082	0.614891467393909
CP000393.1	2957064	2957879	0.617109902444563
