#chromosome	start	end	gc_skew
CP000393.1	2111000	2112000	0.1346153846153846
CP000393.1	2112000	2113000	0.14396887159533073
CP000393.1	2113000	2114000	0.20506329113924052
CP000393.1	2114000	2115000	0.10112359550561797
CP000393.1	2115000	2116000	0.2298507462686567
CP000393.1	2116000	2117000	0.008797653958944282
CP000393.1	2117000	2118000	0.02127659574468085
CP000393.1	2118000	2119000	-0.17026378896882494
CP000393.1	2119000	2120000	0.16153846153846155
CP000393.1	2120000	2121000	-0.1292517006802721
CP000393.1	2121000	2122000	0.1346704871060172
CP000393.1	2122000	2123000	0.21604938271604937
CP000393.1	2123000	2124000	0.03678929765886288
CP000393.1	2124000	2125000	-0.0429042904290429
CP000393.1	2125000	2126000	-0.018072289156626505
CP000393.1	2126000	2127000	-0.05198776758409786
CP000393.1	2127000	2128000	-0.11180124223602485
CP000393.1	2128000	2129000	-0.03927492447129909
CP000393.1	2129000	2130000	-0.18095238095238095
CP000393.1	2130000	2131000	0.0718232044198895
CP000393.1	2131000	2132000	-0.07520891364902507
CP000393.1	2132000	2133000	0.0034602076124567475
CP000393.1	2133000	2134000	-0.08745247148288973
CP000393.1	2134000	2135000	0.18429003021148035
CP000393.1	2135000	2136000	0.12056737588652482
CP000393.1	2136000	2137000	-0.055248618784530384
CP000393.1	2137000	2138000	-0.1501416430594901
CP000393.1	2138000	2139000	-0.07407407407407407
CP000393.1	2139000	2140000	0.08943089430894309
CP000393.1	2140000	2141000	0.0111731843575419
CP000393.1	2141000	2142000	-0.19391634980988592
CP000393.1	2142000	2143000	0.20930232558139536
CP000393.1	2143000	2144000	-0.12837837837837837
CP000393.1	2144000	2145000	-0.15263157894736842
CP000393.1	2145000	2146000	-0.03910614525139665
CP000393.1	2146000	2147000	-0.1353135313531353
CP000393.1	2147000	2148000	-0.08917197452229299
CP000393.1	2148000	2149000	-0.0037735849056603774
CP000393.1	2149000	2150000	-0.04
CP000393.1	2150000	2151000	0.09316770186335403
CP000393.1	2151000	2152000	-0.39487179487179486
CP000393.1	2152000	2153000	-0.06467661691542288
CP000393.1	2153000	2154000	0.2616822429906542
CP000393.1	2154000	2155000	0.1969309462915601
CP000393.1	2155000	2156000	0.043209876543209874
CP000393.1	2156000	2157000	0.04153354632587859
CP000393.1	2157000	2158000	-0.03806228373702422
CP000393.1	2158000	2159000	-0.09037900874635568
CP000393.1	2159000	2160000	-0.028391167192429023
CP000393.1	2160000	2161000	0.0031746031746031746
CP000393.1	2161000	2162000	0.009287925696594427
CP000393.1	2162000	2163000	-0.41397849462365593
CP000393.1	2163000	2164000	-0.12225705329153605
CP000393.1	2164000	2165000	-0.22188449848024316
CP000393.1	2165000	2166000	-0.14705882352941177
CP000393.1	2166000	2167000	-0.2930513595166163
CP000393.1	2167000	2168000	-0.26285714285714284
CP000393.1	2168000	2169000	-0.15309446254071662
CP000393.1	2169000	2170000	-0.11254019292604502
CP000393.1	2170000	2171000	0.0712401055408971
CP000393.1	2171000	2172000	-0.03728813559322034
CP000393.1	2172000	2173000	0.10126582278481013
CP000393.1	2173000	2174000	-0.11290322580645161
CP000393.1	2174000	2175000	0.1678832116788321
CP000393.1	2175000	2176000	0.2840646651270208
CP000393.1	2176000	2177000	0.06007067137809187
CP000393.1	2177000	2178000	0.10780669144981413
CP000393.1	2178000	2179000	0.2126984126984127
CP000393.1	2179000	2180000	-0.41839762611275966
CP000393.1	2180000	2181000	-0.23529411764705882
CP000393.1	2181000	2182000	0.01639344262295082
CP000393.1	2182000	2183000	-0.10625
CP000393.1	2183000	2184000	-0.2209737827715356
CP000393.1	2184000	2185000	-0.07751937984496124
CP000393.1	2185000	2186000	0.05791505791505792
CP000393.1	2186000	2187000	-0.1095890410958904
CP000393.1	2187000	2188000	-0.056179775280898875
CP000393.1	2188000	2189000	-0.07894736842105263
CP000393.1	2189000	2190000	-0.1658291457286432
CP000393.1	2190000	2191000	0.009950248756218905
CP000393.1	2191000	2192000	-0.07945205479452055
CP000393.1	2192000	2193000	-0.11688311688311688
CP000393.1	2193000	2194000	-0.05993690851735016
CP000393.1	2194000	2195000	-0.13702623906705538
CP000393.1	2195000	2196000	-0.10091743119266056
CP000393.1	2196000	2197000	-0.21518987341772153
CP000393.1	2197000	2198000	0.04132231404958678
CP000393.1	2198000	2199000	0.002932551319648094
CP000393.1	2199000	2200000	0.06501547987616099
CP000393.1	2200000	2201000	0.31412103746397696
CP000393.1	2201000	2202000	0.10610932475884244
CP000393.1	2202000	2203000	-0.14035087719298245
CP000393.1	2203000	2204000	-0.2737430167597765
CP000393.1	2204000	2205000	-0.15346534653465346
CP000393.1	2205000	2206000	0.04180064308681672
CP000393.1	2206000	2207000	-0.1724137931034483
CP000393.1	2207000	2208000	-0.16428571428571428
CP000393.1	2208000	2209000	-0.03289473684210526
CP000393.1	2209000	2210000	0.0429042904290429
CP000393.1	2210000	2211000	-0.22424242424242424
CP000393.1	2211000	2212000	-0.2727272727272727
CP000393.1	2212000	2213000	-0.06031746031746032
CP000393.1	2213000	2214000	0.19614147909967847
CP000393.1	2214000	2215000	-0.18125
CP000393.1	2215000	2216000	-0.2111801242236025
CP000393.1	2216000	2217000	-0.1875
CP000393.1	2217000	2218000	-0.20123839009287925
CP000393.1	2218000	2219000	-0.14984709480122324
CP000393.1	2219000	2220000	0.27793696275071633
CP000393.1	2220000	2221000	0.00558659217877095
CP000393.1	2221000	2222000	0.039735099337748346
CP000393.1	2222000	2223000	-0.1773049645390071
CP000393.1	2223000	2224000	-0.30113636363636365
CP000393.1	2224000	2225000	-0.15857605177993528
CP000393.1	2225000	2226000	-0.08552631578947369
CP000393.1	2226000	2227000	-0.16939890710382513
CP000393.1	2227000	2228000	-0.20430107526881722
CP000393.1	2228000	2229000	-0.1317365269461078
CP000393.1	2229000	2230000	-0.20382165605095542
CP000393.1	2230000	2231000	0.0053475935828877
CP000393.1	2231000	2232000	-0.09046454767726161
CP000393.1	2232000	2233000	0.13149847094801223
CP000393.1	2233000	2234000	-0.19078947368421054
CP000393.1	2234000	2235000	0.020080321285140562
CP000393.1	2235000	2236000	0.22796352583586627
CP000393.1	2236000	2237000	0.07086614173228346
CP000393.1	2237000	2238000	-0.07076923076923076
CP000393.1	2238000	2239000	0.155893536121673
CP000393.1	2239000	2240000	0.10303030303030303
CP000393.1	2240000	2241000	0.09971509971509972
CP000393.1	2241000	2242000	0.0711864406779661
CP000393.1	2242000	2243000	0.08053691275167785
CP000393.1	2243000	2244000	-0.1585014409221902
CP000393.1	2244000	2245000	-0.2653061224489796
CP000393.1	2245000	2246000	-0.21846153846153846
CP000393.1	2246000	2247000	-0.19402985074626866
CP000393.1	2247000	2248000	-0.04153354632587859
CP000393.1	2248000	2249000	-0.2
CP000393.1	2249000	2250000	-0.028037383177570093
CP000393.1	2250000	2251000	-0.17105263157894737
CP000393.1	2251000	2252000	-0.09206349206349207
CP000393.1	2252000	2253000	-0.07808564231738035
CP000393.1	2253000	2254000	0.05851063829787234
CP000393.1	2254000	2255000	-0.162534435261708
CP000393.1	2255000	2256000	0.020771513353115726
CP000393.1	2256000	2257000	-0.19148936170212766
CP000393.1	2257000	2258000	-0.09538461538461539
CP000393.1	2258000	2259000	-0.2634920634920635
CP000393.1	2259000	2260000	-0.15363881401617252
CP000393.1	2260000	2261000	-0.17406143344709898
CP000393.1	2261000	2262000	-0.15950920245398773
CP000393.1	2262000	2263000	-0.04377104377104377
CP000393.1	2263000	2264000	0.13989637305699482
CP000393.1	2264000	2265000	-0.01818181818181818
CP000393.1	2265000	2266000	-0.04926108374384237
CP000393.1	2266000	2267000	0.15844155844155844
CP000393.1	2267000	2268000	0.059190031152647975
CP000393.1	2268000	2269000	0.24471299093655588
CP000393.1	2269000	2270000	0.2753623188405797
CP000393.1	2270000	2271000	0.050724637681159424
CP000393.1	2271000	2272000	0.2247191011235955
CP000393.1	2272000	2273000	-0.0627062706270627
CP000393.1	2273000	2274000	-0.15337423312883436
CP000393.1	2274000	2275000	-0.2524271844660194
CP000393.1	2275000	2276000	-0.43157894736842106
CP000393.1	2276000	2277000	0.06422018348623854
CP000393.1	2277000	2278000	-0.08923076923076922
CP000393.1	2278000	2279000	0.00684931506849315
CP000393.1	2279000	2280000	-0.18411552346570398
CP000393.1	2280000	2281000	-0.1934156378600823
CP000393.1	2281000	2282000	-0.0967741935483871
CP000393.1	2282000	2283000	0.08187134502923976
CP000393.1	2283000	2284000	-0.041379310344827586
CP000393.1	2284000	2285000	0.020289855072463767
CP000393.1	2285000	2286000	-0.025157232704402517
CP000393.1	2286000	2287000	-0.14285714285714285
CP000393.1	2287000	2288000	0.0
CP000393.1	2288000	2289000	0.10493827160493827
CP000393.1	2289000	2290000	0.05555555555555555
CP000393.1	2290000	2291000	-0.03492063492063492
CP000393.1	2291000	2292000	-0.07590759075907591
CP000393.1	2292000	2293000	-0.11716621253405994
CP000393.1	2293000	2294000	-0.032640949554896145
CP000393.1	2294000	2295000	-0.09243697478991597
CP000393.1	2295000	2296000	0.010638297872340425
CP000393.1	2296000	2297000	-0.024875621890547265
CP000393.1	2297000	2298000	-0.12609970674486803
CP000393.1	2298000	2299000	0.0784313725490196
CP000393.1	2299000	2300000	0.1116751269035533
CP000393.1	2300000	2301000	0.1072463768115942
CP000393.1	2301000	2302000	0.0037174721189591076
CP000393.1	2302000	2303000	-0.05394190871369295
CP000393.1	2303000	2304000	0.05093833780160858
CP000393.1	2304000	2305000	0.2054794520547945
CP000393.1	2305000	2306000	0.05723905723905724
CP000393.1	2306000	2307000	0.033962264150943396
CP000393.1	2307000	2308000	0.018404907975460124
CP000393.1	2308000	2309000	0.017793594306049824
CP000393.1	2309000	2310000	0.10344827586206896
CP000393.1	2310000	2311000	-0.04477611940298507
CP000393.1	2311000	2312000	-0.18562874251497005
CP000393.1	2312000	2313000	-0.033707865168539325
CP000393.1	2313000	2314000	-0.24610591900311526
CP000393.1	2314000	2315000	-0.09558823529411764
CP000393.1	2315000	2316000	-0.03283582089552239
CP000393.1	2316000	2317000	-0.07262569832402235
CP000393.1	2317000	2318000	0.10759493670886076
CP000393.1	2318000	2319000	-0.06761565836298933
CP000393.1	2319000	2320000	-0.3253731343283582
CP000393.1	2320000	2321000	-0.14534883720930233
CP000393.1	2321000	2322000	-0.18518518518518517
CP000393.1	2322000	2323000	-0.035
CP000393.1	2323000	2324000	-0.023255813953488372
CP000393.1	2324000	2325000	-0.02127659574468085
CP000393.1	2325000	2326000	-0.088
CP000393.1	2326000	2327000	0.26490066225165565
CP000393.1	2327000	2328000	0.0975609756097561
CP000393.1	2328000	2329000	0.30864197530864196
CP000393.1	2329000	2330000	0.22715404699738903
CP000393.1	2330000	2331000	0.06810035842293907
CP000393.1	2331000	2332000	0.1111111111111111
CP000393.1	2332000	2333000	0.058823529411764705
CP000393.1	2333000	2334000	0.08374384236453201
CP000393.1	2334000	2335000	0.2126984126984127
CP000393.1	2335000	2336000	0.0313588850174216
CP000393.1	2336000	2337000	-0.16825396825396827
CP000393.1	2337000	2338000	0.17391304347826086
CP000393.1	2338000	2339000	0.06369426751592357
CP000393.1	2339000	2340000	0.0932475884244373
CP000393.1	2340000	2341000	-0.10024449877750612
CP000393.1	2341000	2342000	-0.1876484560570071
CP000393.1	2342000	2343000	0.2753623188405797
CP000393.1	2343000	2344000	-0.0547945205479452
CP000393.1	2344000	2345000	0.15760869565217392
CP000393.1	2345000	2346000	0.36649214659685864
CP000393.1	2346000	2347000	0.17751479289940827
CP000393.1	2347000	2348000	0.34492753623188405
CP000393.1	2348000	2349000	0.013071895424836602
CP000393.1	2349000	2350000	0.2974683544303797
CP000393.1	2350000	2351000	0.24444444444444444
CP000393.1	2351000	2352000	0.3202614379084967
CP000393.1	2352000	2353000	0.19135802469135801
CP000393.1	2353000	2354000	0.07246376811594203
CP000393.1	2354000	2355000	-0.006928406466512702
CP000393.1	2355000	2356000	-0.09978768577494693
CP000393.1	2356000	2357000	-0.08977035490605428
CP000393.1	2357000	2358000	-0.2185430463576159
CP000393.1	2358000	2359000	-0.14681440443213298
CP000393.1	2359000	2360000	0.10256410256410256
CP000393.1	2360000	2361000	-0.25925925925925924
CP000393.1	2361000	2362000	-0.17041800643086816
CP000393.1	2362000	2363000	0.029411764705882353
CP000393.1	2363000	2364000	-0.2839506172839506
CP000393.1	2364000	2365000	-0.10091743119266056
CP000393.1	2365000	2366000	-0.21119592875318066
CP000393.1	2366000	2367000	-0.31100478468899523
CP000393.1	2367000	2368000	-0.11855670103092783
CP000393.1	2368000	2369000	0.08605341246290801
CP000393.1	2369000	2370000	-0.18974358974358974
CP000393.1	2370000	2371000	-0.09455587392550144
CP000393.1	2371000	2372000	0.18725099601593626
CP000393.1	2372000	2373000	0.08653846153846154
CP000393.1	2373000	2374000	0.018867924528301886
CP000393.1	2374000	2375000	-0.21654501216545013
CP000393.1	2375000	2376000	0.05056179775280899
CP000393.1	2376000	2377000	0.04632152588555858
CP000393.1	2377000	2378000	0.06529209621993128
CP000393.1	2378000	2379000	0.010452961672473868
CP000393.1	2379000	2380000	0.08917197452229299
CP000393.1	2380000	2381000	0.2154696132596685
CP000393.1	2381000	2382000	-0.03323262839879154
CP000393.1	2382000	2383000	0.14745308310991956
CP000393.1	2383000	2384000	0.30659025787965616
CP000393.1	2384000	2385000	0.06962025316455696
CP000393.1	2385000	2386000	0.0
CP000393.1	2386000	2387000	-0.10857142857142857
CP000393.1	2387000	2388000	0.08415841584158416
CP000393.1	2388000	2389000	0.2853333333333333
CP000393.1	2389000	2390000	0.12
CP000393.1	2390000	2391000	0.027624309392265192
CP000393.1	2391000	2392000	0.08179419525065963
CP000393.1	2392000	2393000	-0.23659305993690852
CP000393.1	2393000	2394000	-0.05
CP000393.1	2394000	2395000	0.031141868512110725
CP000393.1	2395000	2396000	0.20221606648199447
CP000393.1	2396000	2397000	0.09283819628647215
CP000393.1	2397000	2398000	-0.07196029776674938
CP000393.1	2398000	2399000	-0.16784869976359337
CP000393.1	2399000	2400000	-0.314878892733564
CP000393.1	2400000	2401000	-0.20689655172413793
CP000393.1	2401000	2402000	-0.20967741935483872
CP000393.1	2402000	2403000	-0.4413793103448276
CP000393.1	2403000	2404000	-0.05172413793103448
CP000393.1	2404000	2405000	-0.1728395061728395
CP000393.1	2405000	2406000	0.05291005291005291
CP000393.1	2406000	2407000	-0.22105263157894736
CP000393.1	2407000	2408000	-0.3511705685618729
CP000393.1	2408000	2409000	-0.22713864306784662
CP000393.1	2409000	2410000	0.032490974729241874
CP000393.1	2410000	2411000	-0.15527950310559005
CP000393.1	2411000	2412000	-0.18950437317784258
CP000393.1	2412000	2413000	-0.14929577464788732
CP000393.1	2413000	2414000	-0.10850439882697947
CP000393.1	2414000	2415000	0.029197080291970802
CP000393.1	2415000	2416000	-0.029023746701846966
CP000393.1	2416000	2417000	-0.023622047244094488
CP000393.1	2417000	2418000	-0.06459948320413436
CP000393.1	2418000	2419000	-0.03180212014134275
CP000393.1	2419000	2420000	-0.013850415512465374
CP000393.1	2420000	2421000	0.13910761154855644
CP000393.1	2421000	2422000	0.2661064425770308
CP000393.1	2422000	2423000	-0.07167235494880546
CP000393.1	2423000	2424000	0.28173374613003094
CP000393.1	2424000	2425000	0.19488817891373802
CP000393.1	2425000	2426000	0.3142857142857143
CP000393.1	2426000	2427000	-0.11413043478260869
CP000393.1	2427000	2428000	-0.2722063037249284
CP000393.1	2428000	2429000	-0.17647058823529413
CP000393.1	2429000	2430000	0.06763285024154589
CP000393.1	2430000	2431000	-0.06321839080459771
CP000393.1	2431000	2432000	0.29222520107238603
CP000393.1	2432000	2433000	-0.043209876543209874
CP000393.1	2433000	2434000	-0.07984790874524715
CP000393.1	2434000	2435000	-0.0335195530726257
CP000393.1	2435000	2436000	0.06018518518518518
CP000393.1	2436000	2437000	0.02875399361022364
CP000393.1	2437000	2438000	0.08536585365853659
CP000393.1	2438000	2439000	-0.10144927536231885
CP000393.1	2439000	2440000	0.1630170316301703
CP000393.1	2440000	2441000	-0.35185185185185186
CP000393.1	2441000	2442000	-0.10580204778156997
CP000393.1	2442000	2443000	-0.0072992700729927005
CP000393.1	2443000	2444000	-0.05982905982905983
CP000393.1	2444000	2445000	0.1282051282051282
CP000393.1	2445000	2446000	0.22408026755852842
CP000393.1	2446000	2447000	0.003484320557491289
CP000393.1	2447000	2448000	0.18232044198895028
CP000393.1	2448000	2449000	0.07741935483870968
CP000393.1	2449000	2450000	0.036585365853658534
CP000393.1	2450000	2451000	0.04691358024691358
CP000393.1	2451000	2452000	-0.023121387283236993
CP000393.1	2452000	2453000	-0.1262135922330097
CP000393.1	2453000	2454000	0.07103825136612021
CP000393.1	2454000	2455000	0.10526315789473684
CP000393.1	2455000	2456000	0.18566775244299674
CP000393.1	2456000	2457000	-0.12087912087912088
CP000393.1	2457000	2458000	-0.12087912087912088
CP000393.1	2458000	2459000	-0.02702702702702703
CP000393.1	2459000	2460000	-0.04417670682730924
CP000393.1	2460000	2461000	-0.048327137546468404
CP000393.1	2461000	2462000	0.06666666666666667
CP000393.1	2462000	2463000	0.02040816326530612
CP000393.1	2463000	2464000	0.04941176470588235
CP000393.1	2464000	2465000	-0.0847457627118644
CP000393.1	2465000	2466000	0.05527638190954774
CP000393.1	2466000	2467000	0.13636363636363635
CP000393.1	2467000	2468000	0.1513353115727003
CP000393.1	2468000	2469000	0.049723756906077346
CP000393.1	2469000	2470000	0.20714285714285716
CP000393.1	2470000	2471000	0.12269938650306748
CP000393.1	2471000	2472000	0.22911051212938005
CP000393.1	2472000	2473000	0.18518518518518517
CP000393.1	2473000	2474000	0.21246458923512748
CP000393.1	2474000	2475000	0.3434650455927052
CP000393.1	2475000	2476000	-0.11627906976744186
CP000393.1	2476000	2477000	0.11746031746031746
CP000393.1	2477000	2478000	0.1813186813186813
CP000393.1	2478000	2479000	-0.5197889182058048
CP000393.1	2479000	2480000	-0.33153638814016173
CP000393.1	2480000	2481000	-0.05179282868525897
CP000393.1	2481000	2482000	-0.2631578947368421
CP000393.1	2482000	2483000	-0.05128205128205128
CP000393.1	2483000	2484000	0.10679611650485436
CP000393.1	2484000	2485000	0.043824701195219126
CP000393.1	2485000	2486000	-0.2047244094488189
CP000393.1	2486000	2487000	-0.31666666666666665
CP000393.1	2487000	2488000	0.08997429305912596
CP000393.1	2488000	2489000	0.08896797153024912
CP000393.1	2489000	2490000	-0.09848484848484848
CP000393.1	2490000	2491000	0.1848101265822785
CP000393.1	2491000	2492000	-0.1450381679389313
CP000393.1	2492000	2493000	-0.19270833333333334
CP000393.1	2493000	2494000	-0.03825136612021858
CP000393.1	2494000	2495000	-0.13157894736842105
CP000393.1	2495000	2496000	-0.08823529411764706
CP000393.1	2496000	2497000	0.11940298507462686
CP000393.1	2497000	2498000	-0.012285012285012284
CP000393.1	2498000	2499000	0.0913978494623656
CP000393.1	2499000	2500000	0.12994350282485875
CP000393.1	2500000	2501000	0.033846153846153845
CP000393.1	2501000	2502000	0.002770083102493075
CP000393.1	2502000	2503000	0.07042253521126761
CP000393.1	2503000	2504000	0.021671826625386997
CP000393.1	2504000	2505000	0.1079136690647482
CP000393.1	2505000	2506000	0.3146067415730337
CP000393.1	2506000	2507000	0.35135135135135137
CP000393.1	2507000	2508000	0.24324324324324326
CP000393.1	2508000	2509000	0.24653739612188366
CP000393.1	2509000	2510000	0.0038314176245210726
CP000393.1	2510000	2511000	0.2225201072386059
CP000393.1	2511000	2512000	0.1952662721893491
CP000393.1	2512000	2513000	0.1223021582733813
CP000393.1	2513000	2514000	-0.02127659574468085
CP000393.1	2514000	2515000	0.22388059701492538
CP000393.1	2515000	2516000	-0.002770083102493075
CP000393.1	2516000	2517000	-0.04269662921348315
CP000393.1	2517000	2518000	-0.008658008658008658
CP000393.1	2518000	2519000	-0.13274336283185842
CP000393.1	2519000	2520000	-0.055299539170506916
CP000393.1	2520000	2521000	-0.08878504672897196
CP000393.1	2521000	2522000	0.021739130434782608
CP000393.1	2522000	2523000	-0.10886075949367088
CP000393.1	2523000	2524000	-0.11374407582938388
CP000393.1	2524000	2525000	-0.10204081632653061
CP000393.1	2525000	2526000	-0.2971014492753623
CP000393.1	2526000	2527000	-0.10240963855421686
CP000393.1	2527000	2528000	0.24257425742574257
CP000393.1	2528000	2529000	0.12637362637362637
CP000393.1	2529000	2530000	-0.04046242774566474
CP000393.1	2530000	2531000	0.04377104377104377
CP000393.1	2531000	2532000	0.028037383177570093
CP000393.1	2532000	2533000	-0.19186046511627908
CP000393.1	2533000	2534000	0.04827586206896552
CP000393.1	2534000	2535000	-0.08093994778067885
CP000393.1	2535000	2536000	-0.0425531914893617
CP000393.1	2536000	2537000	0.0778816199376947
CP000393.1	2537000	2538000	0.045317220543806644
CP000393.1	2538000	2539000	0.07806691449814127
CP000393.1	2539000	2540000	0.05357142857142857
CP000393.1	2540000	2541000	0.013850415512465374
CP000393.1	2541000	2542000	-0.0028328611898017
CP000393.1	2542000	2543000	-0.04455445544554455
CP000393.1	2543000	2544000	-0.23261390887290168
CP000393.1	2544000	2545000	0.16666666666666666
CP000393.1	2545000	2546000	0.09905660377358491
CP000393.1	2546000	2547000	0.168141592920354
CP000393.1	2547000	2548000	-0.03832752613240418
CP000393.1	2548000	2549000	-0.03754266211604096
CP000393.1	2549000	2550000	-0.02702702702702703
CP000393.1	2550000	2551000	-0.05964912280701754
CP000393.1	2551000	2552000	-0.032490974729241874
CP000393.1	2552000	2553000	0.02027027027027027
CP000393.1	2553000	2554000	-0.053003533568904596
CP000393.1	2554000	2555000	-0.06504065040650407
CP000393.1	2555000	2556000	-0.25
CP000393.1	2556000	2557000	-0.1891891891891892
CP000393.1	2557000	2558000	-0.1705685618729097
CP000393.1	2558000	2559000	-0.25333333333333335
CP000393.1	2559000	2560000	-0.057750759878419454
CP000393.1	2560000	2561000	-0.0932475884244373
CP000393.1	2561000	2562000	-0.1582089552238806
CP000393.1	2562000	2563000	-0.1838006230529595
CP000393.1	2563000	2564000	-0.16326530612244897
CP000393.1	2564000	2565000	-0.14376996805111822
CP000393.1	2565000	2566000	-0.1875
CP000393.1	2566000	2567000	0.13564668769716087
CP000393.1	2567000	2568000	-0.06906906906906907
CP000393.1	2568000	2569000	-0.03170028818443804
CP000393.1	2569000	2570000	0.0962962962962963
CP000393.1	2570000	2571000	0.044854881266490766
CP000393.1	2571000	2572000	0.0
CP000393.1	2572000	2573000	0.006622516556291391
CP000393.1	2573000	2574000	0.0
CP000393.1	2574000	2575000	0.053824362606232294
CP000393.1	2575000	2576000	-0.19519519519519518
CP000393.1	2576000	2577000	-0.07958477508650519
CP000393.1	2577000	2578000	0.25757575757575757
CP000393.1	2578000	2579000	0.20634920634920634
CP000393.1	2579000	2580000	-0.07281553398058252
CP000393.1	2580000	2581000	-0.10628019323671498
CP000393.1	2581000	2582000	-0.20192307692307693
CP000393.1	2582000	2583000	0.07395498392282958
CP000393.1	2583000	2584000	-0.008645533141210375
CP000393.1	2584000	2585000	0.02005730659025788
CP000393.1	2585000	2586000	-0.003194888178913738
CP000393.1	2586000	2587000	-0.05612244897959184
CP000393.1	2587000	2588000	-0.2798053527980535
CP000393.1	2588000	2589000	-0.08585858585858586
CP000393.1	2589000	2590000	-0.013333333333333334
CP000393.1	2590000	2591000	-0.2875318066157761
CP000393.1	2591000	2592000	-0.11435523114355231
CP000393.1	2592000	2593000	0.09313725490196079
CP000393.1	2593000	2594000	0.02631578947368421
CP000393.1	2594000	2595000	-0.06711409395973154
CP000393.1	2595000	2596000	0.0
CP000393.1	2596000	2597000	-0.15570934256055363
CP000393.1	2597000	2598000	-0.1464968152866242
CP000393.1	2598000	2599000	-0.26993865030674846
CP000393.1	2599000	2600000	-0.2619047619047619
CP000393.1	2600000	2601000	-0.21068249258160238
CP000393.1	2601000	2602000	-0.04529616724738676
CP000393.1	2602000	2603000	0.046357615894039736
CP000393.1	2603000	2604000	-0.006329113924050633
CP000393.1	2604000	2605000	-0.06713780918727916
CP000393.1	2605000	2606000	-0.12418300653594772
CP000393.1	2606000	2607000	-0.4020618556701031
CP000393.1	2607000	2608000	-0.05398457583547558
CP000393.1	2608000	2609000	0.05325443786982249
CP000393.1	2609000	2610000	0.10734463276836158
CP000393.1	2610000	2611000	-0.03412073490813648
CP000393.1	2611000	2612000	0.08152173913043478
CP000393.1	2612000	2613000	0.029023746701846966
CP000393.1	2613000	2614000	-0.5011990407673861
CP000393.1	2614000	2615000	-0.248
CP000393.1	2615000	2616000	-0.0783132530120482
CP000393.1	2616000	2617000	-0.1826086956521739
CP000393.1	2617000	2618000	-0.23249299719887956
CP000393.1	2618000	2619000	-0.26993865030674846
CP000393.1	2619000	2620000	-0.15170278637770898
CP000393.1	2620000	2621000	0.07011070110701106
CP000393.1	2621000	2622000	0.0708215297450425
CP000393.1	2622000	2623000	0.12968299711815562
CP000393.1	2623000	2624000	0.09836065573770492
CP000393.1	2624000	2625000	0.20376175548589343
CP000393.1	2625000	2626000	0.16943521594684385
CP000393.1	2626000	2627000	-0.04487179487179487
CP000393.1	2627000	2628000	0.5562700964630225
CP000393.1	2628000	2629000	0.6818181818181818
CP000393.1	2629000	2630000	0.6254180602006689
CP000393.1	2630000	2631000	0.7197452229299363
CP000393.1	2631000	2632000	0.23404255319148937
CP000393.1	2632000	2633000	-0.025522041763341066
CP000393.1	2633000	2634000	0.24937027707808565
CP000393.1	2634000	2635000	-0.04020100502512563
CP000393.1	2635000	2636000	-0.07177033492822966
CP000393.1	2636000	2637000	-0.03926096997690531
CP000393.1	2637000	2638000	-0.10776942355889724
CP000393.1	2638000	2639000	-0.1323943661971831
CP000393.1	2639000	2640000	-0.2183288409703504
CP000393.1	2640000	2641000	-0.33516483516483514
CP000393.1	2641000	2642000	-0.1839080459770115
CP000393.1	2642000	2643000	-0.15692307692307692
CP000393.1	2643000	2644000	-0.12933753943217666
CP000393.1	2644000	2645000	-0.24102564102564103
CP000393.1	2645000	2646000	-0.16049382716049382
CP000393.1	2646000	2647000	-0.21613832853025935
CP000393.1	2647000	2648000	-0.009230769230769232
CP000393.1	2648000	2649000	-0.045871559633027525
CP000393.1	2649000	2650000	-0.003257328990228013
CP000393.1	2650000	2651000	-0.009900990099009901
CP000393.1	2651000	2652000	0.1407766990291262
CP000393.1	2652000	2653000	0.17777777777777778
CP000393.1	2653000	2654000	-0.06
CP000393.1	2654000	2655000	0.20588235294117646
CP000393.1	2655000	2656000	-0.10588235294117647
CP000393.1	2656000	2657000	-0.06451612903225806
CP000393.1	2657000	2658000	-0.16819571865443425
CP000393.1	2658000	2659000	-0.31521739130434784
CP000393.1	2659000	2660000	-0.1794871794871795
CP000393.1	2660000	2661000	-0.215
CP000393.1	2661000	2662000	-0.2676767676767677
CP000393.1	2662000	2663000	-0.22615803814713897
CP000393.1	2663000	2664000	0.043478260869565216
CP000393.1	2664000	2665000	0.012738853503184714
CP000393.1	2665000	2666000	-0.01483679525222552
CP000393.1	2666000	2667000	0.14659685863874344
CP000393.1	2667000	2668000	0.21037463976945245
CP000393.1	2668000	2669000	0.09523809523809523
CP000393.1	2669000	2670000	0.17037037037037037
CP000393.1	2670000	2671000	0.21921921921921922
CP000393.1	2671000	2672000	0.30900243309002434
CP000393.1	2672000	2673000	0.09385113268608414
CP000393.1	2673000	2674000	0.09554140127388536
CP000393.1	2674000	2675000	-0.10163934426229508
CP000393.1	2675000	2676000	0.037037037037037035
CP000393.1	2676000	2677000	0.1387900355871886
CP000393.1	2677000	2678000	-0.050746268656716415
CP000393.1	2678000	2679000	0.18579234972677597
CP000393.1	2679000	2680000	0.18032786885245902
CP000393.1	2680000	2681000	-0.03978779840848806
CP000393.1	2681000	2682000	-0.06077348066298342
CP000393.1	2682000	2683000	-0.22448979591836735
CP000393.1	2683000	2684000	0.1791907514450867
