#chromosome	start	end	log2FoldChange
CP000393.1	40836	41411	-0.619575478272469
CP000393.1	6271110	6273488	-0.29360211020913696
CP000393.1	6286709	6288205	0.237334148818529
CP000393.1	5805541	5806308	-0.283888282543448
CP000393.1	6787978	6788220	0.30823989206920194
CP000393.1	1030632	1030886	0.271611687633667
CP000393.1	3148004	3148585	0.230793819936974
CP000393.1	556288	561606	-0.34246794744816994
CP000393.1	6332733	6333494	0.31316712193351803
CP000393.1	1764326	1765177	-0.37215686828857103
CP000393.1	4404604	4405752	-0.28617686028871997
CP000393.1	4699161	4699859	-0.484719363239019
CP000393.1	5247102	5249225	-0.21541380073068897
CP000393.1	7206543	7207583	-0.287029444645023
CP000393.1	1009357	1010580	-0.28927381163870897
CP000393.1	6157059	6157784	0.232785466636547
CP000393.1	3132658	3133047	-0.303173374846866
CP000393.1	6811774	6814512	-0.537858740365197
CP000393.1	1020821	1027000	-0.375824755012561
CP000393.1	5018841	5019143	0.226726818439028
CP000393.1	5463130	5463906	0.273794287897936
CP000393.1	3328892	3330991	-0.312674349316281
CP000393.1	3507804	3511928	-0.291841264186326
CP000393.1	4394349	4396478	-0.333209500154635
CP000393.1	480768	481508	-0.293302659928959
CP000393.1	6278855	6279109	-0.5327121545510329
CP000393.1	1073905	1074138	-0.459603832407877
CP000393.1	7542265	7542885	-0.242860213642935
CP000393.1	6440262	6440552	0.282170234475198
CP000393.1	3663405	3664739	-0.27111085817496805
CP000393.1	4262970	4263311	-0.317584954675443
CP000393.1	3052338	3052799	-0.3871347198420829
CP000393.1	6867812	6868915	0.363711679636819
CP000393.1	1275919	1277823	0.4125071493607629
CP000393.1	5597273	5598328	-0.429120099214244
CP000393.1	5181207	5183684	-0.29700109053069895
CP000393.1	1308378	1312364	-0.3730086970145779
CP000393.1	3797171	3798571	-0.23581204108332002
CP000393.1	6929873	6930574	-0.36331566778522706
CP000393.1	4925465	4926214	-0.323700950347805
CP000393.1	7475278	7475700	0.39763500071140206
CP000393.1	4239993	4241480	0.252673359475218
CP000393.1	3767797	3769512	0.37459272132522903
CP000393.1	2978472	2978999	0.294827303664903
CP000393.1	2608439	2609413	0.33810761006539397
CP000393.1	1036276	1038555	-0.21642740834605803
CP000393.1	2495998	2496975	0.241575271310791
CP000393.1	1018348	1020558	-0.458203650033188
CP000393.1	2954960	2955835	0.24254727285133898
CP000393.1	6673177	6673482	0.26372122255639197
CP000393.1	5488977	5491328	0.3988079933381721
CP000393.1	534200	535810	-0.40444657145621205
CP000393.1	5782720	5783757	-0.596253936599384
CP000393.1	2133698	2135026	0.322624128051287
CP000393.1	163385	163648	-0.462832400354351
CP000393.1	2000615	2001211	0.229850123245792
CP000393.1	2465278	2466384	0.349770702097133
CP000393.1	2776526	2776834	0.274853893617515
CP000393.1	3184954	3185778	-0.29085664177655396
CP000393.1	4529052	4531796	-0.201029880961582
CP000393.1	7247433	7248218	0.36352949026919396
CP000393.1	3576309	3576746	-0.248605343716309
CP000393.1	2763776	2764633	-0.22192304498966198
CP000393.1	2131087	2131248	0.338409555274489
CP000393.1	7622202	7623740	-0.190485674008575
CP000393.1	798757	800184	-0.253867309531368
CP000393.1	838332	839417	0.355216320277127
CP000393.1	4127918	4128370	-0.311008930080939
CP000393.1	6308307	6308738	-0.261881146796082
CP000393.1	5610777	5611019	-0.42831753085880103
CP000393.1	5560800	5561702	0.34742382472604605
CP000393.1	5784151	5784537	-0.23088123256687898
CP000393.1	6169488	6170168	0.271309655514031
CP000393.1	4503596	4503877	0.204087484490284
CP000393.1	2270596	2270847	0.40488799387629704
CP000393.1	3506525	3507313	-0.239254955716867
CP000393.1	4771165	4774362	0.6198254552291279
CP000393.1	3774249	3775649	0.40221375669273296
CP000393.1	1256445	1257632	0.31687065331140896
CP000393.1	7148647	7150752	0.411642645913773
CP000393.1	3364965	3365945	-0.28149794983251003
CP000393.1	3497028	3497783	-0.35989616562734605
CP000393.1	4266020	4266961	0.36544153664497
CP000393.1	6348239	6348964	-0.365636151257746
CP000393.1	6524284	6525108	-0.268135406457255
CP000393.1	7443310	7443462	-0.43856305075276597
CP000393.1	6477506	6478018	-0.18420943490889002
CP000393.1	456754	457272	-0.419236028103562
CP000393.1	1381500	1382981	0.26192441014675
CP000393.1	3923071	3925230	-0.318146154871509
CP000393.1	5811234	5812115	-0.27967406412822304
CP000393.1	719131	720036	0.26564145074706597
CP000393.1	4301468	4303120	0.279109743577959
CP000393.1	6207070	6208071	-0.22284066701922
CP000393.1	4145947	4146816	-0.49736241102962503
CP000393.1	3377752	3378537	-0.34572582803626895
CP000393.1	3438446	3438727	-0.48897375259665704
CP000393.1	6379583	6380458	0.45490725435689794
CP000393.1	1035817	1036140	0.29443555793485904
CP000393.1	3002740	3003018	-0.6423664581330361
CP000393.1	3651037	3653145	0.20345926778287998
CP000393.1	135778	138564	0.26998638630162397
CP000393.1	307162	308481	0.18629664940719298
CP000393.1	778406	778600	-0.233415138681783
CP000393.1	1133346	1134239	0.231522767888937
CP000393.1	2648914	2649309	0.28806988827954305
CP000393.1	6843590	6844792	-0.5108023373810411
CP000393.1	7494227	7495207	0.258609023233364
CP000393.1	622277	623410	0.171704984331671
CP000393.1	1030880	1031239	-0.288491347703355
CP000393.1	2284654	2284980	0.294290280392688
CP000393.1	6057969	6059126	-0.302634569089877
CP000393.1	1827259	1827642	0.17345716366231198
CP000393.1	6751330	6751620	0.6471419695162851
CP000393.1	116114	116977	-0.32983837090095003
CP000393.1	4995185	4996342	-0.285023490085703
CP000393.1	1117041	1118570	0.338794676143215
CP000393.1	4428760	4429377	-0.344619815532542
CP000393.1	4154413	4154598	0.273590139588325
CP000393.1	1207636	1208475	-0.393825413331691
CP000393.1	3470115	3470741	-0.503679438126183
CP000393.1	2827951	2828604	0.273862332454804
CP000393.1	2149880	2150767	0.444200425988741
CP000393.1	240062	241228	-0.220043628025029
CP000393.1	3153509	3154303	0.246645797670026
CP000393.1	2309270	2309782	0.21111305273712802
CP000393.1	2888237	2896291	-0.326204309789594
CP000393.1	5134666	5136087	-0.414721384196147
CP000393.1	870049	871497	-0.312347839666855
CP000393.1	2361896	2362381	-0.660946093662879
CP000393.1	3989526	3990599	-0.39287124280365204
CP000393.1	4396697	4398478	0.40630491667786406
CP000393.1	7728422	7730791	-0.274027712511006
CP000393.1	4101233	4101694	-0.33134643335151504
CP000393.1	1883036	1883473	0.579487461670515
CP000393.1	679909	680187	0.571751181198468
CP000393.1	3226722	3228179	0.20763603049225401
CP000393.1	7657453	7659282	0.29680434910868897
CP000393.1	2353916	2359255	-0.257958551028687
CP000393.1	4313520	4314593	-0.316938463025821
CP000393.1	2670850	2671974	0.230831484097246
CP000393.1	1079303	1082704	-0.293999818483545
CP000393.1	2621232	2622833	-0.24524094166646201
CP000393.1	2728673	2730601	-0.19756310614123396
CP000393.1	5937958	5938557	-0.296704092894462
CP000393.1	4118496	4119104	0.252297048770147
CP000393.1	6982398	6983411	-0.23170332398577803
CP000393.1	5272323	5272484	-0.36142159389824396
CP000393.1	5672396	5674945	0.22671760055400603
CP000393.1	6011216	6011569	0.29306108059539804
CP000393.1	825705	825887	0.579817435320189
CP000393.1	2826622	2827839	0.206751129609911
CP000393.1	3962267	3963112	-0.281093426094026
CP000393.1	881101	882081	-0.288300721710093
CP000393.1	6910533	6911999	0.218123651625698
CP000393.1	500956	501675	0.460130880984852
CP000393.1	4029617	4030210	-0.236318982914466
CP000393.1	1404361	1404582	-0.312402410718146
CP000393.1	1930019	1930708	0.28600762736136204
CP000393.1	5093799	5094323	-0.158687926109129
CP000393.1	197814	198488	-0.300035511158073
CP000393.1	5307429	5308349	0.327452321604029
CP000393.1	6815319	6816425	0.272050003886436
CP000393.1	525128	532096	-0.22593631354742003
CP000393.1	3043880	3046588	0.17170400670292904
CP000393.1	4545212	4546975	0.36173378635904996
CP000393.1	5108871	5109995	-0.292950371018737
CP000393.1	5426489	5426722	-0.41196981432053603
CP000393.1	4153087	4154067	0.19723742820047502
CP000393.1	4479979	4483209	0.25859346566016606
CP000393.1	4694429	4696336	0.29416190609153603
CP000393.1	6016372	6016554	-0.31215633317726393
CP000393.1	3920671	3921306	-0.347210518602093
CP000393.1	3195835	3196662	-0.305358502274589
CP000393.1	7211884	7212291	-0.255899573048188
CP000393.1	1124315	1124830	0.202937645686185
CP000393.1	4609991	4610869	-0.29231708897499603
CP000393.1	7630504	7631664	0.316225146755497
CP000393.1	7676243	7680283	0.23417305134211802
CP000393.1	1039586	1040161	-0.247191515305411
CP000393.1	71367	72836	0.267524063089014
CP000393.1	7492398	7493225	0.19479887634172802
CP000393.1	1430592	1431749	-0.41506965606685897
CP000393.1	889556	890587	0.283621625615828
CP000393.1	4130682	4133192	-0.191514389530627
CP000393.1	7724989	7725564	-0.323006545489769
CP000393.1	5421774	5422025	-0.388528996738834
CP000393.1	6513286	6513720	0.225819002057501
CP000393.1	125895	127244	-0.23239588385216797
CP000393.1	3028864	3029559	0.298946359653437
CP000393.1	3624340	3625269	-0.263030391932753
CP000393.1	4489709	4490083	0.27327628782292
CP000393.1	492550	493929	-0.294217281416807
CP000393.1	5257225	5257983	-0.23413695637323603
CP000393.1	5148724	5149209	0.226325991149038
CP000393.1	6040280	6040519	0.180969565760243
CP000393.1	3324038	3324283	-0.389615397704911
CP000393.1	3581233	3581475	0.30407859839182105
CP000393.1	325107	326174	-0.303905076621506
CP000393.1	3577180	3578250	0.24730139334430198
CP000393.1	3665247	3666287	-0.19817757710103698
CP000393.1	4584744	4585874	-0.204156640382347
CP000393.1	606874	607626	-0.27188177905039
CP000393.1	5655409	5658126	-0.32274095338865305
CP000393.1	6669633	6669944	0.485231950299568
CP000393.1	4363322	4365670	-0.323156114076862
CP000393.1	1213870	1214370	0.21927251698688
CP000393.1	3260681	3262474	0.274542043158018
CP000393.1	3685282	3686040	0.20351894181414298
CP000393.1	4522120	4523082	-0.262322228273011
CP000393.1	1833837	1834673	0.2767092055143
CP000393.1	810031	810729	-0.5339422765374929
CP000393.1	930908	931135	-0.28256390245326096
CP000393.1	5214314	5215996	-0.260467730561002
CP000393.1	4123627	4124745	-0.15660175262494597
CP000393.1	721508	723409	-0.241897774071691
CP000393.1	1410906	1411763	-0.21769082933292602
CP000393.1	1676566	1678770	-0.3651860610083111
CP000393.1	1914921	1915883	0.213541735557154
CP000393.1	2792815	2794788	0.288666227508237
CP000393.1	6695990	6697543	-0.382230928005173
CP000393.1	197382	197672	-0.336226682073622
CP000393.1	2405638	2406150	-0.21260422875227303
CP000393.1	4267522	4268625	0.188524041558768
CP000393.1	7387430	7387711	-0.42517139359458095
CP000393.1	5402954	5403967	0.205353596420233
CP000393.1	4224522	4225331	-0.315869269131512
CP000393.1	6653983	6655119	-0.25252028394958104
CP000393.1	6304293	6304394	0.534793805351552
CP000393.1	5591170	5591316	0.32267411536311996
CP000393.1	7537610	7538287	-0.204491492850148
CP000393.1	581688	583043	0.38986325074188
CP000393.1	788524	789246	0.17391242128255
CP000393.1	127898	128116	0.41429748464351096
CP000393.1	7543284	7544237	-0.27427924921390695
CP000393.1	1441709	1442476	-0.389098135350517
CP000393.1	5409861	5410586	-0.170352625787368
CP000393.1	3522037	3522942	0.27820284516300103
CP000393.1	415937	417622	0.506160431866285
CP000393.1	4698377	4698835	-0.453458614828931
CP000393.1	5662843	5664108	0.21515417869353898
CP000393.1	281404	284049	-0.167240729312895
CP000393.1	1838475	1839092	-0.23869059332356
CP000393.1	5586330	5587103	0.34182221682976194
CP000393.1	4321194	4321547	0.262786855556012
CP000393.1	2262896	2263339	0.202194870360984
CP000393.1	494912	495502	0.285851192700663
CP000393.1	3348503	3349204	0.188368500708607
CP000393.1	2724804	2725916	-0.270836925726826
CP000393.1	6983421	6984437	-0.28970453739213203
CP000393.1	2442907	2445636	-0.265334156209811
CP000393.1	1808387	1809424	-0.185720510463535
CP000393.1	4713252	4713545	-0.23789935908420998
CP000393.1	4883740	4883856	0.276014348919278
CP000393.1	2452863	2453960	0.187135824635218
CP000393.1	7417678	7418049	0.284735848487938
CP000393.1	4471893	4472156	-0.191918491329154
CP000393.1	515297	516334	0.39365244475109706
CP000393.1	1688760	1690061	-0.28954666933454304
CP000393.1	5611032	5611151	-0.367910844907641
CP000393.1	993008	994957	0.187736870622412
CP000393.1	5269160	5272141	0.390762433062216
CP000393.1	324132	325088	-0.20659307841055496
CP000393.1	1930923	1931513	0.19707879337629103
CP000393.1	5038438	5039751	-0.21015438935692998
CP000393.1	5372195	5374717	-0.24162410154826802
CP000393.1	7633432	7634532	-0.30848244225549
CP000393.1	975384	975956	-0.49204189736178006
CP000393.1	2566422	2567252	-0.13661749822405803
CP000393.1	4831666	4832373	0.178896520417519
CP000393.1	4151936	4152757	-0.313496756498854
CP000393.1	1432961	1434688	0.31184724915346695
CP000393.1	2775870	2776505	0.28479174619118297
CP000393.1	3584216	3585082	0.167577860913749
CP000393.1	724335	725195	0.14869978718752802
CP000393.1	6752481	6753428	0.19583295413738397
CP000393.1	7132648	7133148	-0.193928803708019
CP000393.1	833050	833985	-0.528938980225938
CP000393.1	4548636	4549673	0.178727637757219
CP000393.1	3865117	3866100	-0.169135678455518
CP000393.1	3357736	3358503	-0.358105914032443
CP000393.1	5367357	5372069	-0.263679303942511
CP000393.1	6574337	6575470	-0.41940832738933004
CP000393.1	1408255	1408719	-0.21981684265554602
CP000393.1	6390182	6391003	0.8610426378657641
CP000393.1	7683000	7683551	-0.22731522446646502
CP000393.1	5641369	5645715	0.316086209546003
CP000393.1	39907	40488	-0.300028462430207
CP000393.1	1355187	1355828	0.38695580543739
CP000393.1	6673602	6673958	0.19006063445822
CP000393.1	927461	929014	0.18428072722651298
CP000393.1	1412227	1412706	-0.286569308760683
CP000393.1	5118461	5120449	0.340317194620427
CP000393.1	5238089	5239618	-0.13368896953663
CP000393.1	3381769	3382164	-0.458704940911267
CP000393.1	6426812	6426883	-0.904932833475112
CP000393.1	4575288	4575863	0.29298978416555
CP000393.1	1214728	1215552	0.16623107997571399
CP000393.1	3464417	3465613	-0.222944390040114
CP000393.1	4474215	4475930	0.165696395166547
CP000393.1	2507251	2507844	-0.246483273122072
CP000393.1	5842271	5844271	-0.21814882110232897
CP000393.1	5415475	5415924	-0.19278742440825303
CP000393.1	284158	284673	-0.206592594238704
CP000393.1	4226413	4227732	0.179890538630151
CP000393.1	1216100	1217077	0.388179430891289
CP000393.1	3579255	3580409	0.23022462140831199
CP000393.1	4865769	4866434	-0.30733117703543106
CP000393.1	5825984	5826412	0.324610511327468
CP000393.1	4749656	4750912	0.24371479356272302
CP000393.1	6125183	6126112	-0.28363572519664504
CP000393.1	4178362	4179213	-0.239624997705971
CP000393.1	4917942	4919216	0.279173579239134
CP000393.1	1749582	1749935	0.309878835514847
CP000393.1	6452079	6453833	-0.225293415914351
CP000393.1	6405667	6407919	-0.21798052834066198
CP000393.1	1925413	1926099	-0.34273893626119706
CP000393.1	2420398	2421585	-0.35567893063021794
CP000393.1	315196	317253	-0.185491262878632
CP000393.1	1147651	1148427	0.188202743898555
CP000393.1	1789134	1789367	-0.451523451945289
CP000393.1	677883	678125	0.495751926618237
CP000393.1	2306692	2308485	0.19529639976118401
CP000393.1	4679856	4681199	-0.252319324771686
CP000393.1	1747476	1748141	0.268521787453829
CP000393.1	5154768	5158232	-0.401177237382658
CP000393.1	6145073	6145336	0.18330937705400102
CP000393.1	4905458	4906150	0.175874849223856
CP000393.1	5764286	5766127	-0.210833838116391
CP000393.1	5210555	5213176	-0.323287758147092
CP000393.1	3317630	3318853	-0.23854099975159998
CP000393.1	1096877	1097611	0.169504442597703
CP000393.1	3385930	3391242	0.181019348099132
CP000393.1	7420788	7421825	-0.25348725741405903
CP000393.1	1498060	1499565	0.19685394356307
CP000393.1	5103723	5104544	-0.213278946849573
CP000393.1	5715997	5716530	-0.23358166534044103
CP000393.1	1482519	1483148	-0.23506733066863802
CP000393.1	1584567	1584785	-0.303526614779659
CP000393.1	7488488	7488775	0.15912949096713
CP000393.1	2966151	2966789	-0.39565917082427504
CP000393.1	5404565	5404699	0.23448903208819502
CP000393.1	3025997	3026461	-0.22744973785228195
CP000393.1	279451	280641	-0.236954957378335
CP000393.1	5791529	5791933	-0.41809536142975395
CP000393.1	383619	384155	-0.27048226612542
CP000393.1	7338710	7339261	0.3363445533025449
CP000393.1	1271553	1272392	0.25109170064516195
CP000393.1	7626517	7630248	-0.246090157476002
CP000393.1	1448619	1448921	-0.389957181182437
CP000393.1	1922203	1922877	-0.17558143679989402
CP000393.1	3327935	3328837	-0.219829305896713
CP000393.1	3994920	3995174	-0.429977768805517
CP000393.1	647650	648378	-0.2503431099133
CP000393.1	7397424	7397681	-0.39521669432799295
CP000393.1	7031877	7032635	0.31561525672234403
CP000393.1	7547130	7548305	-0.24125079811449499
CP000393.1	4782899	4783945	0.22023721356680398
CP000393.1	4214709	4216178	-0.160288630236064
CP000393.1	238306	239277	-0.12520766767025202
CP000393.1	1728100	1729266	-0.33777220465733
CP000393.1	4245973	4247271	0.23794813843105
CP000393.1	3251479	3251907	0.35718198183461897
CP000393.1	6318151	6318486	0.146617096748456
CP000393.1	4792607	4793767	-0.191595317774075
CP000393.1	4367779	4374783	0.20114998526514002
CP000393.1	5352107	5352814	0.26927945998942004
CP000393.1	6883492	6885699	-0.15549602354513
CP000393.1	520009	522129	-0.14806117566490498
CP000393.1	1218825	1219193	0.32469651475225203
CP000393.1	5568997	5569824	0.156857764166085
CP000393.1	4888424	4888987	0.280971437205646
CP000393.1	7062580	7063164	-0.168861422123133
CP000393.1	3196755	3198029	-0.309898802032216
CP000393.1	2936256	2937893	-0.23129384934469802
CP000393.1	4399306	4401162	0.260125202274573
CP000393.1	4787592	4788803	0.224995938031584
CP000393.1	6142870	6143571	0.36535659179367297
CP000393.1	6947456	6947698	0.275575051164378
CP000393.1	4356606	4358057	-0.313179394324137
CP000393.1	696402	696863	-0.305056219443955
CP000393.1	3703342	3704421	-0.20350326141612998
CP000393.1	4702432	4703958	-0.315157918219097
CP000393.1	7037993	7039072	0.400230392995354
CP000393.1	2551876	2552943	0.238145738799272
CP000393.1	6861868	6862968	-0.204020813693772
CP000393.1	55816	56544	0.139280698541255
CP000393.1	4114448	4116106	-0.18290485681790097
CP000393.1	5614688	5614786	-0.517618153792379
CP000393.1	816445	817824	-0.245294758591767
CP000393.1	1184631	1185065	0.149049780631295
CP000393.1	10371	10973	0.17297039236791398
CP000393.1	784902	785930	0.17812974340554602
CP000393.1	6441892	6443136	0.129016330011884
CP000393.1	4010534	4012861	0.29354473021487104
CP000393.1	2960960	2961700	0.23418299187528802
CP000393.1	3982914	3983996	-0.13866846268392802
CP000393.1	1203288	1204619	0.212650418752161
CP000393.1	2856595	2857356	-0.36989965355279797
CP000393.1	6536914	6539223	-0.194604379018631
CP000393.1	7607098	7609413	0.257392947712271
CP000393.1	700843	702060	0.136292819782587
CP000393.1	3212172	3213308	0.2211379255955
CP000393.1	1667703	1670750	0.142554551694369
CP000393.1	6231721	6232740	0.36838949123853004
CP000393.1	2071942	2072889	0.16163937025658098
CP000393.1	2676199	2676519	0.274024466558841
CP000393.1	5301467	5304766	0.17788045551790302
CP000393.1	1655922	1656212	-0.398323530319726
CP000393.1	4519407	4520444	-0.24040999642555497
CP000393.1	373560	375467	0.20488190992188698
CP000393.1	976490	977383	0.26278119190006605
CP000393.1	1911568	1913487	-0.197279268018017
CP000393.1	2727396	2728643	-0.187223730657059
CP000393.1	6412451	6415675	-0.191000785554549
CP000393.1	934521	935816	0.156387720347221
CP000393.1	1511514	1513337	-0.19507674373390102
CP000393.1	2286427	2286921	0.191699737028276
CP000393.1	4366860	4366979	0.46512703249924
CP000393.1	4557925	4558137	-0.315291506296981
CP000393.1	7230886	7231026	0.350955499691798
CP000393.1	5716569	5716757	0.300563367382924
CP000393.1	5483724	5484596	0.194337653730518
CP000393.1	4791695	4792447	-0.13781717623335998
CP000393.1	1869679	1870758	-0.12276558961507
CP000393.1	5991252	5991998	0.23885240695342
CP000393.1	6204670	6206682	-0.113588676748824
CP000393.1	6247182	6248372	0.15868615044472698
CP000393.1	7362415	7364067	-0.147393865069107
CP000393.1	4494784	4495314	-0.305470060122091
CP000393.1	891343	901950	-0.282999884286127
CP000393.1	702713	703441	-0.17918757430675897
CP000393.1	6220253	6220510	-0.39327819020460203
CP000393.1	1602686	1603732	-0.15748005914181198
CP000393.1	1701534	1703168	0.32876343901815197
CP000393.1	6037303	6038010	-0.19863903461895802
CP000393.1	5365210	5365992	0.16663236514017302
CP000393.1	354244	356607	0.161901745354372
CP000393.1	401698	402621	-0.149953125498677
CP000393.1	1034058	1035113	0.217792211559225
CP000393.1	3644581	3646008	0.224320263642346
CP000393.1	5252486	5253415	-0.131488163420789
CP000393.1	564791	565687	0.25132077691932997
CP000393.1	3320294	3320944	0.30801798610692
CP000393.1	4003106	4003387	-0.308974698422588
CP000393.1	5001755	5004514	-0.225229947067535
CP000393.1	5136706	5139645	-0.168740197097772
CP000393.1	7072002	7073312	0.183615169042404
CP000393.1	5068307	5070214	0.229280478442318
CP000393.1	6656389	6657726	-0.194477316428754
CP000393.1	2174746	2175996	-0.232546250004308
CP000393.1	6579712	6581169	0.27607754572911797
CP000393.1	5280817	5281719	-0.326556159830524
CP000393.1	1826159	1827190	0.125765795612199
CP000393.1	1568627	1569361	-0.17031208176895402
CP000393.1	1287239	1289170	-0.17845748074348997
CP000393.1	1435221	1435445	0.375525933528506
CP000393.1	6577622	6579505	0.230647749064976
CP000393.1	6053570	6053881	-0.15122003910349802
CP000393.1	6478320	6479099	0.14544615847739198
CP000393.1	3572228	3574060	0.20844338343031102
CP000393.1	7209995	7211125	-0.164317194323531
CP000393.1	298526	300574	0.162250478483425
CP000393.1	5818499	5819272	-0.17717249836841
CP000393.1	4035385	4036191	-0.19229249336526896
CP000393.1	6848691	6849113	-0.164809650233053
CP000393.1	6391780	6392094	0.676847666923556
CP000393.1	6111405	6113033	0.126556256536239
CP000393.1	7641590	7642537	0.493479783549176
CP000393.1	1723362	1724966	0.180554865445101
CP000393.1	3974696	3974914	-0.23542294739913397
CP000393.1	3873909	3874835	-0.18608737939913803
CP000393.1	3114067	3115233	0.148096386062646
CP000393.1	6805225	6808089	-0.178739159426245
CP000393.1	3614311	3615111	0.242892483312876
CP000393.1	783486	784217	0.17481481832877901
CP000393.1	6458807	6460912	0.21987457764674898
CP000393.1	1069580	1069819	0.212874637780534
CP000393.1	3258626	3259342	-0.220823755497143
CP000393.1	5045953	5046927	0.19582322965068302
CP000393.1	6779582	6780403	0.10613964003893599
CP000393.1	1955383	1955784	-0.33043064917549203
CP000393.1	7005578	7005775	0.16928613305113502
CP000393.1	652887	654566	-0.160554619073882
CP000393.1	1041012	1041449	0.15520467269659
CP000393.1	4788951	4789370	0.171674987218953
CP000393.1	5350976	5351644	-0.310490725060393
CP000393.1	6009686	6009883	-0.249504773981355
CP000393.1	7033113	7036100	0.16799140474869598
CP000393.1	6583705	6584580	-0.260412764496102
CP000393.1	620588	621844	0.20624596479208998
CP000393.1	2664454	2665182	0.126281791379661
CP000393.1	4392554	4393909	-0.290081643106322
CP000393.1	6435652	6436602	0.21789710206043802
CP000393.1	597558	598646	-0.22421207737604
CP000393.1	5474963	5475748	-0.24007738351396601
CP000393.1	4533422	4533955	0.22612210556713602
CP000393.1	4830526	4831443	0.153406198552805
CP000393.1	1238060	1239115	0.300360965387243
CP000393.1	2578065	2578424	-0.462633095763661
CP000393.1	3885105	3885875	-0.172776294546605
CP000393.1	443535	444284	0.2197045086795
CP000393.1	2327021	2328724	-0.13770913519154998
CP000393.1	7344438	7346654	-0.132963638141061
CP000393.1	7357523	7359022	0.21308523009169103
CP000393.1	6008576	6009457	-0.127517493662664
CP000393.1	6858460	6859245	-0.138092768120712
CP000393.1	1536955	1538265	0.34477278563669006
CP000393.1	834224	838024	-0.284641154574454
CP000393.1	1793933	1795171	-0.131532779289364
CP000393.1	5418121	5419038	-0.216354037275059
CP000393.1	1126451	1126627	0.23056256701472896
CP000393.1	3568160	3568531	-0.303545387125095
CP000393.1	1206998	1207636	-0.22867231367236898
CP000393.1	2923192	2926284	-0.201634720646632
CP000393.1	497092	497943	-0.227124099371198
CP000393.1	5707847	5709430	0.20098507289571899
CP000393.1	6931402	6932475	0.16798855120953501
CP000393.1	3333958	3334386	-0.39320159547877104
CP000393.1	1997564	1998322	-0.229669118166207
CP000393.1	3447874	3449256	-0.18023016192434
CP000393.1	7217034	7218083	0.240104555702691
CP000393.1	6874976	6878719	-0.36178256523953495
CP000393.1	6076051	6078795	-0.18235403014298301
CP000393.1	3988466	3988867	-0.208733437121089
CP000393.1	4004575	4008168	-0.236732654245802
CP000393.1	222270	224264	0.18681273933644396
CP000393.1	7329873	7332980	-0.24106164421650197
CP000393.1	3735023	3736231	0.149171955182518
CP000393.1	3253560	3253838	-0.267804308520431
CP000393.1	5450918	5451994	0.176124698791278
CP000393.1	5145169	5145780	-0.140226612670116
CP000393.1	4517947	4518867	-0.171218088987232
CP000393.1	7592455	7593471	0.269623704020032
CP000393.1	2133018	2133284	0.29560622568601896
CP000393.1	6990560	6991048	0.36927335443663
CP000393.1	7550127	7551692	0.12608204596239803
CP000393.1	459720	460340	0.18965601428438
CP000393.1	4873372	4874109	-0.145099338998097
CP000393.1	5404712	5404837	0.19458533256567198
CP000393.1	7135900	7136181	-0.218619992992595
CP000393.1	6495672	6496643	-0.352331638353291
CP000393.1	1261083	1261331	-0.227527319158867
CP000393.1	1771236	1772108	-0.277302053026502
CP000393.1	6299635	6300399	0.14955602638173002
CP000393.1	460361	460780	-0.18241078921086698
CP000393.1	3214273	3216798	0.18184586802093103
CP000393.1	1055790	1058525	0.146194382978116
CP000393.1	5193904	5195148	-0.10057772527043199
CP000393.1	6141901	6142839	-0.152278358448167
CP000393.1	7230136	7230768	0.143615305990074
CP000393.1	4882297	4883631	0.12429862471606402
CP000393.1	3008623	3010032	-0.19284208957002
CP000393.1	2182028	2182204	-0.24240928146565602
CP000393.1	4704795	4706996	-0.184817869123081
CP000393.1	7048898	7049746	0.186439536255318
CP000393.1	5503569	5503916	-0.32216038790253804
CP000393.1	4102592	4103863	0.169555613186459
CP000393.1	5251339	5252268	-0.14666641369458402
CP000393.1	6661038	6661244	-0.23959196966662102
CP000393.1	5848354	5849331	-0.139928476466884
CP000393.1	3442819	3445560	0.20684237948949102
CP000393.1	5617272	5617796	0.27244452912829
CP000393.1	6625846	6625968	-0.35696174045178997
CP000393.1	7082009	7082875	0.13602661857529902
CP000393.1	2624876	2625889	-0.0949170152220987
CP000393.1	786994	787938	0.111211153008739
CP000393.1	6555370	6556761	0.14756389102688097
CP000393.1	2434413	2436308	0.241383021873259
CP000393.1	1690505	1691377	-0.15506727567717402
CP000393.1	2970430	2970837	0.199684153334001
CP000393.1	1454098	1454445	0.0826937916544068
CP000393.1	5717512	5719536	0.117316749261414
CP000393.1	495589	496197	-0.18311351833053696
CP000393.1	6046275	6046613	0.149522302141558
CP000393.1	2430333	2432159	-0.2298762719576
CP000393.1	2773777	2774766	0.0845104613890261
CP000393.1	3744874	3745344	-0.136250323124534
CP000393.1	4920861	4922648	0.291323284249609
CP000393.1	3605134	3605445	0.181968746415712
CP000393.1	1763965	1764252	-0.26019096635815
CP000393.1	3523142	3524452	0.134526347759944
CP000393.1	4239074	4239337	-0.17207874514444998
CP000393.1	1406490	1407422	0.128717524840453
CP000393.1	2448737	2449576	0.183059682435183
CP000393.1	5458122	5458682	-0.11434457003449
CP000393.1	2830241	2830828	0.172487509112906
CP000393.1	4203102	4204340	-0.205920785315537
CP000393.1	5771232	5771591	-0.30112792161520396
CP000393.1	3514663	3515331	0.15784884742021899
CP000393.1	4519092	4519349	-0.303578066282456
