#chromosome	start	end	coverage
CP000393.1	1722000	1723000	30.542
CP000393.1	1723000	1724000	272.385
CP000393.1	1724000	1725000	2.774
CP000393.1	1725000	1726000	0.376
CP000393.1	1726000	1727000	5.144
CP000393.1	1727000	1728000	15.564
CP000393.1	1728000	1729000	0.864
CP000393.1	1729000	1730000	5.099
CP000393.1	1730000	1731000	4.705
CP000393.1	1731000	1732000	1.21
CP000393.1	1732000	1733000	4.877
CP000393.1	1733000	1734000	3.013
CP000393.1	1734000	1735000	4.367
CP000393.1	1735000	1736000	5.959
CP000393.1	1736000	1737000	1.035
CP000393.1	1737000	1738000	4.773
CP000393.1	1738000	1739000	31.913
CP000393.1	1739000	1740000	1.416
CP000393.1	1740000	1741000	0.807
CP000393.1	1741000	1742000	5.836
CP000393.1	1742000	1743000	23.622
CP000393.1	1743000	1744000	40.749
CP000393.1	1744000	1745000	55.16
CP000393.1	1745000	1746000	23.506
CP000393.1	1746000	1747000	0.092
CP000393.1	1747000	1748000	0.295
CP000393.1	1748000	1749000	0.473
CP000393.1	1749000	1750000	1.386
CP000393.1	1750000	1751000	0.692
CP000393.1	1751000	1752000	0.748
CP000393.1	1752000	1753000	620.984
CP000393.1	1753000	1754000	5877.324
CP000393.1	1754000	1755000	8.906
CP000393.1	1755000	1756000	20.204
CP000393.1	1756000	1757000	1.23
CP000393.1	1757000	1758000	0.549
CP000393.1	1758000	1759000	1.145
CP000393.1	1759000	1760000	3.6
CP000393.1	1760000	1761000	72.429
CP000393.1	1761000	1762000	47.319
CP000393.1	1762000	1763000	33.256
CP000393.1	1763000	1764000	23.129
CP000393.1	1764000	1765000	1.891
CP000393.1	1765000	1766000	0.357
CP000393.1	1766000	1767000	7.494
CP000393.1	1767000	1768000	7.998
CP000393.1	1768000	1769000	23.61
CP000393.1	1769000	1770000	2.007
CP000393.1	1770000	1771000	8.543
CP000393.1	1771000	1772000	4.169
CP000393.1	1772000	1773000	20.731
CP000393.1	1773000	1774000	25.641
CP000393.1	1774000	1775000	5.708
CP000393.1	1775000	1776000	4.243
CP000393.1	1776000	1777000	1.513
CP000393.1	1777000	1778000	2.361
CP000393.1	1778000	1779000	2.186
CP000393.1	1779000	1780000	2.507
CP000393.1	1780000	1781000	2.534
CP000393.1	1781000	1782000	2.436
CP000393.1	1782000	1783000	5.203
CP000393.1	1783000	1784000	10.892
CP000393.1	1784000	1785000	7.896
CP000393.1	1785000	1786000	2.322
CP000393.1	1786000	1787000	7.243
CP000393.1	1787000	1788000	6.216
CP000393.1	1788000	1789000	16.56
CP000393.1	1789000	1790000	18.289
CP000393.1	1790000	1791000	12.672
CP000393.1	1791000	1792000	44.895
CP000393.1	1792000	1793000	1614.611
CP000393.1	1793000	1794000	504.358
CP000393.1	1794000	1795000	65.041
CP000393.1	1795000	1796000	83.702
CP000393.1	1796000	1797000	174.121
CP000393.1	1797000	1798000	947.966
CP000393.1	1798000	1799000	184.475
CP000393.1	1799000	1800000	8.055
CP000393.1	1800000	1801000	27.676
CP000393.1	1801000	1802000	48.221
CP000393.1	1802000	1803000	26.92
CP000393.1	1803000	1804000	264.5
CP000393.1	1804000	1805000	94.428
CP000393.1	1805000	1806000	198.266
CP000393.1	1806000	1807000	73.099
CP000393.1	1807000	1808000	129.661
CP000393.1	1808000	1809000	10.451
CP000393.1	1809000	1810000	18.004
CP000393.1	1810000	1811000	8.389
CP000393.1	1811000	1812000	11.605
CP000393.1	1812000	1813000	42.613
CP000393.1	1813000	1814000	192.491
CP000393.1	1814000	1815000	107.039
CP000393.1	1815000	1816000	57.248
CP000393.1	1816000	1817000	12.26
CP000393.1	1817000	1818000	30.081
CP000393.1	1818000	1819000	31.987
CP000393.1	1819000	1820000	54.109
CP000393.1	1820000	1821000	135.384
CP000393.1	1821000	1822000	240.538
CP000393.1	1822000	1823000	36.525
CP000393.1	1823000	1824000	52.619
CP000393.1	1824000	1825000	79.117
CP000393.1	1825000	1826000	50.303
CP000393.1	1826000	1827000	13.775
CP000393.1	1827000	1828000	3.277
CP000393.1	1828000	1829000	23.65
CP000393.1	1829000	1830000	26.589
CP000393.1	1830000	1831000	95.147
CP000393.1	1831000	1832000	70.679
CP000393.1	1832000	1833000	38.91
CP000393.1	1833000	1834000	26.569
CP000393.1	1834000	1835000	21.663
CP000393.1	1835000	1836000	7.845
CP000393.1	1836000	1837000	5.495
CP000393.1	1837000	1838000	9.66
CP000393.1	1838000	1839000	1.775
CP000393.1	1839000	1840000	1.918
CP000393.1	1840000	1841000	1.474
CP000393.1	1841000	1842000	1.001
CP000393.1	1842000	1843000	2.512
CP000393.1	1843000	1844000	2.134
CP000393.1	1844000	1845000	0.005
CP000393.1	1845000	1846000	0.52
CP000393.1	1846000	1847000	0.0
CP000393.1	1847000	1848000	1.003
CP000393.1	1848000	1849000	0.719
CP000393.1	1849000	1850000	3.597
CP000393.1	1850000	1851000	4.089
CP000393.1	1851000	1852000	0.541
CP000393.1	1852000	1853000	0.175
CP000393.1	1853000	1854000	0.239
CP000393.1	1854000	1855000	2.792
CP000393.1	1855000	1856000	1.362
CP000393.1	1856000	1857000	0.884
CP000393.1	1857000	1858000	0.822
CP000393.1	1858000	1859000	0.0
CP000393.1	1859000	1860000	1.425
CP000393.1	1860000	1861000	8.065
CP000393.1	1861000	1862000	55.954
CP000393.1	1862000	1863000	12.129
CP000393.1	1863000	1864000	8.575
CP000393.1	1864000	1865000	25.136
CP000393.1	1865000	1866000	20.878
CP000393.1	1866000	1867000	93.069
CP000393.1	1867000	1868000	546.084
CP000393.1	1868000	1869000	29.66
CP000393.1	1869000	1870000	4.5
CP000393.1	1870000	1871000	6.051
CP000393.1	1871000	1872000	4.26
CP000393.1	1872000	1873000	0.108
CP000393.1	1873000	1874000	1.512
CP000393.1	1874000	1875000	2.515
CP000393.1	1875000	1876000	12.896
CP000393.1	1876000	1877000	2.369
CP000393.1	1877000	1878000	21.362
CP000393.1	1878000	1879000	9.633
CP000393.1	1879000	1880000	5.012
CP000393.1	1880000	1881000	0.933
CP000393.1	1881000	1882000	2.886
CP000393.1	1882000	1883000	6.09
CP000393.1	1883000	1884000	1.976
CP000393.1	1884000	1885000	0.475
CP000393.1	1885000	1886000	0.273
CP000393.1	1886000	1887000	9.642
CP000393.1	1887000	1888000	26.898
CP000393.1	1888000	1889000	55.49
CP000393.1	1889000	1890000	4.8
CP000393.1	1890000	1891000	1.451
CP000393.1	1891000	1892000	2.858
CP000393.1	1892000	1893000	3.505
CP000393.1	1893000	1894000	1.496
CP000393.1	1894000	1895000	2.629
CP000393.1	1895000	1896000	14.212
CP000393.1	1896000	1897000	13.837
CP000393.1	1897000	1898000	10.776
CP000393.1	1898000	1899000	23.437
CP000393.1	1899000	1900000	14.803
CP000393.1	1900000	1901000	562.021
CP000393.1	1901000	1902000	193.217
CP000393.1	1902000	1903000	254.54
CP000393.1	1903000	1904000	8.884
CP000393.1	1904000	1905000	15.518
CP000393.1	1905000	1906000	24.817
CP000393.1	1906000	1907000	35.883
CP000393.1	1907000	1908000	15.364
CP000393.1	1908000	1909000	22.503
CP000393.1	1909000	1910000	28.68
CP000393.1	1910000	1911000	6.401
CP000393.1	1911000	1912000	9.349
CP000393.1	1912000	1913000	6.574
CP000393.1	1913000	1914000	301.971
CP000393.1	1914000	1915000	17.436
CP000393.1	1915000	1916000	28.771
CP000393.1	1916000	1917000	128.16
CP000393.1	1917000	1918000	13.215
CP000393.1	1918000	1919000	3.047
CP000393.1	1919000	1920000	6.229
CP000393.1	1920000	1921000	5.117
CP000393.1	1921000	1922000	2.934
CP000393.1	1922000	1923000	7.461
CP000393.1	1923000	1924000	19.469
CP000393.1	1924000	1925000	52.305
CP000393.1	1925000	1926000	23.099
CP000393.1	1926000	1927000	30.339
CP000393.1	1927000	1928000	25.439
CP000393.1	1928000	1929000	10.978
CP000393.1	1929000	1930000	35.823
CP000393.1	1930000	1931000	33.746
CP000393.1	1931000	1932000	7.934
CP000393.1	1932000	1933000	5.083
CP000393.1	1933000	1934000	1.476
CP000393.1	1934000	1935000	7.248
CP000393.1	1935000	1936000	11.112
CP000393.1	1936000	1937000	13.822
CP000393.1	1937000	1938000	12.28
CP000393.1	1938000	1939000	13.934
CP000393.1	1939000	1940000	28.478
CP000393.1	1940000	1941000	12.205
CP000393.1	1941000	1942000	4.229
CP000393.1	1942000	1943000	3.737
CP000393.1	1943000	1944000	8.718
CP000393.1	1944000	1945000	74.345
CP000393.1	1945000	1946000	34.356
CP000393.1	1946000	1947000	5.316
CP000393.1	1947000	1948000	0.444
CP000393.1	1948000	1949000	3.606
CP000393.1	1949000	1950000	18.988
CP000393.1	1950000	1951000	24.804
CP000393.1	1951000	1952000	2.037
CP000393.1	1952000	1953000	1.362
CP000393.1	1953000	1954000	4.132
CP000393.1	1954000	1955000	0.729
CP000393.1	1955000	1956000	1.288
CP000393.1	1956000	1957000	1.844
CP000393.1	1957000	1958000	2.711
CP000393.1	1958000	1959000	4.842
CP000393.1	1959000	1960000	8.581
CP000393.1	1960000	1961000	9.29
CP000393.1	1961000	1962000	9.697
CP000393.1	1962000	1963000	3.182
CP000393.1	1963000	1964000	17.263
CP000393.1	1964000	1965000	8.387
CP000393.1	1965000	1966000	1.673
CP000393.1	1966000	1967000	30.75
CP000393.1	1967000	1968000	144.92
CP000393.1	1968000	1969000	7.747
CP000393.1	1969000	1970000	14.931
CP000393.1	1970000	1971000	56.788
CP000393.1	1971000	1972000	86.577
CP000393.1	1972000	1973000	38.785
CP000393.1	1973000	1974000	35.194
CP000393.1	1974000	1975000	11.572
CP000393.1	1975000	1976000	25.089
CP000393.1	1976000	1977000	209.248
CP000393.1	1977000	1978000	165.558
CP000393.1	1978000	1979000	92.791
CP000393.1	1979000	1980000	124.538
CP000393.1	1980000	1981000	39.612
CP000393.1	1981000	1982000	1.995
CP000393.1	1982000	1983000	0.929
CP000393.1	1983000	1984000	3.434
CP000393.1	1984000	1985000	12.322
CP000393.1	1985000	1986000	15.512
CP000393.1	1986000	1987000	16.335
CP000393.1	1987000	1988000	11.019
CP000393.1	1988000	1989000	2.356
CP000393.1	1989000	1990000	14.37
CP000393.1	1990000	1991000	77.327
CP000393.1	1991000	1992000	115.235
CP000393.1	1992000	1993000	68.901
CP000393.1	1993000	1994000	6.109
CP000393.1	1994000	1995000	11.293
CP000393.1	1995000	1996000	14.611
CP000393.1	1996000	1997000	18.682
CP000393.1	1997000	1998000	0.547
CP000393.1	1998000	1999000	4.648
CP000393.1	1999000	2000000	5.659
CP000393.1	2000000	2001000	12.772
CP000393.1	2001000	2002000	71.83
CP000393.1	2002000	2003000	218.162
CP000393.1	2003000	2004000	91.415
CP000393.1	2004000	2005000	1.804
CP000393.1	2005000	2006000	10.879
CP000393.1	2006000	2007000	14.119
CP000393.1	2007000	2008000	54.005
CP000393.1	2008000	2009000	79.094
CP000393.1	2009000	2010000	47.397
CP000393.1	2010000	2011000	62.655
CP000393.1	2011000	2012000	31.948
CP000393.1	2012000	2013000	24.025
CP000393.1	2013000	2014000	4.946
CP000393.1	2014000	2015000	2.236
CP000393.1	2015000	2016000	0.33
CP000393.1	2016000	2017000	1.035
CP000393.1	2017000	2018000	0.048
CP000393.1	2018000	2019000	0.104
CP000393.1	2019000	2020000	0.439
CP000393.1	2020000	2021000	0.529
CP000393.1	2021000	2022000	7.127
CP000393.1	2022000	2023000	5.536
CP000393.1	2023000	2024000	7.298
CP000393.1	2024000	2025000	1.213
CP000393.1	2025000	2026000	5.641
CP000393.1	2026000	2027000	4.272
CP000393.1	2027000	2028000	15.337
CP000393.1	2028000	2029000	2.146
CP000393.1	2029000	2030000	2.51
CP000393.1	2030000	2031000	12.658
CP000393.1	2031000	2032000	50.512
CP000393.1	2032000	2033000	69.711
CP000393.1	2033000	2034000	32.43
CP000393.1	2034000	2035000	94.746
CP000393.1	2035000	2036000	1.563
CP000393.1	2036000	2037000	0.552
CP000393.1	2037000	2038000	0.616
CP000393.1	2038000	2039000	1.071
CP000393.1	2039000	2040000	15.31
CP000393.1	2040000	2041000	9.059
CP000393.1	2041000	2042000	20.134
CP000393.1	2042000	2043000	9.422
CP000393.1	2043000	2044000	5.893
CP000393.1	2044000	2045000	5.174
CP000393.1	2045000	2046000	6.513
CP000393.1	2046000	2047000	6.595
CP000393.1	2047000	2048000	16.237
CP000393.1	2048000	2049000	46.18
CP000393.1	2049000	2050000	46.87
CP000393.1	2050000	2051000	18.508
CP000393.1	2051000	2052000	22.758
CP000393.1	2052000	2053000	33.182
CP000393.1	2053000	2054000	26.64
CP000393.1	2054000	2055000	29.157
CP000393.1	2055000	2056000	37.336
CP000393.1	2056000	2057000	28.986
CP000393.1	2057000	2058000	8.993
CP000393.1	2058000	2059000	8.035
CP000393.1	2059000	2060000	8.623
CP000393.1	2060000	2061000	14.793
CP000393.1	2061000	2062000	15.144
CP000393.1	2062000	2063000	49.387
CP000393.1	2063000	2064000	28.624
CP000393.1	2064000	2065000	65.924
CP000393.1	2065000	2066000	43.327
CP000393.1	2066000	2067000	54.673
CP000393.1	2067000	2068000	56.273
CP000393.1	2068000	2069000	111.768
CP000393.1	2069000	2070000	112.613
CP000393.1	2070000	2071000	49.75
CP000393.1	2071000	2072000	14.242
CP000393.1	2072000	2073000	53.2
CP000393.1	2073000	2074000	331.117
CP000393.1	2074000	2075000	79.282
CP000393.1	2075000	2076000	73.9
CP000393.1	2076000	2077000	51.979
CP000393.1	2077000	2078000	23.592
CP000393.1	2078000	2079000	18.493
CP000393.1	2079000	2080000	6.484
CP000393.1	2080000	2081000	6.512
CP000393.1	2081000	2082000	16.845
CP000393.1	2082000	2083000	12.806
CP000393.1	2083000	2084000	15.465
CP000393.1	2084000	2085000	23.818
CP000393.1	2085000	2086000	18.233
CP000393.1	2086000	2087000	23.627
CP000393.1	2087000	2088000	22.697
CP000393.1	2088000	2089000	18.005
CP000393.1	2089000	2090000	30.363
CP000393.1	2090000	2091000	30.401
CP000393.1	2091000	2092000	19.577
CP000393.1	2092000	2093000	45.521
CP000393.1	2093000	2094000	10.144
CP000393.1	2094000	2095000	3.1
CP000393.1	2095000	2096000	1.367
CP000393.1	2096000	2097000	1.014
CP000393.1	2097000	2098000	6.918
CP000393.1	2098000	2099000	2.783
CP000393.1	2099000	2100000	1.021
CP000393.1	2100000	2101000	0.43
CP000393.1	2101000	2102000	2.138
CP000393.1	2102000	2103000	1.004
CP000393.1	2103000	2104000	0.675
CP000393.1	2104000	2105000	0.162
CP000393.1	2105000	2106000	3.623
CP000393.1	2106000	2107000	1.677
CP000393.1	2107000	2108000	0.0
CP000393.1	2108000	2109000	0.32
CP000393.1	2109000	2110000	1.542
CP000393.1	2110000	2111000	1.04
CP000393.1	2111000	2112000	54.911
CP000393.1	2112000	2113000	0.961
CP000393.1	2113000	2114000	9.726
CP000393.1	2114000	2115000	45.343
CP000393.1	2115000	2116000	9.362
CP000393.1	2116000	2117000	2.573
CP000393.1	2117000	2118000	10.204
CP000393.1	2118000	2119000	8.335
CP000393.1	2119000	2120000	5.104
CP000393.1	2120000	2121000	2.944
CP000393.1	2121000	2122000	14.823
CP000393.1	2122000	2123000	19.04
CP000393.1	2123000	2124000	3.367
CP000393.1	2124000	2125000	6.28
CP000393.1	2125000	2126000	5.28
CP000393.1	2126000	2127000	6.488
CP000393.1	2127000	2128000	28.62
CP000393.1	2128000	2129000	55.559
CP000393.1	2129000	2130000	28.05
CP000393.1	2130000	2131000	2.354
CP000393.1	2131000	2132000	4.265
CP000393.1	2132000	2133000	0.385
CP000393.1	2133000	2134000	0.192
CP000393.1	2134000	2135000	0.928
CP000393.1	2135000	2136000	1.048
CP000393.1	2136000	2137000	7.719
CP000393.1	2137000	2138000	22.417
CP000393.1	2138000	2139000	28.775
CP000393.1	2139000	2140000	17.239
CP000393.1	2140000	2141000	2.088
CP000393.1	2141000	2142000	1.866
CP000393.1	2142000	2143000	2.209
CP000393.1	2143000	2144000	8.564
CP000393.1	2144000	2145000	18.74
CP000393.1	2145000	2146000	8.124
CP000393.1	2146000	2147000	5.429
CP000393.1	2147000	2148000	4.539
CP000393.1	2148000	2149000	6.49
CP000393.1	2149000	2150000	6.451
CP000393.1	2150000	2151000	12.338
CP000393.1	2151000	2152000	1.465
CP000393.1	2152000	2153000	6.729
CP000393.1	2153000	2154000	10.004
CP000393.1	2154000	2155000	17.867
CP000393.1	2155000	2156000	4.911
CP000393.1	2156000	2157000	5.565
CP000393.1	2157000	2158000	3.545
CP000393.1	2158000	2159000	44.928
CP000393.1	2159000	2160000	1.797
CP000393.1	2160000	2161000	4.047
CP000393.1	2161000	2162000	4.303
CP000393.1	2162000	2163000	1.248
CP000393.1	2163000	2164000	3.0
CP000393.1	2164000	2165000	5.645
CP000393.1	2165000	2166000	3.494
CP000393.1	2166000	2167000	0.614
CP000393.1	2167000	2168000	0.244
CP000393.1	2168000	2169000	1.687
CP000393.1	2169000	2170000	22.168
CP000393.1	2170000	2171000	6.871
CP000393.1	2171000	2172000	24.23
CP000393.1	2172000	2173000	69.619
CP000393.1	2173000	2174000	364.885
CP000393.1	2174000	2175000	176.518
CP000393.1	2175000	2176000	2.853
CP000393.1	2176000	2177000	1.892
CP000393.1	2177000	2178000	0.594
CP000393.1	2178000	2179000	2.489
CP000393.1	2179000	2180000	1.742
CP000393.1	2180000	2181000	0.382
CP000393.1	2181000	2182000	3.393
CP000393.1	2182000	2183000	3.348
CP000393.1	2183000	2184000	0.155
CP000393.1	2184000	2185000	0.203
CP000393.1	2185000	2186000	0.015
CP000393.1	2186000	2187000	0.662
CP000393.1	2187000	2188000	1.203
CP000393.1	2188000	2189000	8.782
CP000393.1	2189000	2190000	14.689
CP000393.1	2190000	2191000	20.601
CP000393.1	2191000	2192000	20.964
CP000393.1	2192000	2193000	3.073
CP000393.1	2193000	2194000	1.34
CP000393.1	2194000	2195000	2.485
CP000393.1	2195000	2196000	12.028
CP000393.1	2196000	2197000	2.399
CP000393.1	2197000	2198000	0.554
CP000393.1	2198000	2199000	0.06
CP000393.1	2199000	2200000	0.674
CP000393.1	2200000	2201000	0.739
CP000393.1	2201000	2202000	10.454
CP000393.1	2202000	2203000	196.166
CP000393.1	2203000	2204000	96.573
CP000393.1	2204000	2205000	106.464
CP000393.1	2205000	2206000	49.076
CP000393.1	2206000	2207000	87.979
CP000393.1	2207000	2208000	27.817
CP000393.1	2208000	2209000	4.253
CP000393.1	2209000	2210000	15.337
CP000393.1	2210000	2211000	8.172
CP000393.1	2211000	2212000	2.712
CP000393.1	2212000	2213000	0.654
CP000393.1	2213000	2214000	0.092
CP000393.1	2214000	2215000	0.12
CP000393.1	2215000	2216000	0.24
CP000393.1	2216000	2217000	0.06
CP000393.1	2217000	2218000	0.18
CP000393.1	2218000	2219000	0.208
CP000393.1	2219000	2220000	0.171
CP000393.1	2220000	2221000	0.18
CP000393.1	2221000	2222000	22.061
CP000393.1	2222000	2223000	4.441
CP000393.1	2223000	2224000	0.619
CP000393.1	2224000	2225000	2.028
CP000393.1	2225000	2226000	7.603
CP000393.1	2226000	2227000	212.599
CP000393.1	2227000	2228000	41.514
CP000393.1	2228000	2229000	57.143
CP000393.1	2229000	2230000	27.649
CP000393.1	2230000	2231000	61.182
CP000393.1	2231000	2232000	35.943
CP000393.1	2232000	2233000	11.605
CP000393.1	2233000	2234000	3.736
CP000393.1	2234000	2235000	2.08
CP000393.1	2235000	2236000	1.288
CP000393.1	2236000	2237000	22.063
CP000393.1	2237000	2238000	44.568
CP000393.1	2238000	2239000	3.147
CP000393.1	2239000	2240000	0.159
CP000393.1	2240000	2241000	6.499
CP000393.1	2241000	2242000	14.996
CP000393.1	2242000	2243000	3.388
CP000393.1	2243000	2244000	130.157
CP000393.1	2244000	2245000	11.13
CP000393.1	2245000	2246000	12.54
CP000393.1	2246000	2247000	13.737
CP000393.1	2247000	2248000	23.38
CP000393.1	2248000	2249000	26.008
CP000393.1	2249000	2250000	30.74
CP000393.1	2250000	2251000	17.929
CP000393.1	2251000	2252000	21.388
CP000393.1	2252000	2253000	58.383
CP000393.1	2253000	2254000	39.665
CP000393.1	2254000	2255000	7.116
CP000393.1	2255000	2256000	14.965
CP000393.1	2256000	2257000	45.124
CP000393.1	2257000	2258000	45.036
CP000393.1	2258000	2259000	31.457
CP000393.1	2259000	2260000	41.961
CP000393.1	2260000	2261000	23.665
CP000393.1	2261000	2262000	28.431
CP000393.1	2262000	2263000	22.343
CP000393.1	2263000	2264000	13.934
CP000393.1	2264000	2265000	56.663
CP000393.1	2265000	2266000	31.996
CP000393.1	2266000	2267000	5.889
CP000393.1	2267000	2268000	2.176
CP000393.1	2268000	2269000	0.035
CP000393.1	2269000	2270000	3.01
CP000393.1	2270000	2271000	11.775
CP000393.1	2271000	2272000	45.164
CP000393.1	2272000	2273000	57.106
CP000393.1	2273000	2274000	34.003
CP000393.1	2274000	2275000	28.38
CP000393.1	2275000	2276000	47.636
CP000393.1	2276000	2277000	52.944
CP000393.1	2277000	2278000	38.372
CP000393.1	2278000	2279000	60.804
CP000393.1	2279000	2280000	45.028
CP000393.1	2280000	2281000	43.535
CP000393.1	2281000	2282000	11.709
CP000393.1	2282000	2283000	7.491
CP000393.1	2283000	2284000	16.159
CP000393.1	2284000	2285000	18.966
CP000393.1	2285000	2286000	44.345
CP000393.1	2286000	2287000	32.148
CP000393.1	2287000	2288000	144.455
CP000393.1	2288000	2289000	51.279
CP000393.1	2289000	2290000	69.983
CP000393.1	2290000	2291000	81.633
CP000393.1	2291000	2292000	100.573
CP000393.1	2292000	2293000	98.791
CP000393.1	2293000	2294000	84.987
CP000393.1	2294000	2295000	128.414
CP000393.1	2295000	2296000	128.474
CP000393.1	2296000	2297000	139.322
CP000393.1	2297000	2298000	137.079
CP000393.1	2298000	2299000	14.612
CP000393.1	2299000	2300000	52.73
CP000393.1	2300000	2301000	184.49
CP000393.1	2301000	2302000	64.875
CP000393.1	2302000	2303000	22.75
CP000393.1	2303000	2304000	14.645
CP000393.1	2304000	2305000	2.452
CP000393.1	2305000	2306000	5.762
CP000393.1	2306000	2307000	5.199
CP000393.1	2307000	2308000	4.665
CP000393.1	2308000	2309000	6.809
CP000393.1	2309000	2310000	50.386
CP000393.1	2310000	2311000	110.11
CP000393.1	2311000	2312000	119.796
CP000393.1	2312000	2313000	161.758
CP000393.1	2313000	2314000	103.71
CP000393.1	2314000	2315000	70.406
CP000393.1	2315000	2316000	187.557
CP000393.1	2316000	2317000	69.653
CP000393.1	2317000	2318000	41.157
CP000393.1	2318000	2319000	75.661
CP000393.1	2319000	2320000	218.047
CP000393.1	2320000	2321000	240.1
CP000393.1	2321000	2322000	236.506
CP000393.1	2322000	2323000	289.56
CP000393.1	2323000	2324000	278.803
CP000393.1	2324000	2325000	24.596
CP000393.1	2325000	2326000	22.591
CP000393.1	2326000	2327000	27.315
CP000393.1	2327000	2328000	2.287
CP000393.1	2328000	2329000	0.766
CP000393.1	2329000	2330000	3.235
CP000393.1	2330000	2331000	5.246
CP000393.1	2331000	2332000	3.065
CP000393.1	2332000	2333000	2.266
CP000393.1	2333000	2334000	0.807
CP000393.1	2334000	2335000	2.74
CP000393.1	2335000	2336000	7.801
CP000393.1	2336000	2337000	3.554
CP000393.1	2337000	2338000	43.21
CP000393.1	2338000	2339000	18.164
CP000393.1	2339000	2340000	37.463
CP000393.1	2340000	2341000	72.989
CP000393.1	2341000	2342000	66.424
CP000393.1	2342000	2343000	14.171
CP000393.1	2343000	2344000	12.453
CP000393.1	2344000	2345000	4.024
CP000393.1	2345000	2346000	0.023
CP000393.1	2346000	2347000	0.0
CP000393.1	2347000	2348000	0.0
CP000393.1	2348000	2349000	0.0
CP000393.1	2349000	2350000	0.0
CP000393.1	2350000	2351000	0.0
CP000393.1	2351000	2352000	0.0
CP000393.1	2352000	2353000	0.0
CP000393.1	2353000	2354000	0.0
CP000393.1	2354000	2355000	0.0
CP000393.1	2355000	2356000	0.026
CP000393.1	2356000	2357000	0.0
CP000393.1	2357000	2358000	0.053
CP000393.1	2358000	2359000	0.915
CP000393.1	2359000	2360000	0.484
CP000393.1	2360000	2361000	0.0
CP000393.1	2361000	2362000	0.254
CP000393.1	2362000	2363000	17.627
CP000393.1	2363000	2364000	54.112
CP000393.1	2364000	2365000	48.426
CP000393.1	2365000	2366000	7.505
CP000393.1	2366000	2367000	6.079
CP000393.1	2367000	2368000	23.534
CP000393.1	2368000	2369000	39.712
CP000393.1	2369000	2370000	22.351
CP000393.1	2370000	2371000	11.282
CP000393.1	2371000	2372000	0.796
CP000393.1	2372000	2373000	0.32
CP000393.1	2373000	2374000	0.868
CP000393.1	2374000	2375000	4.082
CP000393.1	2375000	2376000	22.681
CP000393.1	2376000	2377000	37.454
CP000393.1	2377000	2378000	5.144
CP000393.1	2378000	2379000	0.253
CP000393.1	2379000	2380000	1.514
CP000393.1	2380000	2381000	4.018
CP000393.1	2381000	2382000	7.296
CP000393.1	2382000	2383000	11.078
CP000393.1	2383000	2384000	11.037
CP000393.1	2384000	2385000	0.084
CP000393.1	2385000	2386000	0.088
CP000393.1	2386000	2387000	0.374
CP000393.1	2387000	2388000	0.24
CP000393.1	2388000	2389000	0.176
CP000393.1	2389000	2390000	1.155
CP000393.1	2390000	2391000	1.987
CP000393.1	2391000	2392000	35.09
CP000393.1	2392000	2393000	245.032
CP000393.1	2393000	2394000	82.585
CP000393.1	2394000	2395000	1.423
CP000393.1	2395000	2396000	3.33
CP000393.1	2396000	2397000	0.765
CP000393.1	2397000	2398000	9.265
CP000393.1	2398000	2399000	4.733
CP000393.1	2399000	2400000	2.239
CP000393.1	2400000	2401000	1.926
CP000393.1	2401000	2402000	6.066
CP000393.1	2402000	2403000	1.714
CP000393.1	2403000	2404000	3.68
CP000393.1	2404000	2405000	3.879
CP000393.1	2405000	2406000	19.152
CP000393.1	2406000	2407000	43.624
CP000393.1	2407000	2408000	13.41
CP000393.1	2408000	2409000	11.002
CP000393.1	2409000	2410000	61.318
CP000393.1	2410000	2411000	116.97
CP000393.1	2411000	2412000	244.284
CP000393.1	2412000	2413000	241.859
CP000393.1	2413000	2414000	44.137
CP000393.1	2414000	2415000	52.865
CP000393.1	2415000	2416000	254.143
CP000393.1	2416000	2417000	94.578
CP000393.1	2417000	2418000	69.027
CP000393.1	2418000	2419000	22.391
CP000393.1	2419000	2420000	68.123
CP000393.1	2420000	2421000	3.884
CP000393.1	2421000	2422000	1.473
CP000393.1	2422000	2423000	4.583
CP000393.1	2423000	2424000	0.365
CP000393.1	2424000	2425000	1.255
CP000393.1	2425000	2426000	4.544
CP000393.1	2426000	2427000	2.919
CP000393.1	2427000	2428000	3.538
CP000393.1	2428000	2429000	4.846
CP000393.1	2429000	2430000	8.78
CP000393.1	2430000	2431000	1.992
CP000393.1	2431000	2432000	0.671
CP000393.1	2432000	2433000	2.155
CP000393.1	2433000	2434000	3.831
CP000393.1	2434000	2435000	3.863
CP000393.1	2435000	2436000	0.513
CP000393.1	2436000	2437000	4.187
CP000393.1	2437000	2438000	1.195
CP000393.1	2438000	2439000	1.149
CP000393.1	2439000	2440000	0.602
CP000393.1	2440000	2441000	0.94
CP000393.1	2441000	2442000	1.771
CP000393.1	2442000	2443000	0.539
CP000393.1	2443000	2444000	0.356
CP000393.1	2444000	2445000	0.197
CP000393.1	2445000	2446000	1.293
CP000393.1	2446000	2447000	4.006
CP000393.1	2447000	2448000	13.152
CP000393.1	2448000	2449000	6.97
CP000393.1	2449000	2450000	1.537
CP000393.1	2450000	2451000	21.781
CP000393.1	2451000	2452000	15.878
CP000393.1	2452000	2453000	51.299
CP000393.1	2453000	2454000	21.389
CP000393.1	2454000	2455000	24.571
CP000393.1	2455000	2456000	6.691
CP000393.1	2456000	2457000	8.788
CP000393.1	2457000	2458000	6.7
